Ticker,Tot.Ret.Idx.Gross,Last.Price,Volume,Mkt.Cap,R.D.Exp,Patents...Trademarks...Copy.Rgt,Number.of.Employees,GM,Rev...1.Yr.Gr,Volatil.360D,BEst.Analyst.Rtg,GICS.Ind.Grp.Name,Tot...Hldg.in.Port,Top.10.as.of.Dt,BEst.Target.Px,Rec.Consensus,Earnings.Conference.Call.Date,Tot.Analyst.Rec,News.Sent,Percent.Change.in.Institutional.Holdings,Shrt.Int,fund_id,fund_name,fund_weight,dumac_allocation,as_of_date,shares_held,position_value,fund_weight_raw,abs_weight
SE US,146.4569,146.935,646125,86705404272,1206.05,0.808,80700,42.83677409,28.75407622,45.86731429,4.674418449,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,193.1902924,4.674418449,#N/A N/A,43,0,13.86559709,20118511,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",3.16e-6,0.013157895,12/31/2024,0,415.4276196,3.16e-6,3.16e-6
SE US,146.4569,146.935,646125,86705404272,1206.05,0.808,80700,42.83677409,28.75407622,45.86731429,4.674418449,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,193.1902924,4.674418449,#N/A N/A,43,0,13.86559709,20118511,bf:3356011,Numerai GP LLC (Blackwell - Series A),2.01528e-4,0.013157895,12/31/2024,114.0994398,25238.79607,2.01528e-4,2.01528e-4
SE US,146.4569,146.935,646125,86705404272,1206.05,0.808,80700,42.83677409,28.75407622,45.86731429,4.674418449,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,193.1902924,4.674418449,#N/A N/A,43,0,13.86559709,20118511,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",9.69119e-4,0.013157895,12/31/2024,4.56686e-4,127235.1508,9.69119e-4,9.69119e-4
SE US,146.4569,146.935,646125,86705404272,1206.05,0.808,80700,42.83677409,28.75407622,45.86731429,4.674418449,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,193.1902924,4.674418449,#N/A N/A,43,0,13.86559709,20118511,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.001286412,0.013157895,12/31/2024,-42412.24329,-353718.1091,-0.001286412,0.001286412
SE US,146.4569,146.935,646125,86705404272,1206.05,0.808,80700,42.83677409,28.75407622,45.86731429,4.674418449,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,193.1902924,4.674418449,#N/A N/A,43,0,13.86559709,20118511,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.001104912,0.013157895,12/31/2024,892.4609644,138376.0725,0.001104912,0.001104912
SE US,146.4569,146.935,646125,86705404272,1206.05,0.808,80700,42.83677409,28.75407622,45.86731429,4.674418449,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,193.1902924,4.674418449,#N/A N/A,43,0,13.86559709,20118511,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-2.99068e-4,0.013157895,12/31/2024,-5355.458068,-82233.05864,-2.99068e-4,2.99068e-4
SE US,146.4569,146.935,646125,86705404272,1206.05,0.808,80700,42.83677409,28.75407622,45.86731429,4.674418449,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,193.1902924,4.674418449,#N/A N/A,43,0,13.86559709,20118511,bf:3356011,Numerai GP LLC (Blackwell - Series A),-5.93097e-4,0.013157895,12/31/2024,-4837.364367,-74277.72985,-5.93097e-4,5.93097e-4
SE US,146.4569,146.935,646125,86705404272,1206.05,0.808,80700,42.83677409,28.75407622,45.86731429,4.674418449,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,193.1902924,4.674418449,#N/A N/A,43,0,13.86559709,20118511,bf:1440829,Alta Fundamental Advisers LLC (Blackwell - Series A),4.58395e-4,0.013157895,12/31/2024,59722.38981,70472.41998,4.58395e-4,4.58395e-4
SE US,146.4569,146.935,646125,86705404272,1206.05,0.808,80700,42.83677409,28.75407622,45.86731429,4.674418449,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,193.1902924,4.674418449,#N/A N/A,43,0,13.86559709,20118511,bf:1877337,"Altos Korea Opportunity Fund 3, L.P.",6.03e-10,0.013157895,12/31/2024,0.010000001,0.010000001,6.03e-10,6.03e-10
SE US,146.4569,146.935,646125,86705404272,1206.05,0.808,80700,42.83677409,28.75407622,45.86731429,4.674418449,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,193.1902924,4.674418449,#N/A N/A,43,0,13.86559709,20118511,bf:2209877,"Ribbit Bullfrog II, LP",0.15107957,0.013157895,12/31/2024,7493.875499,1339380.368,0.15107957,0.15107957
SE US,146.4569,146.935,646125,86705404272,1206.05,0.808,80700,42.83677409,28.75407622,45.86731429,4.674418449,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,193.1902924,4.674418449,#N/A N/A,43,0,13.86559709,20118511,bf:1895603,"Ribbit Capital V, LP",1.69e-10,0.013157895,12/31/2024,0.008577783,0.008577783,1.69e-10,1.69e-10
GRAB US,5.3033,5.345,7238148,21606376421,410,#N/A N/A,#N/A N/A,41.97354308,18.56718949,48.47378566,4.655172348,Transportation,#N/A Field Not Applicable,#N/A Field Not Applicable,6.83489275,4.655172348,#N/A N/A,29,0,7.436027306,185169466,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",3.95683e-4,0.013157895,12/31/2024,1.71257e-4,51948.94629,3.95683e-4,3.95683e-4
GRAB US,5.3033,5.345,7238148,21606376421,410,#N/A N/A,#N/A N/A,41.97354308,18.56718949,48.47378566,4.655172348,Transportation,#N/A Field Not Applicable,#N/A Field Not Applicable,6.83489275,4.655172348,#N/A N/A,29,0,7.436027306,185169466,bf:3356011,Numerai GP LLC (Blackwell - Series A),6.3338e-4,0.013157895,12/31/2024,13444.52904,79322.72131,6.3338e-4,6.3338e-4
LOGM TL 1L USD,#N/A Field Not Applicable,86.813,#N/A N/A,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,Software & Services,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,NA,NA,NA,NA,NA,NA,NA,NA,NA
MELI US,2077,2088.18,96902,1.05E+11,1934,11,84207,46.09423882,37.53226981,39.79943077,4.766666889,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,2846,4.766666889,#N/A N/A,30,0,17.81938072,581268,bf:2184853,"BWCP, LP (Blackwell Series - A)",-0.016882063,0.013157895,12/31/2024,-1090.614968,-2281610.138,-0.016882063,0.016882063
MELI US,2077,2088.18,96902,1.05E+11,1934,11,84207,46.09423882,37.53226981,39.79943077,4.766666889,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,2846,4.766666889,#N/A N/A,30,0,17.81938072,581268,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",2.87e-5,0.013157895,12/31/2024,1.63e-5,3773.479474,2.87e-5,2.87e-5
STNE US,16.025,15.885,844644,4351462008,#N/A N/A,514.967,16793,74.43606442,9.974705108,47.95781944,4.307692528,Financial Services,#N/A Field Not Applicable,#N/A Field Not Applicable,19.74615479,4.307692528,#N/A N/A,13,0,-2.393413734,15534390,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",1.7e-5,0.013157895,12/31/2024,8.16e-6,2233.064807,1.7e-5,1.7e-5
PAGS US,9.705,9.8,939652,2966602166,0,#N/A N/A,8595,49.26368044,17.94055091,49.73841757,3.9375,Financial Services,#N/A Field Not Applicable,#N/A Field Not Applicable,11.14000034,3.9375,#N/A N/A,16,0,10.53133078,15290033,NA,NA,NA,NA,NA,NA,NA,NA,NA
NU US,15.435,15.565,7625657,74587391352,#N/A N/A,#N/A N/A,8716,#N/A N/A,43.44388375,46.35779693,4.285714149,Banks,#N/A Field Not Applicable,#N/A Field Not Applicable,17.42499924,4.285714149,#N/A N/A,21,0,35.53413735,118915151,bf:2198669,Boldhaven Management LLP (Blackwell - Series E),0.027030233,0.013157895,12/31/2024,287618.9596,4576017.647,0.027030233,0.027030233
NU US,15.435,15.565,7625657,74587391352,#N/A N/A,#N/A N/A,8716,#N/A N/A,43.44388375,46.35779693,4.285714149,Banks,#N/A Field Not Applicable,#N/A Field Not Applicable,17.42499924,4.285714149,#N/A N/A,21,0,35.53413735,118915151,bf:1249027,Sylebra Capital Limited (Blackwell - Series A),0.020142501,0.013157895,12/31/2024,141339.5483,2264259.564,0.020142501,0.020142501
NU US,15.435,15.565,7625657,74587391352,#N/A N/A,#N/A N/A,8716,#N/A N/A,43.44388375,46.35779693,4.285714149,Banks,#N/A Field Not Applicable,#N/A Field Not Applicable,17.42499924,4.285714149,#N/A N/A,21,0,35.53413735,118915151,bf:3356011,Numerai GP LLC (Blackwell - Series A),1.31574e-4,0.013157895,12/31/2024,1028.589504,16478.00385,1.31574e-4,1.31574e-4
NU US,15.435,15.565,7625657,74587391352,#N/A N/A,#N/A N/A,8716,#N/A N/A,43.44388375,46.35779693,4.285714149,Banks,#N/A Field Not Applicable,#N/A Field Not Applicable,17.42499924,4.285714149,#N/A N/A,21,0,35.53413735,118915151,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-5.82e-5,0.013157895,12/31/2024,-1345.3162,-16009.26278,-5.82e-5,5.82e-5
NU US,15.435,15.565,7625657,74587391352,#N/A N/A,#N/A N/A,8716,#N/A N/A,43.44388375,46.35779693,4.285714149,Banks,#N/A Field Not Applicable,#N/A Field Not Applicable,17.42499924,4.285714149,#N/A N/A,21,0,35.53413735,118915151,bf:2396591,"LGF3, L.P.",0.022811414,0.013157895,12/31/2024,13370.76905,183446.9514,0.022811414,0.022811414
NU US,15.435,15.565,7625657,74587391352,#N/A N/A,#N/A N/A,8716,#N/A N/A,43.44388375,46.35779693,4.285714149,Banks,#N/A Field Not Applicable,#N/A Field Not Applicable,17.42499924,4.285714149,#N/A N/A,21,0,35.53413735,118915151,bf:2209877,"Ribbit Bullfrog II, LP",0.153019803,0.013157895,12/31/2024,84733.37302,1356581.302,0.153019803,0.153019803
NU US,15.435,15.565,7625657,74587391352,#N/A N/A,#N/A N/A,8716,#N/A N/A,43.44388375,46.35779693,4.285714149,Banks,#N/A Field Not Applicable,#N/A Field Not Applicable,17.42499924,4.285714149,#N/A N/A,21,0,35.53413735,118915151,bf:1480199,"Ribbit Capital III, L.P.",1.32e-10,0.013157895,12/31/2024,0.01001614,0.01001614,1.32e-10,1.32e-10
NU US,15.435,15.565,7625657,74587391352,#N/A N/A,#N/A N/A,8716,#N/A N/A,43.44388375,46.35779693,4.285714149,Banks,#N/A Field Not Applicable,#N/A Field Not Applicable,17.42499924,4.285714149,#N/A N/A,21,0,35.53413735,118915151,bf:1987755,"Ribbit Capital VI, LP",6.46e-10,0.013157895,12/31/2024,5.68259e-4,0.009092138,6.46e-10,6.46e-10
NU US,15.435,15.565,7625657,74587391352,#N/A N/A,#N/A N/A,8716,#N/A N/A,43.44388375,46.35779693,4.285714149,Banks,#N/A Field Not Applicable,#N/A Field Not Applicable,17.42499924,4.285714149,#N/A N/A,21,0,35.53413735,118915151,bf:2477861,"Sequoia Capital Fund, LP",0.063216973,0.013157895,12/31/2024,517449.3701,7099405.357,0.063216973,0.063216973
NU US,15.435,15.565,7625657,74587391352,#N/A N/A,#N/A N/A,8716,#N/A N/A,43.44388375,46.35779693,4.285714149,Banks,#N/A Field Not Applicable,#N/A Field Not Applicable,17.42499924,4.285714149,#N/A N/A,21,0,35.53413735,118915151,bf:1262235,"Sequoia Capital U.S. Venture Fund XIV, L.P.",2.46e-9,0.013157895,12/31/2024,0.009989879,0.009989879,2.46e-9,2.46e-9
NU US,15.435,15.565,7625657,74587391352,#N/A N/A,#N/A N/A,8716,#N/A N/A,43.44388375,46.35779693,4.285714149,Banks,#N/A Field Not Applicable,#N/A Field Not Applicable,17.42499924,4.285714149,#N/A N/A,21,0,35.53413735,118915151,bf:1394401,"The Founders Fund V, LP",3.11e-10,0.013157895,12/31/2024,0.010000001,0.010000001,3.11e-10,3.11e-10
NU US,15.435,15.565,7625657,74587391352,#N/A N/A,#N/A N/A,8716,#N/A N/A,43.44388375,46.35779693,4.285714149,Banks,#N/A Field Not Applicable,#N/A Field Not Applicable,17.42499924,4.285714149,#N/A N/A,21,0,35.53413735,118915151,bf:1683733,"Thrive Capital Partners V, LP",3.41e-10,0.013157895,12/31/2024,0.009672673,0.009672673,3.41e-10,3.41e-10
NU US,15.435,15.565,7625657,74587391352,#N/A N/A,#N/A N/A,8716,#N/A N/A,43.44388375,46.35779693,4.285714149,Banks,#N/A Field Not Applicable,#N/A Field Not Applicable,17.42499924,4.285714149,#N/A N/A,21,0,35.53413735,118915151,bf:1449973,"Tiger Global Private Investment Partners IX, L.P.",9.46e-10,0.013157895,12/31/2024,0.008853978,0.008853978,9.46e-10,9.46e-10
KSPI US,73.01,72.21,177667,13929177951,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,35.16563975,40.72816449,4.363636494,Financial Services,#N/A Field Not Applicable,#N/A Field Not Applicable,98.28778076,4.363636494,#N/A N/A,11,0,24.1949212,696575,bf:1421661,Direct: Frontier Markets (Separate Account),0.026828944,0.013157895,12/31/2024,13500,1009665,0.026828944,0.026828944
KSPI US,73.01,72.21,177667,13929177951,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,35.16563975,40.72816449,4.363636494,Financial Services,#N/A Field Not Applicable,#N/A Field Not Applicable,98.28778076,4.363636494,#N/A N/A,11,0,24.1949212,696575,bf:1421661,Direct: Frontier Markets (Separate Account),0.006595215,0.013157895,12/31/2024,3370,248200.5,0.006595215,0.006595215
YNDX19,#N/A Field Not Applicable,#N/A Real Time,#N/A Real Time,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A Field Not Applicable,#N/A Field Not Applicable,NA,NA,NA,NA,NA,NA,NA,NA,NA
VERCST 13 12/15/30,#N/A Field Not Applicable,121.267,0,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,NA,NA,NA,NA,NA,NA,NA,NA,NA
PDD US,118.88,119.008,4969341,1.69E+11,12659.361,#N/A N/A,23465,60.92273533,59.0362467,54.50338443,4.350877285,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,144.5081635,4.350877285,#N/A N/A,57,-0.197489111,4.27578911,20749586,bf:1419359,Direct: Slow Growth High Valuation Short (Blackwell),-0.004873622,0.013157895,12/31/2024,-668.1699728,-92294.31834,-0.004873622,0.004873622
PDD US,118.88,119.008,4969341,1.69E+11,12659.361,#N/A N/A,23465,60.92273533,59.0362467,54.50338443,4.350877285,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,144.5081635,4.350877285,#N/A N/A,57,-0.197489111,4.27578911,20749586,bf:3356011,Numerai GP LLC (Blackwell - Series A),-6.97758e-4,0.013157895,12/31/2024,-632.6305571,-87385.25885,-6.97758e-4,6.97758e-4
PDD US,118.88,119.008,4969341,1.69E+11,12659.361,#N/A N/A,23465,60.92273533,59.0362467,54.50338443,4.350877285,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,144.5081635,4.350877285,#N/A N/A,57,-0.197489111,4.27578911,20749586,bf:1637783,"Sequoia Capital Global Growth Fund II, L.P.",0.152310224,0.013157895,12/31/2024,77489.09419,8110008.598,0.152310224,0.152310224
PDD US,118.88,119.008,4969341,1.69E+11,12659.361,#N/A N/A,23465,60.92273533,59.0362467,54.50338443,4.350877285,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,144.5081635,4.350877285,#N/A N/A,57,-0.197489111,4.27578911,20749586,bf:2098149,"Sequoia Capital Global Growth Fund III - China Annex Fund, LP",0.023506308,0.013157895,12/31/2024,659.0667566,87108.85316,0.023506308,0.023506308
PDD US,118.88,119.008,4969341,1.69E+11,12659.361,#N/A N/A,23465,60.92273533,59.0362467,54.50338443,4.350877285,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,144.5081635,4.350877285,#N/A N/A,57,-0.197489111,4.27578911,20749586,bf:1898027,"Sequoia Capital Global Growth Fund III - Endurance Partners, LP",0.023506413,0.013157895,12/31/2024,3696.107958,488514.5887,0.023506413,0.023506413
PDD US,118.88,119.008,4969341,1.69E+11,12659.361,#N/A N/A,23465,60.92273533,59.0362467,54.50338443,4.350877285,Consumer Discretionary Distrib,#N/A Field Not Applicable,#N/A Field Not Applicable,144.5081635,4.350877285,#N/A N/A,57,-0.197489111,4.27578911,20749586,bf:2098153,"Sequoia Capital Global Growth Fund III - U.S./India Annex Fund, LP",0.023506382,0.013157895,12/31/2024,630.0555217,83274.4383,0.023506382,0.023506382
BYDDF US,12.46,12.355,61575,1.18E+11,54160.964,869.525,968872,19.43834279,29.01920063,45.0077853,4.512820721,Automobiles & Components,#N/A Field Not Applicable,#N/A Field Not Applicable,16.36833191,4.512820721,#N/A N/A,39,0,33.43756346,11309491,NA,NA,NA,NA,NA,NA,NA,NA,NA
XIACF US,5.385,5.02,42967,1.30E+11,24050.484,753.502,43688,20.92343956,35.0356717,51.25416616,4.673077106,Technology Hardware & Equipmen,#N/A Field Not Applicable,#N/A Field Not Applicable,7.513474941,4.673077106,#N/A N/A,52,-0.082356734,95.22334155,71504819,NA,NA,NA,NA,NA,NA,NA,NA,NA
NIO US,5.905,5.87,9467799,14605736068,13037.304,#N/A N/A,45635,9.877693605,18.18410979,68.39011814,3.969696999,Automobiles & Components,#N/A Field Not Applicable,#N/A Field Not Applicable,7.406153679,3.969696999,11/25/2025,33,-0.042235414,133.5626894,153034195,NA,NA,NA,NA,NA,NA,NA,NA,NA
