ticker,rd_intensity,rd_intensity_log,rd_intensity_score,patent_activity_log,patent_activity_score,analyst_sentiment_score,news_sentiment_score,growth_momentum_score,DAII_3.5_Score,innovation_quartile,fund_id,fund_name,fund_weight,dumac_allocation,as_of_date,shares_held,position_value,fund_weight_raw,abs_weight,Tot...Hldg.in.Port,Top.10.as.of.Dt
JBL US,1.203980679012992e-9,1.2039806921961515e-9,0.007660514139372992,4.07753744390572,0,92.72727012,73.80936067525212,19.898517295853274,18.26778020478339,Q1,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.00048654600000000003,0.013157895,12/31/2024,277.9055661,60933.57443,0.00048654600000000003,0.00048654600000000003,NA,#N/A Field Not Applicable
XOM US,2.0101832993890022e-9,2.0101833510867904e-9,0.01279010376457411,6.115892125483034,29.005414061353747,81.17647172,70.43703996995417,18.18758972387408,30.948003959724865,Q2,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",6.78142e-4,0.013157895,12/31/2024,3.42514e-4,89032.86313,6.78142e-4,6.78142e-4,NA,#N/A Field Not Applicable
XOM US,2.0101832993890022e-9,2.0101833510867904e-9,0.01279010376457411,6.115892125483034,29.005414061353747,81.17647172,70.43703996995417,18.18758972387408,30.948003959724865,Q2,bf:3356011,Numerai GP LLC (Blackwell - Series A),-0.002485777,0.013157895,12/31/2024,-2633.324694,-311311.6453,-0.002485777,0.002485777,NA,#N/A Field Not Applicable
CAT US,8.135135135135135e-9,8.13513519903329e-9,0.05176106113814027,6.115892125483034,29.005414061353747,79.25925731999999,73.80936067525212,13.759844134244123,28.91081883090476,Q1,bf:1249063,Solas Capital Management LLC (Blackwell - Series A),-0.033354539,0.013157895,12/31/2024,-10896.05139,-6220010.938,-0.033354539,0.033354539,NA,#N/A Field Not Applicable
CAT US,8.135135135135135e-9,8.13513519903329e-9,0.05176106113814027,6.115892125483034,29.005414061353747,79.25925731999999,73.80936067525212,13.759844134244123,28.91081883090476,Q1,bf:3356011,Numerai GP LLC (Blackwell - Series A),-0.001090248,0.013157895,12/31/2024,-238.3661563,-136071.3203,-0.001090248,0.001090248,NA,#N/A Field Not Applicable
CAT US,8.135135135135135e-9,8.13513519903329e-9,0.05176106113814027,6.115892125483034,29.005414061353747,79.25925731999999,73.80936067525212,13.759844134244123,28.91081883090476,Q1,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.001698378,0.013157895,12/31/2024,-163857.6057,-466994.1763,-0.001698378,0.001698378,NA,#N/A Field Not Applicable
CAT US,8.135135135135135e-9,8.13513519903329e-9,0.05176106113814027,6.115892125483034,29.005414061353747,79.25925731999999,73.80936067525212,13.759844134244123,28.91081883090476,Q1,bf:3356011,Numerai GP LLC (Blackwell - Series A),2.71634e-4,0.013157895,12/31/2024,11936.38298,34018.69148,2.71634e-4,2.71634e-4,NA,#N/A Field Not Applicable
CAT US,8.135135135135135e-9,8.13513519903329e-9,0.05176106113814027,6.115892125483034,29.005414061353747,79.25925731999999,73.80936067525212,13.759844134244123,28.91081883090476,Q1,bf:3356011,Numerai GP LLC (Blackwell - Series A),-2.86511e-4,0.013157895,12/31/2024,-3917.225815,-35881.78847,-2.86511e-4,2.86511e-4,NA,#N/A Field Not Applicable
KO US,0,0,0,9.495669678844367,81.56242417744055,96.25,82.13764239190805,19.59318278028538,82.06420079574028,Q4,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.001041684,0.013157895,12/31/2024,-65096.92243,-286426.4587,-0.001041684,0.001041684,NA,#N/A Field Not Applicable
KO US,0,0,0,9.495669678844367,81.56242417744055,96.25,82.13764239190805,19.59318278028538,82.06420079574028,Q4,bf:3356011,Numerai GP LLC (Blackwell - Series A),5.56454e-4,0.013157895,12/31/2024,15838.35788,69688.77465,5.56454e-4,5.56454e-4,NA,#N/A Field Not Applicable
KO US,0,0,0,9.495669678844367,81.56242417744055,96.25,82.13764239190805,19.59318278028538,82.06420079574028,Q4,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002317739,0.013157895,12/31/2024,-170400.1735,-637296.6489,-0.002317739,0.002317739,NA,#N/A Field Not Applicable
KO US,0,0,0,9.495669678844367,81.56242417744055,96.25,82.13764239190805,19.59318278028538,82.06420079574028,Q4,bf:3428225,Permian Investment Partners (Blackwell - Series E),-0.012602749,0.013157895,12/31/2024,-36233.94149,-2555217.554,-0.012602749,0.012602749,NA,#N/A Field Not Applicable
KO US,0,0,0,9.495669678844367,81.56242417744055,96.25,82.13764239190805,19.59318278028538,82.06420079574028,Q4,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",9.06e-5,0.013157895,12/31/2024,4.89e-5,11893.58583,9.06e-5,9.06e-5,NA,#N/A Field Not Applicable
KO US,0,0,0,9.495669678844367,81.56242417744055,96.25,82.13764239190805,19.59318278028538,82.06420079574028,Q4,bf:1670735,Direct: Opportunistic Highly Levered (Blackwell),-0.009770499,0.013157895,12/31/2024,-1252.748572,-224454.9616,-0.009770499,0.009770499,NA,#N/A Field Not Applicable
KO US,0,0,0,9.495669678844367,81.56242417744055,96.25,82.13764239190805,19.59318278028538,82.06420079574028,Q4,bf:3356011,Numerai GP LLC (Blackwell - Series A),7.3537e-4,0.013157895,12/31/2024,514.0123276,92095.58874,7.3537e-4,7.3537e-4,NA,#N/A Field Not Applicable
ANET US,6.389211538461538e-9,6.3892115838186596e-9,0.0406523509841423,6.115892125483034,29.005414061353747,91.42857552000001,73.80936067525212,35.22279693542078,45.384770406970596,Q3,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",8.15098e-4,0.013157895,12/31/2024,3.01739e-4,107013.717,8.15098e-4,8.15098e-4,NA,#N/A Field Not Applicable
ANET US,6.389211538461538e-9,6.3892115838186596e-9,0.0406523509841423,6.115892125483034,29.005414061353747,91.42857552000001,73.80936067525212,35.22279693542078,45.384770406970596,Q3,bf:3356011,Numerai GP LLC (Blackwell - Series A),4.0116e-4,0.013157895,12/31/2024,366.0219652,50240.17494,4.0116e-4,4.0116e-4,NA,#N/A Field Not Applicable
AIEQ US,1.5071734156655951e-5,1.5071620579268995e-5,95.89552664682186,6.115892125483034,29.005414061353747,0,73.80936067525212,23.903940494424695,70.96447033185522,Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,#N/A Field Not Applicable
SOXX US,1.0892528585496767e-7,1.0892527996975873e-7,0.6930540105435137,6.115892125483034,29.005414061353747,0,73.80936067525212,23.903940494424695,0,Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,#N/A Field Not Applicable
MSFT US,8.852316076294278e-9,8.852315952166088e-9,0.05632423506233214,6.115892125483034,29.005414061353747,98.63013268,73.47939163604082,30.930344800642374,47.62450417786303,Q3,bf:1914537,Jones Road Capital Management LP (Blackwell-Series A),5.98094e-4,0.013157895,12/31/2024,242.9198977,2144541.16,5.98094e-4,5.98094e-4,NA,#N/A Field Not Applicable
MSFT US,8.852316076294278e-9,8.852315952166088e-9,0.05632423506233214,6.115892125483034,29.005414061353747,98.63013268,73.47939163604082,30.930344800642374,47.62450417786303,Q3,bf:1914537,Jones Road Capital Management LP (Blackwell-Series A),0.005139171,0.013157895,12/31/2024,1402.539825,709685.1515,0.005139171,0.005139171,NA,#N/A Field Not Applicable
MSFT US,8.852316076294278e-9,8.852315952166088e-9,0.05632423506233214,6.115892125483034,29.005414061353747,98.63013268,73.47939163604082,30.930344800642374,47.62450417786303,Q3,bf:1914537,Jones Road Capital Management LP (Blackwell-Series A),-3.94038e-4,0.013157895,12/31/2024,-242.9198977,-1513359.899,-3.94038e-4,3.94038e-4,NA,#N/A Field Not Applicable
MSFT US,8.852316076294278e-9,8.852315952166088e-9,0.05632423506233214,6.115892125483034,29.005414061353747,98.63013268,73.47939163604082,30.930344800642374,47.62450417786303,Q3,bf:461753,The Children's Investment Fund,0.11,0.013157895,12/31/2024,47031.07031,24402913.84,0.11,0.11,NA,#N/A Field Not Applicable
MSFT US,8.852316076294278e-9,8.852315952166088e-9,0.05632423506233214,6.115892125483034,29.005414061353747,98.63013268,73.47939163604082,30.930344800642374,47.62450417786303,Q3,bf:2184853,"BWCP, LP (Blackwell Series - A)",0.059156724,0.013157895,12/31/2024,15800.45265,7995029.043,0.059156724,0.059156724,NA,#N/A Field Not Applicable
MSFT US,8.852316076294278e-9,8.852315952166088e-9,0.05632423506233214,6.115892125483034,29.005414061353747,98.63013268,73.47939163604082,30.930344800642374,47.62450417786303,Q3,bf:1257479,Gladstone Capital Management LLP (Blackwell - Series E),0.077235075,0.013157895,12/31/2024,33809.91641,17107817.7,0.077235075,0.077235075,NA,#N/A Field Not Applicable
MSFT US,8.852316076294278e-9,8.852315952166088e-9,0.05632423506233214,6.115892125483034,29.005414061353747,98.63013268,73.47939163604082,30.930344800642374,47.62450417786303,Q3,bf:2198791,Stony Point Capital LLC (Blackwell - Series E),0.052741388,0.013157895,12/31/2024,11283.63561,5709519.617,0.052741388,0.052741388,NA,#N/A Field Not Applicable
MSFT US,8.852316076294278e-9,8.852315952166088e-9,0.05632423506233214,6.115892125483034,29.005414061353747,98.63013268,73.47939163604082,30.930344800642374,47.62450417786303,Q3,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",0.005517799,0.013157895,12/31/2024,0.002805354,724428.6794,0.005517799,0.005517799,NA,#N/A Field Not Applicable
MSFT US,8.852316076294278e-9,8.852315952166088e-9,0.05632423506233214,6.115892125483034,29.005414061353747,98.63013268,73.47939163604082,30.930344800642374,47.62450417786303,Q3,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.002918905,0.013157895,12/31/2024,722.4415022,365555.4001,0.002918905,0.002918905,NA,#N/A Field Not Applicable
MA US,3.607633684210526e-9,3.607633740785938e-9,0.022954129962465597,5.0369526024136295,12.227435471547379,89.78723526,73.80936067525212,28.391607862276793,29.194298707931917,Q1,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",7.06e-5,0.013157895,12/31/2024,3.26e-5,9275.144182,7.06e-5,7.06e-5,NA,#N/A Field Not Applicable
MA US,3.607633684210526e-9,3.607633740785938e-9,0.022954129962465597,5.0369526024136295,12.227435471547379,89.78723526,73.80936067525212,28.391607862276793,29.194298707931917,Q1,bf:2237801,Paradigm BioCapital Advisors (Blackwell - Series A),0.0020334,0.013157895,12/31/2024,136040.1919,1183549.669,0.0020334,0.0020334,NA,#N/A Field Not Applicable
MA US,3.607633684210526e-9,3.607633740785938e-9,0.022954129962465597,5.0369526024136295,12.227435471547379,89.78723526,73.80936067525212,28.391607862276793,29.194298707931917,Q1,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002571139,0.013157895,12/31/2024,-523683.686,-706972.9761,-0.002571139,0.002571139,NA,#N/A Field Not Applicable
MA US,3.607633684210526e-9,3.607633740785938e-9,0.022954129962465597,5.0369526024136295,12.227435471547379,89.78723526,73.80936067525212,28.391607862276793,29.194298707931917,Q1,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-7.96e-5,0.013157895,12/31/2024,-2668.752779,-21883.77279,-7.96e-5,7.96e-5,NA,#N/A Field Not Applicable
MA US,3.607633684210526e-9,3.607633740785938e-9,0.022954129962465597,5.0369526024136295,12.227435471547379,89.78723526,73.80936067525212,28.391607862276793,29.194298707931917,Q1,bf:2198767,"Philosophy Capital Management, LLC (Blackwell - Series A)",-0.007691118,0.013157895,12/31/2024,-2189.645175,-1210786.196,-0.007691118,0.007691118,NA,#N/A Field Not Applicable
MA US,3.607633684210526e-9,3.607633740785938e-9,0.022954129962465597,5.0369526024136295,12.227435471547379,89.78723526,73.80936067525212,28.391607862276793,29.194298707931917,Q1,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",4.44821e-4,0.013157895,12/31/2024,2.36498e-4,58400.32896,4.44821e-4,4.44821e-4,NA,#N/A Field Not Applicable
MA US,3.607633684210526e-9,3.607633740785938e-9,0.022954129962465597,5.0369526024136295,12.227435471547379,89.78723526,73.80936067525212,28.391607862276793,29.194298707931917,Q1,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-6.73e-5,0.013157895,12/31/2024,-1763.273068,-18496.73448,-6.73e-5,6.73e-5,NA,#N/A Field Not Applicable
MA US,3.607633684210526e-9,3.607633740785938e-9,0.022954129962465597,5.0369526024136295,12.227435471547379,89.78723526,73.80936067525212,28.391607862276793,29.194298707931917,Q1,bf:3356011,Numerai GP LLC (Blackwell - Series A),1.70987e-4,0.013157895,12/31/2024,2041.363244,21413.90043,1.70987e-4,1.70987e-4,NA,#N/A Field Not Applicable
MA US,3.607633684210526e-9,3.607633740785938e-9,0.022954129962465597,5.0369526024136295,12.227435471547379,89.78723526,73.80936067525212,28.391607862276793,29.194298707931917,Q1,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.003737496,0.013157895,12/31/2024,-118124.1537,-1027680.089,-0.003737496,0.003737496,NA,#N/A Field Not Applicable
MA US,3.607633684210526e-9,3.607633740785938e-9,0.022954129962465597,5.0369526024136295,12.227435471547379,89.78723526,73.80936067525212,28.391607862276793,29.194298707931917,Q1,bf:2237801,Paradigm BioCapital Advisors (Blackwell - Series A),0.021014584,0.013157895,12/31/2024,455725.0213,3964807.685,0.021014584,0.021014584,NA,#N/A Field Not Applicable
MA US,3.607633684210526e-9,3.607633740785938e-9,0.022954129962465597,5.0369526024136295,12.227435471547379,89.78723526,73.80936067525212,28.391607862276793,29.194298707931917,Q1,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002412243,0.013157895,12/31/2024,-56162.74374,-663282.0036,-0.002412243,0.002412243,NA,#N/A Field Not Applicable
MA US,3.607633684210526e-9,3.607633740785938e-9,0.022954129962465597,5.0369526024136295,12.227435471547379,89.78723526,73.80936067525212,28.391607862276793,29.194298707931917,Q1,bf:3356011,Numerai GP LLC (Blackwell - Series A),-1.46481e-4,0.013157895,12/31/2024,-1553.333957,-18344.87403,-1.46481e-4,1.46481e-4,NA,#N/A Field Not Applicable
MA US,3.607633684210526e-9,3.607633740785938e-9,0.022954129962465597,5.0369526024136295,12.227435471547379,89.78723526,73.80936067525212,28.391607862276793,29.194298707931917,Q1,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-1.1849e-4,0.013157895,12/31/2024,-976.1677183,-32447.81495,-1.1849e-4,1.1849e-4,NA,#N/A Field Not Applicable
MA US,3.607633684210526e-9,3.607633740785938e-9,0.022954129962465597,5.0369526024136295,12.227435471547379,89.78723526,73.80936067525212,28.391607862276793,29.194298707931917,Q1,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.0013787,0.013157895,12/31/2024,-11319.61842,-379094.0209,-0.0013787,0.0013787,NA,#N/A Field Not Applicable
CSCO US,3e-8,2.9999999589720485e-8,0.19087965656578518,6.12029741895095,29.073918289724435,81.48148536000001,79.70022382641473,21.886213043590843,35.65015075205536,Q2,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",7.96494e-4,0.013157895,12/31/2024,4.24065e-4,104571.2948,7.96494e-4,7.96494e-4,NA,#N/A Field Not Applicable
CSCO US,3e-8,2.9999999589720485e-8,0.19087965656578518,6.12029741895095,29.073918289724435,81.48148536000001,79.70022382641473,21.886213043590843,35.65015075205536,Q2,bf:3356011,Numerai GP LLC (Blackwell - Series A),-0.002382646,0.013157895,12/31/2024,-4139.211359,-298395.7469,-0.002382646,0.002382646,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:1919567,Goehring & Rozencwajg Global Natural Resources Fund (Separate Account),0.034052489,0.013157895,12/31/2024,39596,2340321.58,0.034052489,0.034052489,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:3356011,Numerai GP LLC (Blackwell - Series A),-2.34831e-4,0.013157895,12/31/2024,-6871.384578,-29409.52599,-2.34831e-4,2.34831e-4,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:1874181,Direct: India Consolidated (Separate Account),0.037475221,0.013157895,12/31/2024,21195,1624808.7,0.037475221,0.037475221,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",4.73e-5,0.013157895,12/31/2024,2.45e-5,6214.060365,4.73e-5,4.73e-5,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:3356011,Numerai GP LLC (Blackwell - Series A),-7.67972e-4,0.013157895,12/31/2024,-761.4160633,-95854.66821,-7.67972e-4,7.67972e-4,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-6.25e-5,0.013157895,12/31/2024,-1353.731439,-17178.85196,-6.25e-5,6.25e-5,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:3356011,Numerai GP LLC (Blackwell - Series A),2.27068e-4,0.013157895,12/31/2024,1442.058761,28437.39877,2.27068e-4,2.27068e-4,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:1971799,Direct: Negative CF NI Short (Blackwell - Series A),-0.012186875,0.013157895,12/31/2024,-18142.13315,-266870.7786,-0.012186875,0.012186875,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.003068568,0.013157895,12/31/2024,-57358.8297,-843748.3849,-0.003068568,0.003068568,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",1.03593e-4,0.013157895,12/31/2024,5.71e-5,13600.72923,1.03593e-4,1.03593e-4,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-3.72e-5,0.013157895,12/31/2024,-1516.426059,-10235.8759,-3.72e-5,3.72e-5,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-3.75234e-4,0.013157895,12/31/2024,-4830.347158,-103176.2153,-3.75234e-4,3.75234e-4,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:3356011,Numerai GP LLC (Blackwell - Series A),7.01721e-4,0.013157895,12/31/2024,338.3443783,87881.56882,7.01721e-4,7.01721e-4,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:3356011,Numerai GP LLC (Blackwell - Series A),8.76656e-4,0.013157895,12/31/2024,1606.994585,109789.87,8.76656e-4,8.76656e-4,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:1440829,Alta Fundamental Advisers LLC (Blackwell - Series A),0.00305119,0.013157895,12/31/2024,206644.0466,469081.9859,0.00305119,0.00305119,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:1670735,Direct: Opportunistic Highly Levered (Blackwell),-0.008449436,0.013157895,12/31/2024,-85509.48703,-194106.5356,-0.008449436,0.008449436,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:1257479,Gladstone Capital Management LLP (Blackwell - Series E),-0.00267358,0.013157895,12/31/2024,-260883.9882,-592206.6533,-0.00267358,0.00267358,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:3356011,Numerai GP LLC (Blackwell - Series A),-0.001063015,0.013157895,12/31/2024,-58647.11204,-133128.9443,-0.001063015,0.001063015,NA,#N/A Field Not Applicable
T US,5.276243093922652e-9,5.276242984145247e-9,0.03357091541815791,8.567125560164447,67.1231595015277,86.25,73.80936067525212,16.840728877292772,62.1045572467009,Q4,bf:1632133,Praesidium (Separate Account),0.06650233,0.013157895,12/31/2024,586393,11546078.17,0.06650233,0.06650233,NA,#N/A Field Not Applicable
