"ticker","rd_intensity","rd_intensity_log","rd_intensity_score","patent_activity_log","patent_activity_score","analyst_sentiment_score","news_sentiment_score","growth_momentum_score","DAII_3.5_Score","fund_id","fund_name","fund_weight","dumac_allocation","as_of_date","shares_held","position_value","fund_weight_raw","abs_weight","Tot...Hldg.in.Port","Top.10.as.of.Dt","innovation_quartile_old","innovation_quartile"
"XOM US",0.000000002010183299389,0.00000000201018335108679,0.0127901037645741,6.11589212548303,29.0054140613537,81.17647172,70.4370399699542,18.1875897238741,30.9480039597249,"bf:461839","Bridgewater Pure Alpha Fund II, Ltd.",0.000678142,0.013157895,"12/31/2024",0.000342514,89032.86313,0.000678142,0.000678142,NA,"#N/A Field Not Applicable","Q2","Q2"
"XOM US",0.000000002010183299389,0.00000000201018335108679,0.0127901037645741,6.11589212548303,29.0054140613537,81.17647172,70.4370399699542,18.1875897238741,30.9480039597249,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",-0.002485777,0.013157895,"12/31/2024",-2633.324694,-311311.6453,-0.002485777,0.002485777,NA,"#N/A Field Not Applicable","Q2","Q2"
"CAT US",0.00000000813513513513513,0.00000000813513519903329,0.0517610611381403,6.11589212548303,29.0054140613537,79.25925732,73.8093606752521,13.7598441342441,28.9108188309048,"bf:1249063","Solas Capital Management LLC (Blackwell - Series A)",-0.033354539,0.013157895,"12/31/2024",-10896.05139,-6220010.938,-0.033354539,0.033354539,NA,"#N/A Field Not Applicable","Q1","Q1"
"CAT US",0.00000000813513513513513,0.00000000813513519903329,0.0517610611381403,6.11589212548303,29.0054140613537,79.25925732,73.8093606752521,13.7598441342441,28.9108188309048,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",-0.001090248,0.013157895,"12/31/2024",-238.3661563,-136071.3203,-0.001090248,0.001090248,NA,"#N/A Field Not Applicable","Q1","Q1"
"CAT US",0.00000000813513513513513,0.00000000813513519903329,0.0517610611381403,6.11589212548303,29.0054140613537,79.25925732,73.8093606752521,13.7598441342441,28.9108188309048,"bf:1249015","Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.001698378,0.013157895,"12/31/2024",-163857.6057,-466994.1763,-0.001698378,0.001698378,NA,"#N/A Field Not Applicable","Q1","Q1"
"CAT US",0.00000000813513513513513,0.00000000813513519903329,0.0517610611381403,6.11589212548303,29.0054140613537,79.25925732,73.8093606752521,13.7598441342441,28.9108188309048,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",0.000271634,0.013157895,"12/31/2024",11936.38298,34018.69148,0.000271634,0.000271634,NA,"#N/A Field Not Applicable","Q1","Q1"
"CAT US",0.00000000813513513513513,0.00000000813513519903329,0.0517610611381403,6.11589212548303,29.0054140613537,79.25925732,73.8093606752521,13.7598441342441,28.9108188309048,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",-0.000286511,0.013157895,"12/31/2024",-3917.225815,-35881.78847,-0.000286511,0.000286511,NA,"#N/A Field Not Applicable","Q1","Q1"
"KO US",0,0,0,9.49566967884437,81.5624241774405,96.25,82.137642391908,19.5931827802854,82.0642007957403,"bf:1249015","Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.001041684,0.013157895,"12/31/2024",-65096.92243,-286426.4587,-0.001041684,0.001041684,NA,"#N/A Field Not Applicable","Q4","Q4"
"KO US",0,0,0,9.49566967884437,81.5624241774405,96.25,82.137642391908,19.5931827802854,82.0642007957403,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",0.000556454,0.013157895,"12/31/2024",15838.35788,69688.77465,0.000556454,0.000556454,NA,"#N/A Field Not Applicable","Q4","Q4"
"KO US",0,0,0,9.49566967884437,81.5624241774405,96.25,82.137642391908,19.5931827802854,82.0642007957403,"bf:1249015","Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002317739,0.013157895,"12/31/2024",-170400.1735,-637296.6489,-0.002317739,0.002317739,NA,"#N/A Field Not Applicable","Q4","Q4"
"KO US",0,0,0,9.49566967884437,81.5624241774405,96.25,82.137642391908,19.5931827802854,82.0642007957403,"bf:3428225","Permian Investment Partners (Blackwell - Series E)",-0.012602749,0.013157895,"12/31/2024",-36233.94149,-2555217.554,-0.012602749,0.012602749,NA,"#N/A Field Not Applicable","Q4","Q4"
"KO US",0,0,0,9.49566967884437,81.5624241774405,96.25,82.137642391908,19.5931827802854,82.0642007957403,"bf:461839","Bridgewater Pure Alpha Fund II, Ltd.",0.0000906,0.013157895,"12/31/2024",0.0000489,11893.58583,0.0000906,0.0000906,NA,"#N/A Field Not Applicable","Q4","Q4"
"KO US",0,0,0,9.49566967884437,81.5624241774405,96.25,82.137642391908,19.5931827802854,82.0642007957403,"bf:1670735","Direct: Opportunistic Highly Levered (Blackwell)",-0.009770499,0.013157895,"12/31/2024",-1252.748572,-224454.9616,-0.009770499,0.009770499,NA,"#N/A Field Not Applicable","Q4","Q4"
"KO US",0,0,0,9.49566967884437,81.5624241774405,96.25,82.137642391908,19.5931827802854,82.0642007957403,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",0.00073537,0.013157895,"12/31/2024",514.0123276,92095.58874,0.00073537,0.00073537,NA,"#N/A Field Not Applicable","Q4","Q4"
"ANET US",0.00000000638921153846154,0.00000000638921158381866,0.0406523509841423,6.11589212548303,29.0054140613537,91.42857552,73.8093606752521,35.2227969354208,45.3847704069706,"bf:461839","Bridgewater Pure Alpha Fund II, Ltd.",0.000815098,0.013157895,"12/31/2024",0.000301739,107013.717,0.000815098,0.000815098,NA,"#N/A Field Not Applicable","Q3","Q3"
"ANET US",0.00000000638921153846154,0.00000000638921158381866,0.0406523509841423,6.11589212548303,29.0054140613537,91.42857552,73.8093606752521,35.2227969354208,45.3847704069706,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",0.00040116,0.013157895,"12/31/2024",366.0219652,50240.17494,0.00040116,0.00040116,NA,"#N/A Field Not Applicable","Q3","Q3"
"AIEQ US",0.000015071734156656,0.000015071620579269,95.8955266468219,6.11589212548303,29.0054140613537,0,73.8093606752521,23.9039404944247,70.9644703318552,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,"#N/A Field Not Applicable","Q4","Q4"
"SOXX US",0.000000108925285854968,0.000000108925279969759,0.693054010543514,6.11589212548303,29.0054140613537,0,73.8093606752521,23.9039404944247,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,"#N/A Field Not Applicable","Q1","Q1"
"MSFT US",0.00000000885231607629428,0.00000000885231595216609,0.0563242350623321,6.11589212548303,29.0054140613537,98.63013268,73.4793916360408,30.9303448006424,47.624504177863,"bf:1914537","Jones Road Capital Management LP (Blackwell-Series A)",0.000598094,0.013157895,"12/31/2024",242.9198977,2144541.16,0.000598094,0.000598094,NA,"#N/A Field Not Applicable","Q3","Q3"
"MSFT US",0.00000000885231607629428,0.00000000885231595216609,0.0563242350623321,6.11589212548303,29.0054140613537,98.63013268,73.4793916360408,30.9303448006424,47.624504177863,"bf:1914537","Jones Road Capital Management LP (Blackwell-Series A)",0.005139171,0.013157895,"12/31/2024",1402.539825,709685.1515,0.005139171,0.005139171,NA,"#N/A Field Not Applicable","Q3","Q3"
"MSFT US",0.00000000885231607629428,0.00000000885231595216609,0.0563242350623321,6.11589212548303,29.0054140613537,98.63013268,73.4793916360408,30.9303448006424,47.624504177863,"bf:1914537","Jones Road Capital Management LP (Blackwell-Series A)",-0.000394038,0.013157895,"12/31/2024",-242.9198977,-1513359.899,-0.000394038,0.000394038,NA,"#N/A Field Not Applicable","Q3","Q3"
"MSFT US",0.00000000885231607629428,0.00000000885231595216609,0.0563242350623321,6.11589212548303,29.0054140613537,98.63013268,73.4793916360408,30.9303448006424,47.624504177863,"bf:461753","The Children's Investment Fund",0.11,0.013157895,"12/31/2024",47031.07031,24402913.84,0.11,0.11,NA,"#N/A Field Not Applicable","Q3","Q3"
"MSFT US",0.00000000885231607629428,0.00000000885231595216609,0.0563242350623321,6.11589212548303,29.0054140613537,98.63013268,73.4793916360408,30.9303448006424,47.624504177863,"bf:2184853","BWCP, LP (Blackwell Series - A)",0.059156724,0.013157895,"12/31/2024",15800.45265,7995029.043,0.059156724,0.059156724,NA,"#N/A Field Not Applicable","Q3","Q3"
"MSFT US",0.00000000885231607629428,0.00000000885231595216609,0.0563242350623321,6.11589212548303,29.0054140613537,98.63013268,73.4793916360408,30.9303448006424,47.624504177863,"bf:1257479","Gladstone Capital Management LLP (Blackwell - Series E)",0.077235075,0.013157895,"12/31/2024",33809.91641,17107817.7,0.077235075,0.077235075,NA,"#N/A Field Not Applicable","Q3","Q3"
"MSFT US",0.00000000885231607629428,0.00000000885231595216609,0.0563242350623321,6.11589212548303,29.0054140613537,98.63013268,73.4793916360408,30.9303448006424,47.624504177863,"bf:2198791","Stony Point Capital LLC (Blackwell - Series E)",0.052741388,0.013157895,"12/31/2024",11283.63561,5709519.617,0.052741388,0.052741388,NA,"#N/A Field Not Applicable","Q3","Q3"
"MSFT US",0.00000000885231607629428,0.00000000885231595216609,0.0563242350623321,6.11589212548303,29.0054140613537,98.63013268,73.4793916360408,30.9303448006424,47.624504177863,"bf:461839","Bridgewater Pure Alpha Fund II, Ltd.",0.005517799,0.013157895,"12/31/2024",0.002805354,724428.6794,0.005517799,0.005517799,NA,"#N/A Field Not Applicable","Q3","Q3"
"MSFT US",0.00000000885231607629428,0.00000000885231595216609,0.0563242350623321,6.11589212548303,29.0054140613537,98.63013268,73.4793916360408,30.9303448006424,47.624504177863,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",0.002918905,0.013157895,"12/31/2024",722.4415022,365555.4001,0.002918905,0.002918905,NA,"#N/A Field Not Applicable","Q3","Q3"
"MA US",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,5.03695260241363,12.2274354715474,89.78723526,73.8093606752521,28.3916078622768,29.1942987079319,"bf:461839","Bridgewater Pure Alpha Fund II, Ltd.",0.0000706,0.013157895,"12/31/2024",0.0000326,9275.144182,0.0000706,0.0000706,NA,"#N/A Field Not Applicable","Q1","Q1"
"MA US",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,5.03695260241363,12.2274354715474,89.78723526,73.8093606752521,28.3916078622768,29.1942987079319,"bf:2237801","Paradigm BioCapital Advisors (Blackwell - Series A)",0.0020334,0.013157895,"12/31/2024",136040.1919,1183549.669,0.0020334,0.0020334,NA,"#N/A Field Not Applicable","Q1","Q1"
"MA US",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,5.03695260241363,12.2274354715474,89.78723526,73.8093606752521,28.3916078622768,29.1942987079319,"bf:1249015","Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002571139,0.013157895,"12/31/2024",-523683.686,-706972.9761,-0.002571139,0.002571139,NA,"#N/A Field Not Applicable","Q1","Q1"
"MA US",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,5.03695260241363,12.2274354715474,89.78723526,73.8093606752521,28.3916078622768,29.1942987079319,"bf:1249015","Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.0000796,0.013157895,"12/31/2024",-2668.752779,-21883.77279,-0.0000796,0.0000796,NA,"#N/A Field Not Applicable","Q1","Q1"
"MA US",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,5.03695260241363,12.2274354715474,89.78723526,73.8093606752521,28.3916078622768,29.1942987079319,"bf:2198767","Philosophy Capital Management, LLC (Blackwell - Series A)",-0.007691118,0.013157895,"12/31/2024",-2189.645175,-1210786.196,-0.007691118,0.007691118,NA,"#N/A Field Not Applicable","Q1","Q1"
"MA US",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,5.03695260241363,12.2274354715474,89.78723526,73.8093606752521,28.3916078622768,29.1942987079319,"bf:461839","Bridgewater Pure Alpha Fund II, Ltd.",0.000444821,0.013157895,"12/31/2024",0.000236498,58400.32896,0.000444821,0.000444821,NA,"#N/A Field Not Applicable","Q1","Q1"
"MA US",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,5.03695260241363,12.2274354715474,89.78723526,73.8093606752521,28.3916078622768,29.1942987079319,"bf:1249015","Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.0000673,0.013157895,"12/31/2024",-1763.273068,-18496.73448,-0.0000673,0.0000673,NA,"#N/A Field Not Applicable","Q1","Q1"
"MA US",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,5.03695260241363,12.2274354715474,89.78723526,73.8093606752521,28.3916078622768,29.1942987079319,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",0.000170987,0.013157895,"12/31/2024",2041.363244,21413.90043,0.000170987,0.000170987,NA,"#N/A Field Not Applicable","Q1","Q1"
"MA US",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,5.03695260241363,12.2274354715474,89.78723526,73.8093606752521,28.3916078622768,29.1942987079319,"bf:1249015","Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.003737496,0.013157895,"12/31/2024",-118124.1537,-1027680.089,-0.003737496,0.003737496,NA,"#N/A Field Not Applicable","Q1","Q1"
"MA US",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,5.03695260241363,12.2274354715474,89.78723526,73.8093606752521,28.3916078622768,29.1942987079319,"bf:2237801","Paradigm BioCapital Advisors (Blackwell - Series A)",0.021014584,0.013157895,"12/31/2024",455725.0213,3964807.685,0.021014584,0.021014584,NA,"#N/A Field Not Applicable","Q1","Q1"
"MA US",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,5.03695260241363,12.2274354715474,89.78723526,73.8093606752521,28.3916078622768,29.1942987079319,"bf:1249015","Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002412243,0.013157895,"12/31/2024",-56162.74374,-663282.0036,-0.002412243,0.002412243,NA,"#N/A Field Not Applicable","Q1","Q1"
"MA US",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,5.03695260241363,12.2274354715474,89.78723526,73.8093606752521,28.3916078622768,29.1942987079319,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",-0.000146481,0.013157895,"12/31/2024",-1553.333957,-18344.87403,-0.000146481,0.000146481,NA,"#N/A Field Not Applicable","Q1","Q1"
"MA US",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,5.03695260241363,12.2274354715474,89.78723526,73.8093606752521,28.3916078622768,29.1942987079319,"bf:1249015","Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.00011849,0.013157895,"12/31/2024",-976.1677183,-32447.81495,-0.00011849,0.00011849,NA,"#N/A Field Not Applicable","Q1","Q1"
"MA US",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,5.03695260241363,12.2274354715474,89.78723526,73.8093606752521,28.3916078622768,29.1942987079319,"bf:1249015","Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.0013787,0.013157895,"12/31/2024",-11319.61842,-379094.0209,-0.0013787,0.0013787,NA,"#N/A Field Not Applicable","Q1","Q1"
"CSCO US",0.00000003,0.0000000299999995897205,0.190879656565785,6.12029741895095,29.0739182897244,81.48148536,79.7002238264147,21.8862130435908,35.6501507520554,"bf:461839","Bridgewater Pure Alpha Fund II, Ltd.",0.000796494,0.013157895,"12/31/2024",0.000424065,104571.2948,0.000796494,0.000796494,NA,"#N/A Field Not Applicable","Q2","Q2"
"CSCO US",0.00000003,0.0000000299999995897205,0.190879656565785,6.12029741895095,29.0739182897244,81.48148536,79.7002238264147,21.8862130435908,35.6501507520554,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",-0.002382646,0.013157895,"12/31/2024",-4139.211359,-298395.7469,-0.002382646,0.002382646,NA,"#N/A Field Not Applicable","Q2","Q2"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:1919567","Goehring & Rozencwajg Global Natural Resources Fund (Separate Account)",0.034052489,0.013157895,"12/31/2024",39596,2340321.58,0.034052489,0.034052489,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",-0.000234831,0.013157895,"12/31/2024",-6871.384578,-29409.52599,-0.000234831,0.000234831,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:1874181","Direct: India Consolidated (Separate Account)",0.037475221,0.013157895,"12/31/2024",21195,1624808.7,0.037475221,0.037475221,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:461839","Bridgewater Pure Alpha Fund II, Ltd.",0.0000473,0.013157895,"12/31/2024",0.0000245,6214.060365,0.0000473,0.0000473,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",-0.000767972,0.013157895,"12/31/2024",-761.4160633,-95854.66821,-0.000767972,0.000767972,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:1249015","Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.0000625,0.013157895,"12/31/2024",-1353.731439,-17178.85196,-0.0000625,0.0000625,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",0.000227068,0.013157895,"12/31/2024",1442.058761,28437.39877,0.000227068,0.000227068,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:1971799","Direct: Negative CF NI Short (Blackwell - Series A)",-0.012186875,0.013157895,"12/31/2024",-18142.13315,-266870.7786,-0.012186875,0.012186875,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:1249015","Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.003068568,0.013157895,"12/31/2024",-57358.8297,-843748.3849,-0.003068568,0.003068568,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:461839","Bridgewater Pure Alpha Fund II, Ltd.",0.000103593,0.013157895,"12/31/2024",0.0000571,13600.72923,0.000103593,0.000103593,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:1249015","Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.0000372,0.013157895,"12/31/2024",-1516.426059,-10235.8759,-0.0000372,0.0000372,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:1249015","Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.000375234,0.013157895,"12/31/2024",-4830.347158,-103176.2153,-0.000375234,0.000375234,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",0.000701721,0.013157895,"12/31/2024",338.3443783,87881.56882,0.000701721,0.000701721,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:3356011","Numerai GP LLC (Blackwell - Series A)",0.000876656,0.013157895,"12/31/2024",1606.994585,109789.87,0.000876656,0.000876656,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:1440829","Alta Fundamental Advisers LLC (Blackwell - Series A)",0.00305119,0.013157895,"12/31/2024",206644.0466,469081.9859,0.00305119,0.00305119,NA,"#N/A Field Not Applicable","Q4","Q4"
"T US",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,8.56712556016445,67.1231595015277,86.25,73.8093606752521,16.8407288772928,62.1045572467009,"bf:1670735","Direct: Opportunistic Highly Levered (Blackwell)",-0.008449436,0.013157895,"12/31/2024",-85509.48703,-194106.5356,-0.008449436,0.008449436,NA,"#N/A Field Not Applicable","Q4","Q4"
