"ticker","RepNo","CompanyName","ISIN","Exchange","Country","TRBC_Industry","rd_expense","revenue","fiscal_year_end","market_cap","pe_ratio_fy","beta_5y","volatility_30d","volatility_90d","volatility_260d","company_name","total_patents","ai_patents","patent_source","in_portfolio","total_net_exposure_usd","total_net_pct_ltp","n_funds","rd_intensity","fund_weight","patent_activity","revenue_growth","total_return","volatility","bloomberg_volatility","total_return_5yr","rd_quartile","patent_quartile","growth_quartile","volatility_quartile","innovation_score","innovation_quartile","innovation_label","holdings_n_funds","holdings_total_weight","holdings_total_value","total_fund_weight","total_position_value","industry","multiplier","ai_score","ai_quartile","ai_label","quality_innovators_weight","ai_concentrated_weight","balanced_growth_weight","discovery_quality_weight","discovery_ai_weight","discovery_tier","innovation_rank","ai_rank","combined_rank","strategic_profile","ai_exposure","innovation_exposure","anomaly_score","is_anomaly","rd_score_norm","patent_score_norm","growth_score_norm","stability_score_norm","ai_score_aggressive","high_growth","high_volatility","has_rd","not_ai_leader","high_potential_flag","unicorn_tier","ai_label_aggressive"
"9984","A4C3E","SoftBank Group Corp","JP3436100006","TYO","JPN","Wireless Telecommunications Services (NEC)",604884.6,7243752,"2025-03-31",20162820,18.1164894104004,1.87070000171661,0.677654154926685,0.729789312024667,0.674308016335973,"9984",2,0,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,2,0.0830967104993761,0.1,0.674308016335973,NA,NA,NA,1,2,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",102,102,102,"Underperformer","Low","Low",0.182309666127878,FALSE,NA,25,50,100,NA,FALSE,TRUE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"AAPL","05680","Apple Inc","US0378331005","NASD","USA","Phones & Smart Phones",34550,416161,"2025-09-27",3699788,33.8562088012695,1.1154899597168,0.201984191350369,0.240289485412751,0.322202219017755,"Apple Inc.",38288,5035,"USPTO Only",FALSE,0,0,0,0.00933837290136624,0.00552486187845304,38288,0.187644900660962,0.1,0.322202219017755,NA,NA,1,4,4,3,0.725,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.725,4,"AI Leader",0,0,0,0,0,"Tier 2: Strong Candidates",18.5,18.5,18.5,"AI Pioneer","High","High",0.146002678450731,FALSE,25,100,100,50,73.75,TRUE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"ABBV","E2F10","AbbVie Inc","US00287Y1091","NYSE","USA","Pharmaceuticals (NEC)",9096,61160,"2025-12-31",362950,86.9134292602539,0.389660000801086,0.261883345638088,0.270309586120462,0.273130158690493,"ABBV",228,0,"USPTO Only",FALSE,0,0,0,0.0250613032098085,0.00552486187845304,228,0.27386889886111,0.1,0.273130158690493,NA,NA,2,2,4,4,0.7,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.7,3,"AI Adopter",0,0,0,0,0,"Tier 2: Strong Candidates",23.5,23.5,23.5,"Balanced Performer","Medium","Medium",0.107261574636527,FALSE,50,50,100,25,66.25,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Leader (Aggressive)"
"ABT","0091N","Abbott Laboratories","US0028241000","NYSE","USA","Medical Equipment, Supplies & Distribution (NEC)",2889,44328,"2025-12-31",180822.5,27.881160736084,0.775699973106384,0.570592773895145,0.606021446336958,0.782072968021329,"ABT",1010,16,"USPTO Only",FALSE,0,0,0,0.0159769940134662,0.00552486187845304,1010,0.00217152973636985,0.1,0.782072968021329,NA,NA,2,3,1,1,0.475,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.475,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",84.5,84.5,84.5,"Underperformer","Low","Low",0.0635351365040079,FALSE,50,75,25,100,52.5,FALSE,TRUE,TRUE,TRUE,FALSE,"Monitor","AI Follower"
"ADBE","01010","Adobe Inc","US00724F1012","NASD","USA","Application Software",4294,23769,"2025-11-28",97372.2265625,14.3053998947144,1.52994000911713,0.427857110510823,0.364354796187099,0.343116257393637,"ADBE",32,0,"USPTO Only",FALSE,0,0,0,0.0440988169993609,0.00552486187845304,32,0.28303063865751,0.1,0.343116257393637,NA,NA,3,2,4,3,0.725,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.725,4,"AI Leader",0,0,0,0,0,"Tier 2: Strong Candidates",18.5,18.5,18.5,"AI Pioneer","High","High",0.103385131521102,FALSE,75,50,100,50,76.25,TRUE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"AFRM","07881","Affirm Holdings Inc","US00827B1061","NASD","USA","Financial Technology (Fintech) (NEC)",447.600908203125,3224.412,"2025-06-30",14920.0302734375,292.687713623047,3.65742993354797,0.658240082275544,0.595896356195572,0.718063475633836,"AFRM",0,0,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,0,0.255101962201297,0.1,0.718063475633836,NA,NA,NA,1,4,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",103,103,103,"Underperformer","Low","Low",0.098835212351574,FALSE,NA,25,100,100,NA,TRUE,TRUE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"AMAT","05840","Applied Materials Inc","US0382221051","NASD","USA","Semiconductor Machinery Manufacturing",8904.065625,12.14968,"2025-12-31",296802.1875,43.181468963623,1.59685003757477,0.241920714343759,0.442679216099099,0.40681240905944,"AMAT",6221,140,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,6221,0.155991507787257,0.1,0.40681240905944,NA,NA,NA,3,3,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",104,104,104,"Underperformer","Low","Low",0.0185653661678883,FALSE,NA,75,75,50,NA,FALSE,FALSE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"AMD","0147N","Advanced Micro Devices Inc","US0079031078","NASD","USA","Semiconductors (NEC)",2.29337,0.10217,"2025-12-31",334837.5,78.70361328125,1.96621000766754,0.211014086640569,0.328284815173515,0.480171106780476,"AMD Inc.",12971,2805,"USPTO Only",FALSE,0,0,0,0.0000068492029715907,0.00552486187845304,12971,0.0386992992833257,0.1,0.480171106780476,NA,NA,1,4,2,2,0.575,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.575,2,"AI Follower",0,0,0,0,0,"Tier 4: Monitor",61,61,61,"Underperformer","Low","Low",0.00651278557693747,FALSE,25,100,50,75,57.5,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Follower"
"AMT","A1AD8","American Tower Corp","US03027X1000","NYSE","USA","Specialized REITs (NEC)",2382.066328125,10644.6,"2025-12-31",79402.2109375,31.5704193115234,0.936339974403381,0.609843973985916,0.821323894901252,0.971545246454875,"AMT",2059,115,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,2059,0.199518154468387,0.1,0.971545246454875,NA,NA,NA,3,4,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",105,105,105,"Underperformer","Low","Low",0.145924735645046,FALSE,NA,75,100,100,NA,TRUE,TRUE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"AMZN","A13EF","Amazon.com Inc","US0231351067","NASD","USA","Internet & Mail Order Department Stores",108521,716924,"2025-12-31",2224705,28.8887405395508,1.39093005657196,0.271698476426309,0.288554197612142,0.350808108716773,"Amazon.com Inc.",22269,2463,"USPTO Only",FALSE,0,0,0,0.0487799506001919,0.00552486187845304,22269,0.10576517386362,0.1,0.350808108716773,NA,NA,3,4,3,3,0.825,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.825,4,"AI Leader",0,0,0,0,0,"Tier 1: Top 10 Opportunities",5.5,5.5,5.5,"AI Pioneer","High","High",0.111346118539959,FALSE,75,100,75,50,76.25,FALSE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"ANET","EEDC5","Arista Networks Inc","US0404132054","NYSE","USA","Communications & Networking (NEC)",1237.3,9005.7,"2025-12-31",164355.203125,47.5199203491211,1.44742000102997,0.531611362546941,0.52875514542687,0.532153301166459,"ANET",2093,147,"USPTO Only",FALSE,0,0,0,0.00752820705687653,0.00552486187845304,2093,0.170242909807712,0.1,0.532153301166459,NA,NA,1,3,3,2,0.55,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.55,2,"AI Follower",0,0,0,0,0,"Tier 4: Monitor",68,68,68,"Underperformer","Low","Low",0.00713675050537786,FALSE,25,75,75,75,62.5,TRUE,TRUE,TRUE,TRUE,TRUE,"Emerging Unicorn Candidate","AI Adopter"
"ANT","0BBEA","Anteros Metals Inc","CA0369341072","CNQ","CAN","Diversified Mining",0.0670097994804382,0.335048997402191,"2025-09-30",2.23365998268127,NA,1,1.4840913042382,4.17217691365147,2.74997096263092,"ANT",73763,4916,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,73763,0.293126879166812,0.1,2.74997096263092,NA,NA,NA,4,4,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",106,106,106,"Underperformer","Low","Low",0.626513241101567,TRUE,NA,100,100,100,NA,TRUE,TRUE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"APD","0177N","Air Products and Chemicals Inc","US0091581068","NYSE","USA","Industrial Gases",96.3,12037.3,"2025-09-30",63735.28125,NA,0.82134997844696,0.237115218331912,0.270269351761548,0.287290499930296,"APD",120,1,"USPTO Only",FALSE,0,0,0,0.00151093708400322,0.00552486187845304,120,0.203817707020789,0.1,0.287290499930296,NA,NA,1,2,4,4,0.625,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.625,2,"AI Follower",0,0,0,0,0,"Tier 3: Watch List",47,47,47,"Underperformer","Low","Low",0.0491104493628681,FALSE,25,50,100,25,60,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Follower"
"APH","07323","An Phat Holdings JSC","VN000000APH7","HCM","VNM","Plastics",40460.4,10741288.12986,"2025-12-31",1348680,8.24728965759277,1.27179002761841,0.361952508005814,0.372263237713717,0.376306435592983,"APH",20461,1854,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,20461,0.126595369633287,0.1,0.376306435592983,NA,NA,NA,4,3,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",107,107,107,"Underperformer","Low","Low",0.0662657973223165,FALSE,NA,100,75,50,NA,FALSE,FALSE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"APO","0E0AE","Asian Palm Oil PCL","THB886010008","BAK","THA","Starch, Vegetable Fat & Oil Manufacturing",24.8879992675781,2098.51919,"2025-12-31",829.599975585938,4.83282995223999,1,0.831716135463707,0.71719732345295,0.527886619608647,"APO",17758,1567,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,17758,-0.0438083623535931,0.1,0.527886619608647,NA,NA,NA,4,1,2,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",108,108,108,"Underperformer","Low","Low",0.0434857648075547,FALSE,NA,100,25,75,NA,FALSE,TRUE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"ARES","EED76","Ares Management Corp","US03990B1017","NYSE","USA","Investment Management",1048.1184375,5601.482,"2025-12-31",34937.28125,60.0953216552734,1.55478000640869,0.559691741109812,0.547098040654435,0.479402172572651,"ARES",2250,57,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,2250,0.0220873477868736,0.1,0.479402172572651,NA,NA,NA,3,2,2,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",109,109,109,"Underperformer","Low","Low",0.024166573611069,FALSE,NA,75,50,75,NA,FALSE,FALSE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"ASAN","033A4","Asana Inc","US04342Y1047","NYSE","USA","Application Software",300.366,790.806,"2026-01-31",1485.67004394531,NA,1.09481000900269,0.606421567400344,0.555269150211355,0.612300827987604,"ASAN",560,34,"USPTO Only",FALSE,0,0,0,0.202175443480273,0.00552486187845304,560,0.166970605868846,0.1,0.612300827987604,NA,NA,4,2,3,1,0.65,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.65,3,"AI Adopter",0,0,0,0,0,"Tier 3: Watch List",35,35,35,"Balanced Performer","Medium","Medium",0.0341815508756193,FALSE,100,50,75,100,80,TRUE,TRUE,TRUE,TRUE,TRUE,"Top Unicorn Candidate","AI Leader (Aggressive)"
"ASML","A1BEF","ASML Holding NV (ADR)","USN070592100","NASD","USA","Semiconductor Equipment & Testing (NEC)",4320.8,32667.3,"2025-12-31",541580.375,48.7944297790527,1.8561600446701,0.36877992019649,0.374733872714748,0.388545901756136,"ASML",5495,92,"USPTO Only",FALSE,0,0,0,0.00797813251634164,0.00552486187845304,5495,-0.0999044413678348,0.1,0.388545901756136,NA,NA,1,3,1,3,0.5,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.5,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",80,80,80,"Underperformer","Low","Low",0.0601042226350612,FALSE,25,75,25,50,38.75,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Laggard"
"AVGO","FA5AD","Broadcom Inc","US11135F1012","NASD","USA","Semiconductors (NEC)",10977,63887,"2025-11-02",1506998,66.7932815551758,1.24204003810883,0.375833295362493,0.371591779457923,0.483792783002502,"AVGO",5,0,"USPTO Only",FALSE,0,0,0,0.00728401762975133,0.00552486187845304,5,0.147663696017116,0.1,0.483792783002502,NA,NA,1,1,3,2,0.4,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.4,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",94,94,94,"Underperformer","Low","Low",0.0354314949280325,FALSE,25,25,75,75,52.5,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Follower"
"AXP","0409N","American Express Co","US0258161092","NYSE","USA","Consumer Credit Cards Services",6220.7221875,77654,"2025-12-31",207357.40625,19.6422805786133,1.13759994506836,0.695819450343236,0.880542603587731,1.0475382175648,"AXP",207,4,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,207,0.150498137809336,0.1,1.0475382175648,NA,NA,NA,2,3,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",110,110,110,"Underperformer","Low","Low",0.141076448685759,FALSE,NA,50,75,100,NA,FALSE,TRUE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"AZN","049D4","AstraZeneca PLC (US)","GB0009895292","NYSE","USA","Pharmaceuticals (NEC)",13801,58739,"2025-12-31",287613.3125,28.3803005218506,0.420469999313354,0.158094372644721,0.23593711638396,0.263951734452936,"AZN",37,0,"USPTO Only",FALSE,0,0,0,0.0479845660829764,0.00552486187845304,37,0.276982276793569,0.1,0.263951734452936,NA,NA,3,2,4,4,0.775,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.775,4,"AI Leader",0,0,0,0,0,"Tier 2: Strong Candidates",11,11,11,"AI Pioneer","High","High",0.136702345649997,FALSE,75,50,100,25,72.5,TRUE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"BA","A16E8","Boeing Co","US0970231058","NYSE","USA","Commercial Aircraft Manufacturing",3615,89463,"2025-12-31",154355.5,79.2227020263672,1.13384997844696,0.442014234924227,0.520012221972387,0.389133421472521,"BA",357786,12881,"USPTO Only",FALSE,0,0,0,0.0234199623596179,0.00552486187845304,357786,0.200609025079757,0.1,0.389133421472521,NA,NA,2,4,4,3,0.8,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.8,4,"AI Leader",0,0,0,0,0,"Tier 1: Top 10 Opportunities",8.5,8.5,8.5,"AI Pioneer","High","High",0.230193048804221,FALSE,50,100,100,50,80,TRUE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"BABA","030D1","Baba Eco Group Bhd","MYL03012O001","KUL","MYS","Appliances, Tools & Housewares (NEC)",2.8757080078125,32.86603,"2025-10-31",95.85693359375,NA,1,NA,0.336420501494049,NA,"BABA",2563,229,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,2563,0.0426887997426093,0.1,NA,NA,NA,NA,3,2,NA,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",111,111,111,"Underperformer","Low","Low",0.120078059015056,FALSE,NA,75,50,NA,NA,FALSE,NA,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"BAC","028FC","Bactech Environmental Corp","CA0704902067","CNQ","CAN","Mining Support Services & Equipment (NEC)",0.285444288253784,1.42722144126892,"2025-12-31",9.51480960845947,NA,-0.207530006766319,1.40751962516325,1.6244008639506,1.20770509526081,"BAC",7451,90,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,7451,0.187862916942686,0.1,1.20770509526081,NA,NA,NA,3,4,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",112,112,112,"Underperformer","Low","Low",0.226317170946948,FALSE,NA,75,100,100,NA,TRUE,TRUE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"BAM","0E019","BROOKFIELD ASSET MANAGEMENT LTD","CA1130041058","NYSE","USA","Investment Management & Fund Operators (NEC)",2106.57515625,4662,"2025-12-31",70219.171875,28.0941600799561,1,0.25702753887842,0.338066657872253,0.309312000642171,"BAM",1925,29,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,1925,-0.0403711790218949,0.1,0.309312000642171,NA,NA,NA,3,1,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",113,113,113,"Underperformer","Low","Low",0.044753502110391,FALSE,NA,75,25,25,NA,FALSE,FALSE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"BIDU","AAE7D","Baidu Inc (ADR)","US0567521085","NASD","USA","Search Engines",20433,129079,"2025-12-31",38684.5390625,57.0467300415039,0.424690008163452,0.318360842489332,0.491348970156616,0.469359905768149,"BIDU",0,0,"USPTO Only",FALSE,0,0,0,0.528195514155869,0.00552486187845304,0,-0.0883656724356115,0.1,0.469359905768149,NA,NA,4,1,1,2,0.525,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.525,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",75,75,75,"Underperformer","Low","Low",0.0687738557194647,FALSE,100,25,25,75,51.25,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Laggard"
"BILI","02852","Bilibili Inc - ADR","US0900401060","NASD","USA","Online Services (NEC)",3533.488,30347.766,"2025-12-31",7853.28076171875,60.0988082885742,0.851559996604919,0.507634256949137,0.556091323385061,0.527664789363782,"BILI",11026,747,"USPTO Only",FALSE,0,0,0,0.449937816717846,0.00552486187845304,11026,-0.0457144811749458,0.1,0.527664789363782,NA,NA,4,3,1,2,0.675,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.675,3,"AI Adopter",0,0,0,0,0,"Tier 3: Watch List",30,30,30,"Balanced Performer","Medium","Medium",0.0883157319623471,FALSE,100,75,25,75,61.25,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Adopter"
