ticker,Tot.Ret.Idx.Gross,Last.Price,Volume,market_cap,rd_expense,patent_activity,Number.of.Employees,GM,revenue_growth,Volatil.360D,analyst_rating,industry,Tot...Hldg.in.Port,Top.10.as.of.Dt,BEst.Target.Px,Rec.Consensus,Earnings.Conference.Call.Date,Tot.Analyst.Rec,news_sentiment,Percent.Change.in.Institutional.Holdings,Shrt.Int,fund_id,fund_name,fund_weight,dumac_allocation,as_of_date,shares_held,position_value,fund_weight_raw,abs_weight
BABA US,160.13,160.435,2451277,382000000000,57151,NA,124320,39.95214519,5.862821515,46.62626311,4.840000153,Consumer Discretionary Distrib,NA,#N/A Field Not Applicable,201.7665863,4.840000153,11/25/2025,50,-0.007304744,-0.892945676,41333243,bf:1262141,"HongShan Capital Growth 2010 Fund, LP (fka Sequoia Capital China Growth 2010 Fund, LP)",7.61e-9,0.013157895,12/31/2024,0.011528526,0.011528526,7.61e-9,7.61e-9
BABA US,160.13,160.435,2451277,382000000000,57151,NA,124320,39.95214519,5.862821515,46.62626311,4.840000153,Consumer Discretionary Distrib,NA,#N/A Field Not Applicable,201.7665863,4.840000153,11/25/2025,50,-0.007304744,-0.892945676,41333243,bf:1262207,"Tiger Global Private Investment Partners VII, L.P.",1.08e-9,0.013157895,12/31/2024,0.01,0.01,1.08e-9,1.08e-9
JBL US,202.2107,203.33,89208,21595030928,26,58,135000,8.878598752,3.181802444,40.42658147,4.636363506,Technology Hardware & Equipmen,NA,#N/A Field Not Applicable,247.1000061,4.636363506,#N/A N/A,11,0,7.292145287,3871198,bf:1632133,Praesidium (Separate Account),0.163052847,0.013157895,12/31/2024,129112,28309097.12,0.163052847,0.163052847
JBL US,202.2107,203.33,89208,21595030928,26,58,135000,8.878598752,3.181802444,40.42658147,4.636363506,Technology Hardware & Equipmen,NA,#N/A Field Not Applicable,247.1000061,4.636363506,#N/A N/A,11,0,7.292145287,3871198,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",8.85e-5,0.013157895,12/31/2024,4.89e-5,11617.15562,8.85e-5,8.85e-5
JBL US,202.2107,203.33,89208,21595030928,26,58,135000,8.878598752,3.181802444,40.42658147,4.636363506,Technology Hardware & Equipmen,NA,#N/A Field Not Applicable,247.1000061,4.636363506,#N/A N/A,11,0,7.292145287,3871198,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.00048654600000000003,0.013157895,12/31/2024,277.9055661,60933.57443,0.00048654600000000003,0.00048654600000000003
XOM US,117.3748,116.79,3019877,491000000000,987,NA,60900,14.87234964,1.359438537,23.23446041,4.058823586,Energy,NA,#N/A Field Not Applicable,129.4482727,4.058823586,#N/A N/A,34,-0.01374924,16.49328314,41661225,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",6.78142e-4,0.013157895,12/31/2024,3.42514e-4,89032.86313,6.78142e-4,6.78142e-4
XOM US,117.3748,116.79,3019877,491000000000,987,NA,60900,14.87234964,1.359438537,23.23446041,4.058823586,Energy,NA,#N/A Field Not Applicable,129.4482727,4.058823586,#N/A N/A,34,-0.01374924,16.49328314,41661225,bf:3356011,Numerai GP LLC (Blackwell - Series A),-0.002485777,0.013157895,12/31/2024,-2633.324694,-311311.6453,-0.002485777,0.002485777
CAT US,553.3,557.68,390681,259000000000,2107,NA,113200,35.98882871,-3.356695497,30.88276738,3.962962866,Capital Goods,NA,#N/A Field Not Applicable,605.291687,3.962962866,1/29/2026,27,0,17.89573363,6765731,bf:1249063,Solas Capital Management LLC (Blackwell - Series A),-0.033354539,0.013157895,12/31/2024,-10896.05139,-6220010.938,-0.033354539,0.033354539
CAT US,553.3,557.68,390681,259000000000,2107,NA,113200,35.98882871,-3.356695497,30.88276738,3.962962866,Capital Goods,NA,#N/A Field Not Applicable,605.291687,3.962962866,1/29/2026,27,0,17.89573363,6765731,bf:3356011,Numerai GP LLC (Blackwell - Series A),-0.001090248,0.013157895,12/31/2024,-238.3661563,-136071.3203,-0.001090248,0.001090248
CAT US,553.3,557.68,390681,259000000000,2107,NA,113200,35.98882871,-3.356695497,30.88276738,3.962962866,Capital Goods,NA,#N/A Field Not Applicable,605.291687,3.962962866,1/29/2026,27,0,17.89573363,6765731,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.001698378,0.013157895,12/31/2024,-163857.6057,-466994.1763,-0.001698378,0.001698378
CAT US,553.3,557.68,390681,259000000000,2107,NA,113200,35.98882871,-3.356695497,30.88276738,3.962962866,Capital Goods,NA,#N/A Field Not Applicable,605.291687,3.962962866,1/29/2026,27,0,17.89573363,6765731,bf:3356011,Numerai GP LLC (Blackwell - Series A),2.71634e-4,0.013157895,12/31/2024,11936.38298,34018.69148,2.71634e-4,2.71634e-4
CAT US,553.3,557.68,390681,259000000000,2107,NA,113200,35.98882871,-3.356695497,30.88276738,3.962962866,Capital Goods,NA,#N/A Field Not Applicable,605.291687,3.962962866,1/29/2026,27,0,17.89573363,6765731,bf:3356011,Numerai GP LLC (Blackwell - Series A),-2.86511e-4,0.013157895,12/31/2024,-3917.225815,-35881.78847,-2.86511e-4,2.86511e-4
KO US,71.055,71.03,2143452,306000000000,0,13301,69700,61.06330082,2.856580845,16.80440535,4.8125,"Food, Beverage & Tobacco",NA,#N/A Field Not Applicable,79.44000244,4.8125,#N/A N/A,32,0.033955117,26.84084865,35775779,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.001041684,0.013157895,12/31/2024,-65096.92243,-286426.4587,-0.001041684,0.001041684
KO US,71.055,71.03,2143452,306000000000,0,13301,69700,61.06330082,2.856580845,16.80440535,4.8125,"Food, Beverage & Tobacco",NA,#N/A Field Not Applicable,79.44000244,4.8125,#N/A N/A,32,0.033955117,26.84084865,35775779,bf:3356011,Numerai GP LLC (Blackwell - Series A),5.56454e-4,0.013157895,12/31/2024,15838.35788,69688.77465,5.56454e-4,5.56454e-4
KO US,71.055,71.03,2143452,306000000000,0,13301,69700,61.06330082,2.856580845,16.80440535,4.8125,"Food, Beverage & Tobacco",NA,#N/A Field Not Applicable,79.44000244,4.8125,#N/A N/A,32,0.033955117,26.84084865,35775779,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002317739,0.013157895,12/31/2024,-170400.1735,-637296.6489,-0.002317739,0.002317739
KO US,71.055,71.03,2143452,306000000000,0,13301,69700,61.06330082,2.856580845,16.80440535,4.8125,"Food, Beverage & Tobacco",NA,#N/A Field Not Applicable,79.44000244,4.8125,#N/A N/A,32,0.033955117,26.84084865,35775779,bf:3428225,Permian Investment Partners (Blackwell - Series E),-0.012602749,0.013157895,12/31/2024,-36233.94149,-2555217.554,-0.012602749,0.012602749
KO US,71.055,71.03,2143452,306000000000,0,13301,69700,61.06330082,2.856580845,16.80440535,4.8125,"Food, Beverage & Tobacco",NA,#N/A Field Not Applicable,79.44000244,4.8125,#N/A N/A,32,0.033955117,26.84084865,35775779,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",9.06e-5,0.013157895,12/31/2024,4.89e-5,11893.58583,9.06e-5,9.06e-5
KO US,71.055,71.03,2143452,306000000000,0,13301,69700,61.06330082,2.856580845,16.80440535,4.8125,"Food, Beverage & Tobacco",NA,#N/A Field Not Applicable,79.44000244,4.8125,#N/A N/A,32,0.033955117,26.84084865,35775779,bf:1670735,Direct: Opportunistic Highly Levered (Blackwell),-0.009770499,0.013157895,12/31/2024,-1252.748572,-224454.9616,-0.009770499,0.009770499
KO US,71.055,71.03,2143452,306000000000,0,13301,69700,61.06330082,2.856580845,16.80440535,4.8125,"Food, Beverage & Tobacco",NA,#N/A Field Not Applicable,79.44000244,4.8125,#N/A N/A,32,0.033955117,26.84084865,35775779,bf:3356011,Numerai GP LLC (Blackwell - Series A),7.3537e-4,0.013157895,12/31/2024,514.0123276,92095.58874,7.3537e-4,7.3537e-4
ANET US,124.02,125.84,1524487,156000000000,996.717,NA,4412,64.13264838,19.50418486,54.55498737,4.571428776,Technology Hardware & Equipmen,NA,#N/A Field Not Applicable,163.6324005,4.571428776,#N/A N/A,28,0,13.47959154,12518459,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",8.15098e-4,0.013157895,12/31/2024,3.01739e-4,107013.717,8.15098e-4,8.15098e-4
ANET US,124.02,125.84,1524487,156000000000,996.717,NA,4412,64.13264838,19.50418486,54.55498737,4.571428776,Technology Hardware & Equipmen,NA,#N/A Field Not Applicable,163.6324005,4.571428776,#N/A N/A,28,0,13.47959154,12518459,bf:3356011,Numerai GP LLC (Blackwell - Series A),4.0116e-4,0.013157895,12/31/2024,366.0219652,50240.17494,4.0116e-4,4.0116e-4
AIEQ US,43.73,44.01,1287,113697998,NA,NA,NA,NA,NA,22.22169486,0,#N/A N/A,162,#N/A Field Not Applicable,NA,0,#N/A N/A,0,0,-4.304487084,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOXX US,280.43,284.085,1304029,15732123047,NA,NA,NA,NA,NA,40.17742587,0,#N/A N/A,32,#N/A Field Not Applicable,NA,0,#N/A N/A,0,0,-18.80811834,5015454,NA,NA,NA,NA,NA,NA,NA,NA,NA
MSFT US,493.2,493.823,4450772,3670000000000,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:1914537,Jones Road Capital Management LP (Blackwell-Series A),5.98094e-4,0.013157895,12/31/2024,242.9198977,2144541.16,5.98094e-4,5.98094e-4
MSFT US,493.2,493.823,4450772,3670000000000,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:1914537,Jones Road Capital Management LP (Blackwell-Series A),0.005139171,0.013157895,12/31/2024,1402.539825,709685.1515,0.005139171,0.005139171
MSFT US,493.2,493.823,4450772,3670000000000,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:1914537,Jones Road Capital Management LP (Blackwell-Series A),-3.94038e-4,0.013157895,12/31/2024,-242.9198977,-1513359.899,-3.94038e-4,3.94038e-4
MSFT US,493.2,493.823,4450772,3670000000000,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:461753,The Children's Investment Fund,0.11,0.013157895,12/31/2024,47031.07031,24402913.84,0.11,0.11
MSFT US,493.2,493.823,4450772,3670000000000,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:2184853,"BWCP, LP (Blackwell Series - A)",0.059156724,0.013157895,12/31/2024,15800.45265,7995029.043,0.059156724,0.059156724
MSFT US,493.2,493.823,4450772,3670000000000,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:1257479,Gladstone Capital Management LLP (Blackwell - Series E),0.077235075,0.013157895,12/31/2024,33809.91641,17107817.7,0.077235075,0.077235075
MSFT US,493.2,493.823,4450772,3670000000000,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:2198791,Stony Point Capital LLC (Blackwell - Series E),0.052741388,0.013157895,12/31/2024,11283.63561,5709519.617,0.052741388,0.052741388
MSFT US,493.2,493.823,4450772,3670000000000,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",0.005517799,0.013157895,12/31/2024,0.002805354,724428.6794,0.005517799,0.005517799
MSFT US,493.2,493.823,4450772,3670000000000,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.002918905,0.013157895,12/31/2024,722.4415022,365555.4001,0.002918905,0.002918905
MA US,528.95,526.38,470466,475000000000,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",7.06e-5,0.013157895,12/31/2024,3.26e-5,9275.144182,7.06e-5,7.06e-5
MA US,528.95,526.38,470466,475000000000,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:2237801,Paradigm BioCapital Advisors (Blackwell - Series A),0.0020334,0.013157895,12/31/2024,136040.1919,1183549.669,0.0020334,0.0020334
MA US,528.95,526.38,470466,475000000000,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002571139,0.013157895,12/31/2024,-523683.686,-706972.9761,-0.002571139,0.002571139
MA US,528.95,526.38,470466,475000000000,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-7.96e-5,0.013157895,12/31/2024,-2668.752779,-21883.77279,-7.96e-5,7.96e-5
MA US,528.95,526.38,470466,475000000000,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:2198767,"Philosophy Capital Management, LLC (Blackwell - Series A)",-0.007691118,0.013157895,12/31/2024,-2189.645175,-1210786.196,-0.007691118,0.007691118
MA US,528.95,526.38,470466,475000000000,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",4.44821e-4,0.013157895,12/31/2024,2.36498e-4,58400.32896,4.44821e-4,4.44821e-4
MA US,528.95,526.38,470466,475000000000,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-6.73e-5,0.013157895,12/31/2024,-1763.273068,-18496.73448,-6.73e-5,6.73e-5
MA US,528.95,526.38,470466,475000000000,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:3356011,Numerai GP LLC (Blackwell - Series A),1.70987e-4,0.013157895,12/31/2024,2041.363244,21413.90043,1.70987e-4,1.70987e-4
MA US,528.95,526.38,470466,475000000000,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.003737496,0.013157895,12/31/2024,-118124.1537,-1027680.089,-0.003737496,0.003737496
MA US,528.95,526.38,470466,475000000000,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:2237801,Paradigm BioCapital Advisors (Blackwell - Series A),0.021014584,0.013157895,12/31/2024,455725.0213,3964807.685,0.021014584,0.021014584
MA US,528.95,526.38,470466,475000000000,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002412243,0.013157895,12/31/2024,-56162.74374,-663282.0036,-0.002412243,0.002412243
MA US,528.95,526.38,470466,475000000000,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:3356011,Numerai GP LLC (Blackwell - Series A),-1.46481e-4,0.013157895,12/31/2024,-1553.333957,-18344.87403,-1.46481e-4,1.46481e-4
MA US,528.95,526.38,470466,475000000000,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-1.1849e-4,0.013157895,12/31/2024,-976.1677183,-32447.81495,-1.1849e-4,1.1849e-4
MA US,528.95,526.38,470466,475000000000,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.0013787,0.013157895,12/31/2024,-11319.61842,-379094.0209,-0.0013787,0.0013787
CSCO US,78.51,78.63,4290811,310000000000,9300,454,65700,64.938044970000007,5.298961024,22.83191125,4.074074268,Technology Hardware & Equipmen,NA,#N/A Field Not Applicable,86.20833588,4.074074268,#N/A N/A,27,0.024017553,28.88616233,48002950,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",7.96494e-4,0.013157895,12/31/2024,4.24065e-4,104571.2948,7.96494e-4,7.96494e-4
CSCO US,78.51,78.63,4290811,310000000000,9300,454,65700,64.938044970000007,5.298961024,22.83191125,4.074074268,Technology Hardware & Equipmen,NA,#N/A Field Not Applicable,86.20833588,4.074074268,#N/A N/A,27,0.024017553,28.88616233,48002950,bf:3356011,Numerai GP LLC (Blackwell - Series A),-0.002382646,0.013157895,12/31/2024,-4139.211359,-298395.7469,-0.002382646,0.002382646
T US,25.5451,25.33,4792061,181000000000,955,5255,140990,59.76572718,-0.075146208,22.78909737,4.3125,Telecommunication Services,NA,#N/A Field Not Applicable,30.50926018,4.3125,#N/A N/A,32,0,15.28005334,86628864,bf:1919567,Goehring & Rozencwajg Global Natural Resources Fund (Separate Account),0.034052489,0.013157895,12/31/2024,39596,2340321.58,0.034052489,0.034052489
T US,25.5451,25.33,4792061,181000000000,955,5255,140990,59.76572718,-0.075146208,22.78909737,4.3125,Telecommunication Services,NA,#N/A Field Not Applicable,30.50926018,4.3125,#N/A N/A,32,0,15.28005334,86628864,bf:3356011,Numerai GP LLC (Blackwell - Series A),-2.34831e-4,0.013157895,12/31/2024,-6871.384578,-29409.52599,-2.34831e-4,2.34831e-4
T US,25.5451,25.33,4792061,181000000000,955,5255,140990,59.76572718,-0.075146208,22.78909737,4.3125,Telecommunication Services,NA,#N/A Field Not Applicable,30.50926018,4.3125,#N/A N/A,32,0,15.28005334,86628864,bf:1874181,Direct: India Consolidated (Separate Account),0.037475221,0.013157895,12/31/2024,21195,1624808.7,0.037475221,0.037475221
T US,25.5451,25.33,4792061,181000000000,955,5255,140990,59.76572718,-0.075146208,22.78909737,4.3125,Telecommunication Services,NA,#N/A Field Not Applicable,30.50926018,4.3125,#N/A N/A,32,0,15.28005334,86628864,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",4.73e-5,0.013157895,12/31/2024,2.45e-5,6214.060365,4.73e-5,4.73e-5
T US,25.5451,25.33,4792061,181000000000,955,5255,140990,59.76572718,-0.075146208,22.78909737,4.3125,Telecommunication Services,NA,#N/A Field Not Applicable,30.50926018,4.3125,#N/A N/A,32,0,15.28005334,86628864,bf:3356011,Numerai GP LLC (Blackwell - Series A),-7.67972e-4,0.013157895,12/31/2024,-761.4160633,-95854.66821,-7.67972e-4,7.67972e-4
T US,25.5451,25.33,4792061,181000000000,955,5255,140990,59.76572718,-0.075146208,22.78909737,4.3125,Telecommunication Services,NA,#N/A Field Not Applicable,30.50926018,4.3125,#N/A N/A,32,0,15.28005334,86628864,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-6.25e-5,0.013157895,12/31/2024,-1353.731439,-17178.85196,-6.25e-5,6.25e-5
T US,25.5451,25.33,4792061,181000000000,955,5255,140990,59.76572718,-0.075146208,22.78909737,4.3125,Telecommunication Services,NA,#N/A Field Not Applicable,30.50926018,4.3125,#N/A N/A,32,0,15.28005334,86628864,bf:3356011,Numerai GP LLC (Blackwell - Series A),2.27068e-4,0.013157895,12/31/2024,1442.058761,28437.39877,2.27068e-4,2.27068e-4
T US,25.5451,25.33,4792061,181000000000,955,5255,140990,59.76572718,-0.075146208,22.78909737,4.3125,Telecommunication Services,NA,#N/A Field Not Applicable,30.50926018,4.3125,#N/A N/A,32,0,15.28005334,86628864,bf:1971799,Direct: Negative CF NI Short (Blackwell - Series A),-0.012186875,0.013157895,12/31/2024,-18142.13315,-266870.7786,-0.012186875,0.012186875
T US,25.5451,25.33,4792061,181000000000,955,5255,140990,59.76572718,-0.075146208,22.78909737,4.3125,Telecommunication Services,NA,#N/A Field Not Applicable,30.50926018,4.3125,#N/A N/A,32,0,15.28005334,86628864,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.003068568,0.013157895,12/31/2024,-57358.8297,-843748.3849,-0.003068568,0.003068568
T US,25.5451,25.33,4792061,181000000000,955,5255,140990,59.76572718,-0.075146208,22.78909737,4.3125,Telecommunication Services,NA,#N/A Field Not Applicable,30.50926018,4.3125,#N/A N/A,32,0,15.28005334,86628864,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",1.03593e-4,0.013157895,12/31/2024,5.71e-5,13600.72923,1.03593e-4,1.03593e-4
T US,25.5451,25.33,4792061,181000000000,955,5255,140990,59.76572718,-0.075146208,22.78909737,4.3125,Telecommunication Services,NA,#N/A Field Not Applicable,30.50926018,4.3125,#N/A N/A,32,0,15.28005334,86628864,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-3.72e-5,0.013157895,12/31/2024,-1516.426059,-10235.8759,-3.72e-5,3.72e-5
T US,25.5451,25.33,4792061,181000000000,955,5255,140990,59.76572718,-0.075146208,22.78909737,4.3125,Telecommunication Services,NA,#N/A Field Not Applicable,30.50926018,4.3125,#N/A N/A,32,0,15.28005334,86628864,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-3.75234e-4,0.013157895,12/31/2024,-4830.347158,-103176.2153,-3.75234e-4,3.75234e-4
