"ticker","rd_expense","market_cap","analyst_rating","patent_activity","news_sentiment","revenue_growth","Tot.Ret.Idx.Gross","Last.Price","Volume","Number.of.Employees","GM","Volatil.360D","BEst.Target.Px","Rec.Consensus","Tot.Analyst.Rec","Percent.Change.in.Institutional.Holdings","Shrt.Int","industry","Earnings.Conference.Call.Date","rd_intensity","rd_intensity_log","rd_intensity_score","analyst_sentiment_score","patent_activity_log","patent_activity_score","news_sentiment_score","growth_momentum_score","DAII_3.5_Score","innovation_quartile"
"BIDU US",22133,39773529871,4.540540695,283,-0.487459125,-1.094369901,113.445,115.088,1235477,35900,50.34591549,46.2832842,149.3088226,4.540540695,37,6.75010693,6463495,"Media & Entertainment","#N/A N/A",0.000000556475627679649,0.000000556475472745264,3.54066161925199,90.8108139,5.64897423816121,21.7446379481598,0,15.8838300319689,12.8142339239876,"Q1"
"BLK US",1713.626,167000000000,4.636363506,452,-0.025080446,14.2673162,1018.66,1018.31,66181,21100,NA,25.32333518,1328.5,4.636363506,22,8.970658242,1203585,"Financial Services","#N/A N/A",0.0000000102612335329341,0.0000000102612335879163,0.0652886923329792,92.72727012,6.11589212548303,29.0054140613537,67.657798309339,30.3061592941619,42.2196517666519,"Q3"
"BX US",1713.626,169000000000,3.920000076,452,0,64.9037791,136.45,136.7,1658013,4895,NA,36.09603095,178.4736786,3.920000076,25,15.20367888,14964769,"Financial Services","#N/A N/A",0.000000010139798816568,0.0000000101397987269891,0.0645160441707827,78.40000152,6.11589212548303,29.0054140613537,73.8093606752521,77.8462363283542,56.4499525531634,"Q4"
"CAT US",2107,259000000000,3.962962866,452,0,-3.356695497,553.3,557.68,390681,113200,35.98882871,30.88276738,605.291687,3.962962866,27,17.89573363,6765731,"Capital Goods","1/29/2026",0.00000000813513513513513,0.00000000813513519903329,0.0517610611381403,79.25925732,6.11589212548303,29.0054140613537,73.8093606752521,13.7598441342441,28.9108188309048,"Q1"
"CME US",255.8,99637326593,3.526315689,450,0,9.880083888,276.31,272.42,575133,3760,NA,18.055935,289.6842041,3.526315689,19,10.31616474,4107908,"Financial Services","#N/A N/A",0.00000000256731095410554,0.00000000256731102713696,0.0163349151286446,70.52631378,6.11146733950268,28.9366067159414,73.8093606752521,26.1872033060379,29.1723199269877,"Q1"
"COIN US",1468.252,70250302861,3.878048897,452,-0.011775474,111.1717893,260.53,256.795,2573207,3772,NA,80.24503561,384.7666626,3.878048897,41,29.74234816,13396719,"Financial Services","#N/A N/A",0.0000000209002942365265,0.0000000209002939436073,0.132981366154642,77.56097794,6.11589212548303,29.0054140613537,70.9211519608143,100,64.8676807483634,"Q4"
"CRWD US",1076.901,128000000000,4.08771944,452,0.071534351,29.39135443,511.325,524.19,360904,10118,74.92222326,47.76762567,529.166687,4.08771944,57,13.88897446,6681281,"Software & Services","12/2/2025",0.0000000084132890625,0.00000000841328891900914,0.0535308573803935,81.7543888,6.11589212548303,29.0054140613537,91.3548230438886,44.5053726938457,48.9302109201354,"Q3"
"CSCO US",9300,310000000000,4.074074268,454,0.024017553,5.298961024,78.51,78.63,4290811,65700,64.93804497,22.83191125,86.20833588,4.074074268,27,28.88616233,48002950,"Technology Hardware & Equipmen","#N/A N/A",0.00000003,0.0000000299999995897205,0.190879656565785,81.48148536,6.12029741895095,29.0739182897244,79.7002238264147,21.8862130435908,35.6501507520554,"Q2"
"DOCU US",588.455,12999370123,3.523809433,452,0.106781477,7.779369285,64.64,64.91,183329,6838,79.11610659,49.6855479,94.0625,3.523809433,21,-3.708479758,4732722,"Software & Services","12/4/2025",0.0000000452679625575732,0.0000000452679614650093,0.28802443520149,70.47618866,6.11589212548303,29.0054140613537,100,24.2149459970963,36.2048606993803,"Q2"
"EADSY US",3250,188000000000,3.799999952,452,0,5.781865966,59.18,58.745,75580,156921,15.41961577,29.73165982,59.96749878,3.799999952,5,31.13898791,527059,"Capital Goods","#N/A N/A",0.0000000172872340425532,0.0000000172872339392456,0.109992710747445,75.99999904,6.11589212548303,29.0054140613537,73.8093606752521,22.3395886711146,30.8135821892754,"Q1"
"JBL US",26,21595030928,4.636363506,58,0,3.181802444,202.2107,203.33,89208,135000,8.878598752,40.42658147,247.1000061,4.636363506,11,7.292145287,3871198,"Technology Hardware & Equipmen","#N/A N/A",0.00000000120398067901299,0.00000000120398069219615,0.00766051413937299,92.72727012,4.07753744390572,0,73.8093606752521,19.8985172958533,18.2677802047834,"Q1"
"KO US",0,306000000000,4.8125,13301,0.033955117,2.856580845,71.055,71.03,2143452,69700,61.06330082,16.80440535,79.44000244,4.8125,32,26.84084865,35775779,"Food, Beverage & Tobacco","#N/A N/A",0,0,0,96.25,9.49566967884437,81.5624241774405,82.137642391908,19.5931827802854,82.0642007957403,"Q4"
"KSPI US",1713.626,13929177951,4.363636494,452,0,35.16563975,73.01,72.21,177667,NA,NA,40.72816449,98.28778076,4.363636494,11,24.1949212,696575,"Financial Services","#N/A N/A",0.000000123024201860884,0.000000123024194369296,0.782760543054806,87.27272988,6.11589212548303,29.0054140613537,73.8093606752521,49.926564325503,50.0413173931341,"Q3"
"KYCCF US",28856,81888027203,4.421052456,452,0,9.496344419,336.7,346.079,1742,12261,83.81298123,41.03778543,462.4455261,4.421052456,19,36.73169016,204721,"Technology Hardware & Equipmen","#N/A N/A",0.000000352383626588856,0.000000352383564413601,2.24209515581937,88.42104912,6.11589212548303,29.0054140613537,73.8093606752521,25.8269292491128,41.4471786930528,"Q3"
"LRCX US",2096.387,187000000000,4.228571415,452,0,23.68408976,148.55,149.83,2283088,19000,48.70502389,50.27890191,163.1999969,4.228571415,35,9.781381112,33328175,"Semiconductors & Semiconductor","#N/A N/A",0.0000000112106256684492,0.0000000112106256981988,0.0713293470808238,84.5714283,6.11589212548303,29.0054140613537,73.8093606752521,39.147103444231,43.1291979643589,"Q3"
"MA US",1713.626,475000000000,4.489361763,153,0,12.22806598,528.95,526.38,470466,35300,NA,21.34616985,655.8649902,4.489361763,47,21.74832752,6227798,"Financial Services","#N/A N/A",0.00000000360763368421053,0.00000000360763374078594,0.0229541299624656,89.78723526,5.03695260241363,12.2274354715474,73.8093606752521,28.3916078622768,29.1942987079319,"Q1"
"MARUY US",0,40759992429,5,452,0,7.442960948,245.43,243.077,3151,51834,14.71836037,31.24850425,313.7900085,5,1,-5.192926237,3928,"Capital Goods","#N/A N/A",0,0,0,100,6.11589212548303,29.0054140613537,73.8093606752521,23.899108805081,45.3950804399206,"Q3"
"MC US",1713.626,4817637476,3.666666746,452,0,39.75405617,61.38,61.7215,84293,1309,NA,39.8606617,76.5,3.666666746,9,0.475370934,4011397,"Financial Services","#N/A N/A",0.0000003556984120405,0.000000355698348797182,2.2631859862654,73.33333492,6.11589212548303,29.0054140613537,73.8093606752521,54.2344021478749,45.0915990573849,"Q3"
"MCD US",1713.626,216000000000,3.883720875,452,0.049125265,1.672177832,303.465,303.015,284266,150000,58.05941358,18.88017559,332.4515991,3.883720875,43,23.73735237,7258102,"Consumer Services","#N/A N/A",0.0000000079334537037037,0.00000000793345364031249,0.0504778308984482,77.6744175,6.11589212548303,29.0054140613537,85.8584738126145,18.4812052199896,33.5636747758958,"Q2"
"MCO US",1713.626,83580400000,4.071428776,193,0,19.81068289,468.5,470.81,71370,16000,NA,25.56118747,540.5,4.071428776,28,25.21739827,2032612,"Financial Services","#N/A N/A",0.0000000205027255193801,0.0000000205027253071653,0.130451773960535,81.42857552,5.26785815906333,15.8181172501838,73.8093606752521,35.51055281572,30.1449216288886,"Q1"
"MFG US",1713.626,81604787668,4,452,0,5.205263296,6.555,6.565,383571,52554,NA,35.74635094,7.00150013,4,2,13.64849573,3973077,"Banks","11/21/2025",0.0000000209990865606035,0.0000000209990862492055,0.133609947542036,80,6.11589212548303,29.0054140613537,73.8093606752521,21.7982448690395,32.9300830020466,"Q2"
"MQ US",60.059,2076936155,3.5,452,0,-25.01970655,4.715,4.75,892291,854,69.39890926,65.82762042,6.199999809,3.5,14,6.428171335,15358261,"Financial Services","#N/A N/A",0.0000000289171142095121,0.0000000289171138405755,0.183989627808332,70,6.11589212548303,29.0054140613537,73.8093606752521,0,17.6088792583499,"Q1"
"MSBHF US",0,93672537707,3.117647171,35352,-0.069172283,-4.854964081,23.25,23.32,333,62062,9.863752048,33.99895259,22.5010376,3.117647171,17,123.3365715,8868174,"Capital Goods","#N/A N/A",0,0,0,62.35294342,10.4731385333533,96.7624897626714,56.8432503888924,12.3531936728575,62.8352712387127,"Q4"
"MSFT US",32488,3670000000000,4.931506634,452,-0.001345312,14.93215623,493.2,493.823,4450772,228000,68.82374239,23.51003645,630.7750244,4.931506634,73,1.229377542,52549516,"Software & Services","#N/A N/A",0.00000000885231607629428,0.00000000885231595216609,0.0563242350623321,98.63013268,6.11589212548303,29.0054140613537,73.4793916360408,30.9303448006424,47.624504177863,"Q3"
"NOW US",2543,169000000000,4.734694004,83,0,22.43897001,812.395,818.14,287422,26293,79.17880554,38.19968084,1160.07312,4.734694004,49,11.45551597,2683339,"Software & Services","#N/A N/A",0.0000000150473372781065,0.0000000150473372629061,0.0957410202751214,94.69388008,4.43081679884331,2.80176024381392,73.8093606752521,37.9781219348256,29.4413313724924,"Q1"
"NTRS US",1713.626,23581044741,2.888888836,452,0,31.02463583,124.69,125.39,149712,23300,NA,28.18522318,134.9333344,2.888888836,18,26.80060186,2562999,"Financial Services","1/22/2026",0.0000000726696386365166,0.0000000726696358884836,0.46237184436187,57.77777672,6.11589212548303,29.0054140613537,73.8093606752521,46.0387800277634,30.8606657751766,"Q2"
"NU US",1713.626,74587391352,4.285714149,452,0,43.44388375,15.435,15.565,7625657,8716,NA,46.35779693,17.42499924,4.285714149,21,35.53413735,118915151,"Banks","#N/A N/A",0.0000000229747410244299,0.0000000229747407346299,0.146180356036297,85.71428298,6.11589212548303,29.0054140613537,73.8093606752521,57.6985992372827,51.9748777979055,"Q4"
"SMCAY US",33351,21945511752,5,452,0,1.961066996,17.18,16.91,50164,23114,45.83200776,36.3530704,23.98999977,5,1,604.4980439,451986,"Capital Goods","#N/A N/A",0.000001519718490819,0.00000151971733605679,9.6694375716921,100,6.11589212548303,29.0054140613537,73.8093606752521,18.7524290046767,51.6022295620082,"Q4"
"SNY US",7394,124000000000,4.636363506,13841,0,6.410687683,50.37,50.285,493482,82878,70.18245044,26.95967512,60.97000122,4.636363506,11,-2.885462138,5391754,"Pharmaceuticals, Biotechnology","1/29/2026",0.0000000596290322580645,0.0000000596290303785835,0.37939896652248,92.72727012,9.53546272740181,82.1812233802175,73.8093606752521,22.9299583603639,79.823912894202,"Q4"
"SOFI US",1713.626,31727309088,3.153846264,452,0,29.32846768,26.31,26.545,16125427,5000,NA,61.0186122,27.33333397,3.153846264,26,37.47161891,110284431,"Financial Services","#N/A N/A",0.0000000540110727716311,0.0000000540110712668038,0.343653829171726,63.07692528,6.11589212548303,29.0054140613537,73.8093606752521,44.4463314265807,33.1505469062943,"Q2"
"SOXX US",1713.626,15732123047,0,452,0,7.4481073355,280.43,284.085,1304029,NA,NA,40.17742587,NA,0,0,-18.80811834,5015454,"#N/A N/A","#N/A N/A",0.000000108925285854968,0.000000108925279969759,0.693054010543514,0,6.11589212548303,29.0054140613537,73.8093606752521,23.9039404944247,0,"Q1"
"T US",955,181000000000,4.3125,5255,0,-0.075146208,25.5451,25.33,4792061,140990,59.76572718,22.78909737,30.50926018,4.3125,32,15.28005334,86628864,"Telecommunication Services","#N/A N/A",0.00000000527624309392265,0.00000000527624298414525,0.0335709154181579,86.25,8.56712556016445,67.1231595015277,73.8093606752521,16.8407288772928,62.1045572467009,"Q4"
"TKPHF US",730227,44698746304,3.882352829,452,-0.106781477,7.453253723,NA,28.095,50026,47455,65.50912562,NA,32.04206848,3.882352829,17,88.55081788,3604316,"Pharmaceuticals, Biotechnology","#N/A N/A",0.0000163366326883905,0.0000163364992470769,100,77.64705658,6.11589212548303,29.0054140613537,47.6187213505042,23.9087721837684,100,"Q4"
"TM US",1326496,310000000000,4.199999809,452,0,6.522580777,196.465,197.175,26238,383853,19.93899915,30.60848909,229.2324982,4.199999809,5,1448.11072,708268,"Automobiles & Components","#N/A N/A",0.00000427901935483871,0.00000427901019986978,27.225866952095,83.99999618,6.11589212548303,29.0054140613537,73.8093606752521,23.0350092664443,59.5019342340129,"Q4"
"TMO US",1390,215000000000,4.5,1762,0,0.051333504,571.895,571.065,260946,125000,41.28361202,29.64071164,619.4347534,4.5,28,11.1767573,4409154,"Pharmaceuticals, Biotechnology","#N/A N/A",0.00000000646511627906977,0.0000000064651161992568,0.0411353058883002,90,7.47477218239787,50.1365896402887,73.8093606752521,16.9594744394308,51.9677489584706,"Q4"
"TOST US",351,19533360000,4.133333206,452,0,28.33117723,33.22,33.42,1961887,5700,23.99193548,47.21529984,47.25925827,4.133333206,30,17.56056445,25632101,"Financial Services","#N/A N/A",0.0000000179692587450393,0.0000000179692585861939,0.114332198486088,82.66666412,6.11589212548303,29.0054140613537,73.8093606752521,43.5100246211055,43.9642305447437,"Q3"
"TXN US",1959,143000000000,3.391304255,452,0,-10.71978994,156.85,158.66,951620,34000,58.14206253,38.13396066,191.3330536,3.391304255,46,11.0997507,17620587,"Semiconductors & Semiconductor","#N/A N/A",0.0000000136993006993007,0.0000000136993007110237,0.0871639283557733,67.8260851,6.11589212548303,29.0054140613537,73.8093606752521,6.84699799565151,19.2510890767036,"Q1"
"WCPAY US",1713.626,111818663296.5,3.9559012750625,452,0,7.4481073355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0000000153250445809402,0.0000000153250444492657,0.0975079753778915,79.11802550125,6.11589212548303,29.0054140613537,73.8093606752521,23.9039404944247,33.305133490012,"Q2"
"XOM US",987,491000000000,4.058823586,452,-0.01374924,1.359438537,117.3748,116.79,3019877,60900,14.87234964,23.23446041,129.4482727,4.058823586,34,16.49328314,41661225,"Energy","#N/A N/A",0.000000002010183299389,0.00000000201018335108679,0.0127901037645741,81.17647172,6.11589212548303,29.0054140613537,70.4370399699542,18.1875897238741,30.9480039597249,"Q2"
"ZM US",852.415,24811921156,3.823529482,452,0,3.052842095,80.37,81.04,313743,7412,75.78730634,32.70685263,93.42308044,3.823529482,34,24.13516693,6750433,"Software & Services","11/24/2025",0.0000000343550583866767,0.0000000343550577635617,0.21858939056297,76.47058964,6.11589212548303,29.0054140613537,73.8093606752521,19.77744278601,30.0624109730313,"Q1"
