Ticker,Tot.Ret.Idx.Gross,Last.Price,Volume,Mkt.Cap,R.D.Exp,Patents...Trademarks...Copy.Rgt,Number.of.Employees,GM,Rev...1.Yr.Gr,Volatil.360D,BEst.Analyst.Rtg,GICS.Ind.Grp.Name,Tot...Hldg.in.Port,Top.10.as.of.Dt,BEst.Target.Px,Rec.Consensus,Earnings.Conference.Call.Date,Tot.Analyst.Rec,News.Sent,Percent.Change.in.Institutional.Holdings,Shrt.Int,fund_id,fund_name,fund_weight,dumac_allocation,as_of_date,shares_held,position_value,fund_weight_raw,abs_weight,R.D.Exp_num,Mkt.Cap_num,Rev...1.Yr.Gr_num,BEst.Analyst.Rtg_num,Patents...Trademarks...Copy.Rgt_num,News.Sent_num,DAII_3.5_Score,innovation_quartile
XOM US,117.3748,116.79,3019877,4.91E+11,987,NA,60900,14.87234964,1.359438537,23.23446041,4.058823586,Energy,NA,#N/A Field Not Applicable,129.4482727,4.058823586,#N/A N/A,34,-0.01374924,16.49328314,41661225,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",0.000678142,0.013157895,12/31/2024,0.000342514,89032.86313,0.000678142,0.000678142,987,4.91E+11,1.359438537,4.058823586,5255,-0.01374924,24.60877344,Q1
XOM US,117.3748,116.79,3019877,4.91E+11,987,NA,60900,14.87234964,1.359438537,23.23446041,4.058823586,Energy,NA,#N/A Field Not Applicable,129.4482727,4.058823586,#N/A N/A,34,-0.01374924,16.49328314,41661225,bf:3356011,Numerai GP LLC (Blackwell - Series A),-0.002485777,0.013157895,12/31/2024,-2633.324694,-311311.6453,-0.002485777,0.002485777,987,4.91E+11,1.359438537,4.058823586,5255,-0.01374924,4.205953353,Q1
CAT US,553.3,557.68,390681,2.59E+11,2107,NA,113200,35.98882871,-3.356695497,30.88276738,3.962962866,Capital Goods,NA,#N/A Field Not Applicable,605.291687,3.962962866,1/29/2026,27,0,17.89573363,6765731,bf:1249063,Solas Capital Management LLC (Blackwell - Series A),-0.033354539,0.013157895,12/31/2024,-10896.05139,-6220010.938,-0.033354539,0.033354539,2107,2.59E+11,-3.356695497,3.962962866,5255,0,32.79207193,Q2
CAT US,553.3,557.68,390681,2.59E+11,2107,NA,113200,35.98882871,-3.356695497,30.88276738,3.962962866,Capital Goods,NA,#N/A Field Not Applicable,605.291687,3.962962866,1/29/2026,27,0,17.89573363,6765731,bf:3356011,Numerai GP LLC (Blackwell - Series A),-0.001090248,0.013157895,12/31/2024,-238.3661563,-136071.3203,-0.001090248,0.001090248,2107,2.59E+11,-3.356695497,3.962962866,5255,0,95.45036491,Q4
CAT US,553.3,557.68,390681,2.59E+11,2107,NA,113200,35.98882871,-3.356695497,30.88276738,3.962962866,Capital Goods,NA,#N/A Field Not Applicable,605.291687,3.962962866,1/29/2026,27,0,17.89573363,6765731,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.001698378,0.013157895,12/31/2024,-163857.6057,-466994.1763,-0.001698378,0.001698378,2107,2.59E+11,-3.356695497,3.962962866,5255,0,88.95393161,Q4
CAT US,553.3,557.68,390681,2.59E+11,2107,NA,113200,35.98882871,-3.356695497,30.88276738,3.962962866,Capital Goods,NA,#N/A Field Not Applicable,605.291687,3.962962866,1/29/2026,27,0,17.89573363,6765731,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.000271634,0.013157895,12/31/2024,11936.38298,34018.69148,0.000271634,0.000271634,2107,2.59E+11,-3.356695497,3.962962866,5255,0,69.28034062,Q3
CAT US,553.3,557.68,390681,2.59E+11,2107,NA,113200,35.98882871,-3.356695497,30.88276738,3.962962866,Capital Goods,NA,#N/A Field Not Applicable,605.291687,3.962962866,1/29/2026,27,0,17.89573363,6765731,bf:3356011,Numerai GP LLC (Blackwell - Series A),-0.000286511,0.013157895,12/31/2024,-3917.225815,-35881.78847,-0.000286511,0.000286511,2107,2.59E+11,-3.356695497,3.962962866,5255,0,64.05068138,Q3
KO US,71.055,71.03,2143452,3.06E+11,0,13301,69700,61.06330082,2.856580845,16.80440535,4.8125,"Food, Beverage & Tobacco",NA,#N/A Field Not Applicable,79.44000244,4.8125,#N/A N/A,32,0.033955117,26.84084865,35775779,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.001041684,0.013157895,12/31/2024,-65096.92243,-286426.4587,-0.001041684,0.001041684,0,3.06E+11,2.856580845,4.8125,13301,0.033955117,99.42697766,Q4
KO US,71.055,71.03,2143452,3.06E+11,0,13301,69700,61.06330082,2.856580845,16.80440535,4.8125,"Food, Beverage & Tobacco",NA,#N/A Field Not Applicable,79.44000244,4.8125,#N/A N/A,32,0.033955117,26.84084865,35775779,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.000556454,0.013157895,12/31/2024,15838.35788,69688.77465,0.000556454,0.000556454,0,3.06E+11,2.856580845,4.8125,13301,0.033955117,65.57057991,Q3
KO US,71.055,71.03,2143452,3.06E+11,0,13301,69700,61.06330082,2.856580845,16.80440535,4.8125,"Food, Beverage & Tobacco",NA,#N/A Field Not Applicable,79.44000244,4.8125,#N/A N/A,32,0.033955117,26.84084865,35775779,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002317739,0.013157895,12/31/2024,-170400.1735,-637296.6489,-0.002317739,0.002317739,0,3.06E+11,2.856580845,4.8125,13301,0.033955117,70.85304682,Q3
KO US,71.055,71.03,2143452,3.06E+11,0,13301,69700,61.06330082,2.856580845,16.80440535,4.8125,"Food, Beverage & Tobacco",NA,#N/A Field Not Applicable,79.44000244,4.8125,#N/A N/A,32,0.033955117,26.84084865,35775779,bf:3428225,Permian Investment Partners (Blackwell - Series E),-0.012602749,0.013157895,12/31/2024,-36233.94149,-2555217.554,-0.012602749,0.012602749,0,3.06E+11,2.856580845,4.8125,13301,0.033955117,54.40660247,Q3
KO US,71.055,71.03,2143452,3.06E+11,0,13301,69700,61.06330082,2.856580845,16.80440535,4.8125,"Food, Beverage & Tobacco",NA,#N/A Field Not Applicable,79.44000244,4.8125,#N/A N/A,32,0.033955117,26.84084865,35775779,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",0.0000906,0.013157895,12/31/2024,0.0000489,11893.58583,0.0000906,0.0000906,0,3.06E+11,2.856580845,4.8125,13301,0.033955117,59.41420204,Q3
KO US,71.055,71.03,2143452,3.06E+11,0,13301,69700,61.06330082,2.856580845,16.80440535,4.8125,"Food, Beverage & Tobacco",NA,#N/A Field Not Applicable,79.44000244,4.8125,#N/A N/A,32,0.033955117,26.84084865,35775779,bf:1670735,Direct: Opportunistic Highly Levered (Blackwell),-0.009770499,0.013157895,12/31/2024,-1252.748572,-224454.9616,-0.009770499,0.009770499,0,3.06E+11,2.856580845,4.8125,13301,0.033955117,28.91597373,Q2
KO US,71.055,71.03,2143452,3.06E+11,0,13301,69700,61.06330082,2.856580845,16.80440535,4.8125,"Food, Beverage & Tobacco",NA,#N/A Field Not Applicable,79.44000244,4.8125,#N/A N/A,32,0.033955117,26.84084865,35775779,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.00073537,0.013157895,12/31/2024,514.0123276,92095.58874,0.00073537,0.00073537,0,3.06E+11,2.856580845,4.8125,13301,0.033955117,14.71136473,Q1
ANET US,124.02,125.84,1524487,1.56E+11,996.717,NA,4412,64.13264838,19.50418486,54.55498737,4.571428776,Technology Hardware & Equipmen,NA,#N/A Field Not Applicable,163.6324005,4.571428776,#N/A N/A,28,0,13.47959154,12518459,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",0.000815098,0.013157895,12/31/2024,0.000301739,107013.717,0.000815098,0.000815098,996.717,1.56E+11,19.50418486,4.571428776,5255,0,96.30242325,Q4
ANET US,124.02,125.84,1524487,1.56E+11,996.717,NA,4412,64.13264838,19.50418486,54.55498737,4.571428776,Technology Hardware & Equipmen,NA,#N/A Field Not Applicable,163.6324005,4.571428776,#N/A N/A,28,0,13.47959154,12518459,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.00040116,0.013157895,12/31/2024,366.0219652,50240.17494,0.00040116,0.00040116,996.717,1.56E+11,19.50418486,4.571428776,5255,0,90.22990451,Q4
AIEQ US,43.73,44.01,1287,113697998,NA,NA,NA,NA,NA,22.22169486,0,#N/A N/A,162,#N/A Field Not Applicable,NA,0,#N/A N/A,0,0,-4.304487084,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,955,113697998,-0.075146208,0,5255,0,69.07052784,Q3
SOXX US,280.43,284.085,1304029,15732123047,NA,NA,NA,NA,NA,40.17742587,0,#N/A N/A,32,#N/A Field Not Applicable,NA,0,#N/A N/A,0,0,-18.80811834,5015454,NA,NA,NA,NA,NA,NA,NA,NA,NA,955,15732123047,-0.075146208,0,5255,0,79.54674177,Q4
MSFT US,493.2,493.823,4450772,3.67E+12,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:1914537,Jones Road Capital Management LP (Blackwell-Series A),0.000598094,0.013157895,12/31/2024,242.9198977,2144541.16,0.000598094,0.000598094,32488,3.67E+12,14.93215623,4.931506634,5255,-0.001345312,2.461368451,Q1
MSFT US,493.2,493.823,4450772,3.67E+12,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:1914537,Jones Road Capital Management LP (Blackwell-Series A),0.005139171,0.013157895,12/31/2024,1402.539825,709685.1515,0.005139171,0.005139171,32488,3.67E+12,14.93215623,4.931506634,5255,-0.001345312,47.77959711,Q2
MSFT US,493.2,493.823,4450772,3.67E+12,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:1914537,Jones Road Capital Management LP (Blackwell-Series A),-0.000394038,0.013157895,12/31/2024,-242.9198977,-1513359.899,-0.000394038,0.000394038,32488,3.67E+12,14.93215623,4.931506634,5255,-0.001345312,75.84595375,Q4
MSFT US,493.2,493.823,4450772,3.67E+12,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:461753,The Children's Investment Fund,0.11,0.013157895,12/31/2024,47031.07031,24402913.84,0.11,0.11,32488,3.67E+12,14.93215623,4.931506634,5255,-0.001345312,21.64079358,Q1
MSFT US,493.2,493.823,4450772,3.67E+12,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:2184853,"BWCP, LP (Blackwell Series - A)",0.059156724,0.013157895,12/31/2024,15800.45265,7995029.043,0.059156724,0.059156724,32488,3.67E+12,14.93215623,4.931506634,5255,-0.001345312,31.81810076,Q2
MSFT US,493.2,493.823,4450772,3.67E+12,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:1257479,Gladstone Capital Management LLP (Blackwell - Series E),0.077235075,0.013157895,12/31/2024,33809.91641,17107817.7,0.077235075,0.077235075,32488,3.67E+12,14.93215623,4.931506634,5255,-0.001345312,23.16257854,Q1
MSFT US,493.2,493.823,4450772,3.67E+12,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:2198791,Stony Point Capital LLC (Blackwell - Series E),0.052741388,0.013157895,12/31/2024,11283.63561,5709519.617,0.052741388,0.052741388,32488,3.67E+12,14.93215623,4.931506634,5255,-0.001345312,14.28000224,Q1
MSFT US,493.2,493.823,4450772,3.67E+12,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",0.005517799,0.013157895,12/31/2024,0.002805354,724428.6794,0.005517799,0.005517799,32488,3.67E+12,14.93215623,4.931506634,5255,-0.001345312,41.45463358,Q2
MSFT US,493.2,493.823,4450772,3.67E+12,32488,NA,228000,68.82374239,14.93215623,23.51003645,4.931506634,Software & Services,NA,#N/A Field Not Applicable,630.7750244,4.931506634,#N/A N/A,73,-0.001345312,1.229377542,52549516,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.002918905,0.013157895,12/31/2024,722.4415022,365555.4001,0.002918905,0.002918905,32488,3.67E+12,14.93215623,4.931506634,5255,-0.001345312,41.37243263,Q2
MA US,528.95,526.38,470466,4.75E+11,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",0.0000706,0.013157895,12/31/2024,0.0000326,9275.144182,0.0000706,0.0000706,955,4.75E+11,12.22806598,4.489361763,153,0,36.88454509,Q2
MA US,528.95,526.38,470466,4.75E+11,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:2237801,Paradigm BioCapital Advisors (Blackwell - Series A),0.0020334,0.013157895,12/31/2024,136040.1919,1183549.669,0.0020334,0.0020334,955,4.75E+11,12.22806598,4.489361763,153,0,15.24447477,Q1
MA US,528.95,526.38,470466,4.75E+11,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002571139,0.013157895,12/31/2024,-523683.686,-706972.9761,-0.002571139,0.002571139,955,4.75E+11,12.22806598,4.489361763,153,0,13.88060634,Q1
MA US,528.95,526.38,470466,4.75E+11,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.0000796,0.013157895,12/31/2024,-2668.752779,-21883.77279,-0.0000796,0.0000796,955,4.75E+11,12.22806598,4.489361763,153,0,23.30340995,Q1
MA US,528.95,526.38,470466,4.75E+11,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:2198767,"Philosophy Capital Management, LLC (Blackwell - Series A)",-0.007691118,0.013157895,12/31/2024,-2189.645175,-1210786.196,-0.007691118,0.007691118,955,4.75E+11,12.22806598,4.489361763,153,0,46.59624503,Q2
MA US,528.95,526.38,470466,4.75E+11,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",0.000444821,0.013157895,12/31/2024,0.000236498,58400.32896,0.000444821,0.000444821,955,4.75E+11,12.22806598,4.489361763,153,0,26.59726404,Q2
MA US,528.95,526.38,470466,4.75E+11,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.0000673,0.013157895,12/31/2024,-1763.273068,-18496.73448,-0.0000673,0.0000673,955,4.75E+11,12.22806598,4.489361763,153,0,85.78277153,Q4
MA US,528.95,526.38,470466,4.75E+11,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.000170987,0.013157895,12/31/2024,2041.363244,21413.90043,0.000170987,0.000170987,955,4.75E+11,12.22806598,4.489361763,153,0,4.583116667,Q1
MA US,528.95,526.38,470466,4.75E+11,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.003737496,0.013157895,12/31/2024,-118124.1537,-1027680.089,-0.003737496,0.003737496,955,4.75E+11,12.22806598,4.489361763,153,0,44.22000742,Q2
MA US,528.95,526.38,470466,4.75E+11,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:2237801,Paradigm BioCapital Advisors (Blackwell - Series A),0.021014584,0.013157895,12/31/2024,455725.0213,3964807.685,0.021014584,0.021014584,955,4.75E+11,12.22806598,4.489361763,153,0,79.89248456,Q4
MA US,528.95,526.38,470466,4.75E+11,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002412243,0.013157895,12/31/2024,-56162.74374,-663282.0036,-0.002412243,0.002412243,955,4.75E+11,12.22806598,4.489361763,153,0,12.189926,Q1
MA US,528.95,526.38,470466,4.75E+11,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:3356011,Numerai GP LLC (Blackwell - Series A),-0.000146481,0.013157895,12/31/2024,-1553.333957,-18344.87403,-0.000146481,0.000146481,955,4.75E+11,12.22806598,4.489361763,153,0,56.09479838,Q3
MA US,528.95,526.38,470466,4.75E+11,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.00011849,0.013157895,12/31/2024,-976.1677183,-32447.81495,-0.00011849,0.00011849,955,4.75E+11,12.22806598,4.489361763,153,0,20.65313896,Q1
MA US,528.95,526.38,470466,4.75E+11,NA,153,35300,NA,12.22806598,21.34616985,4.489361763,Financial Services,NA,#N/A Field Not Applicable,655.8649902,4.489361763,#N/A N/A,47,0,21.74832752,6227798,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.0013787,0.013157895,12/31/2024,-11319.61842,-379094.0209,-0.0013787,0.0013787,955,4.75E+11,12.22806598,4.489361763,153,0,12.75316502,Q1
CSCO US,78.51,78.63,4290811,3.1E+11,9300,454,65700,64.93804497,5.298961024,22.83191125,4.074074268,Technology Hardware & Equipmen,NA,#N/A Field Not Applicable,86.20833588,4.074074268,#N/A N/A,27,0.024017553,28.88616233,48002950,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",0.000796494,0.013157895,12/31/2024,0.000424065,104571.2948,0.000796494,0.000796494,9300,3.1E+11,5.298961024,4.074074268,454,0.024017553,75.33078643,Q4
