"ticker","RepNo","CompanyName","ISIN","Exchange","Country","TRBC_Industry","rd_expense","revenue","fiscal_year_end","market_cap","pe_ratio_fy","beta_5y","volatility_30d","volatility_90d","volatility_260d","company_name","total_patents","ai_patents","patent_source","rd_intensity","patent_activity","revenue_growth","total_return","volatility","bloomberg_volatility","total_return_5yr","industry","rd_imputed","growth_imputed","volatility_imputed","innovation_imputed","rd_quartile","patent_quartile","growth_quartile","volatility_quartile","innovation_score","innovation_quartile","innovation_label","matched_by","in_portfolio","n_funds","fund_weight","total_net_exposure_usd","total_net_pct_ltp","multiplier","ai_score","ai_quartile","ai_label","quality_innovators_weight","ai_concentrated_weight","balanced_growth_weight","discovery_quality_weight","discovery_ai_weight","discovery_tier","innovation_rank","ai_rank","combined_rank","strategic_profile","ai_exposure","innovation_exposure","anomaly_score","is_anomaly","rd_score_norm","patent_score_norm","growth_score_norm","stability_score_norm","ai_score_aggressive","high_growth","high_volatility","has_rd","not_ai_leader","high_potential_flag","unicorn_tier","ai_label_aggressive"
"9984","A4C3E","SoftBank Group Corp","JP3436100006","TYO","JPN","Wireless Telecommunications Services (NEC)",609168.6,7243752,"2025-03-31",20305620,18.244800567627,1.80757999420166,0.750301675821945,0.761420396205649,0.678692536003508,"9984",2,0,"USPTO Only",0.00109861228866811,2,0.0721160364093836,0.1,0.678692536003508,NA,NA,"Wireless Telecommunications Services (NEC)",TRUE,FALSE,FALSE,TRUE,1,1,3,4,0.35,1,"Emerging","ISIN",TRUE,11,0.000156327617753277,128554.117946984,8.94324342843399e-06,1,0.525,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.35834842270887,TRUE,25,25,75,25,36.25,TRUE,TRUE,TRUE,TRUE,TRUE,"Emerging Unicorn Candidate","AI Laggard"
"AAPL","05680","Apple Inc","US0378331005","NASD","USA","Phones & Smart Phones",34550,416161,"2025-09-27",3731399,34.1454811096191,1.1088000535965,0.189235553239922,0.250358899211413,0.322976119873052,"Apple Inc.",38288,5035,"USPTO Only",0.0830207539870387,38288,0.0642551178283274,0.1,0.322976119873052,NA,NA,"Phones & Smart Phones",FALSE,FALSE,FALSE,FALSE,3,4,2,2,0.775,3,"Strong","ISIN",TRUE,17,0.0212285192263356,17457014.9771566,0.00121444833481682,1,1.1625,4,"AI Leader",0,0,0.0212285192263356,0,0,NA,NA,NA,NA,"Balanced Performer","Medium","Medium",0.113731673820934,FALSE,75,100,50,75,56.25,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Follower"
"ABBV","E2F10","AbbVie Inc","US00287Y1091","NYSE","USA","Pharmaceuticals (NEC)",9096,61160,"2025-12-31",384688.09375,92.1189193725586,0.364699989557266,0.256350375013458,0.280014077387487,0.273302618171148,"ABBV",228,0,"USPTO Only",0.148724656638326,228,0.0856676252352043,0.1,0.273302618171148,NA,NA,"Pharmaceuticals (NEC)",FALSE,FALSE,FALSE,FALSE,4,2,3,1,0.8,3,"Strong","ISIN",TRUE,14,-0.00143904325619706,-1183379.74534951,-8.2325275144478e-05,1,1.2,4,"AI Leader",0,0,-0.00143904325619706,0,0,NA,NA,NA,NA,"Balanced Performer","Medium","Medium",0.0205067442145757,FALSE,100,50,75,100,48.75,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Laggard"
"ABT","0091N","Abbott Laboratories","US0028241000","NYSE","USA","Medical Equipment, Supplies & Distribution (NEC)",2889,44328,"2025-12-31",178407.09375,27.5087299346924,0.782519996166229,1.40819872505587,0.966429636606842,0.858039629737174,"ABT",1010,16,"USPTO Only",0.0651732539252842,1010,0.211365649718362,0.1,0.858039629737174,NA,NA,"Medical Equipment, Supplies & Distribution (NEC)",FALSE,FALSE,FALSE,FALSE,3,3,4,4,0.7,2,"Developing","ISIN",TRUE,12,0.000738426092485681,607235.72937927,4.2244130588817e-05,1,1.05,3,"AI Adopter",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.0577094766711547,FALSE,75,75,100,25,58.75,TRUE,TRUE,TRUE,TRUE,TRUE,"Emerging Unicorn Candidate","AI Follower"
"ADBE","01010","Adobe Inc","US00724F1012","NASD","USA","Application Software",4294,23769,"2025-11-28",98252.9375,14.5575304031372,1.51813995838165,0.400209270799445,0.375293947612425,0.344830582113554,"ADBE",32,0,"USPTO Only",0.180655475619504,32,0.105277842362241,0.1,0.344830582113554,NA,NA,"Application Software",FALSE,FALSE,FALSE,FALSE,4,2,3,2,0.75,3,"Strong","ISIN",TRUE,16,0.00438840850228442,3608754.43706039,0.000251053563429125,1,1.125,4,"AI Leader",0,0,0.00438840850228442,0,0,NA,NA,NA,NA,"Balanced Performer","Medium","Medium",0.0197709312104432,FALSE,100,50,75,75,52.5,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Follower"
"AFRM","07881","Affirm Holdings Inc","US00827B1061","NASD","USA","Financial Technology (Fintech) (NEC)",457.893896484375,3224.412,"2025-06-30",15263.1298828125,299.418395996094,3.6334400177002,0.591655390217327,0.616447304633079,0.70798517173266,"AFRM",0,0,"USPTO Only",0.200536552649229,0,0.388038479568868,0.1,0.70798517173266,NA,NA,"Financial Technology (Fintech) (NEC)",TRUE,FALSE,FALSE,TRUE,4,1,4,4,0.625,1,"Emerging","ISIN",TRUE,16,-0.000277769027437666,-228419.986362213,-1.589070482207e-05,1,0.9375,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.11645189085839,FALSE,100,25,100,25,55,TRUE,TRUE,TRUE,TRUE,TRUE,"Emerging Unicorn Candidate","AI Follower"
"AMAT","05840","Applied Materials Inc","US0382221051","NASD","USA","Semiconductor Machinery Manufacturing",8137.4371875,12.14968,"2025-12-31",271247.90625,39.4636116027832,1.63648998737335,0.481420411072059,0.474290361037361,0.421929124138829,"AMAT",6221,140,"USPTO Only",0.00873584667745758,6221,0.04386223138063,0.1,0.421929124138829,NA,NA,"Semiconductor Machinery Manufacturing",TRUE,FALSE,FALSE,TRUE,2,3,2,3,0.575,1,"Emerging","ISIN",TRUE,12,0.000170279360656606,140027.164287339,9.741399472957e-06,1,0.8625,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.026217915878983,FALSE,50,75,50,50,48.75,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Laggard"
"AMD","0147N","Advanced Micro Devices Inc","US0079031078","NASD","USA","Semiconductors (NEC)",2.29337,0.10217,"2025-12-31",331659.8125,77.9601516723633,1.96329998970032,0.422254685335893,0.387737005713183,0.430650650696444,"AMD Inc.",12971,2805,"USPTO Only",22.4466085935206,12971,0.343377932906729,0.1,0.430650650696444,NA,NA,"Semiconductors (NEC)",FALSE,FALSE,FALSE,FALSE,4,4,4,3,0.9,4,"Leader","ISIN",TRUE,15,0.000678136630230108,557657.422275561,3.8795070564299e-05,1,1.35,4,"AI Leader",0,0.000678136630230108,0.000678136630230108,0,0,NA,NA,NA,NA,"AI Pioneer","High","High",1,TRUE,100,100,100,50,66.25,TRUE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Adopter"
"AMT","A1AD8","American Tower Corp","US03027X1000","NYSE","USA","Specialized REITs (NEC)",2413.10765625,10644.6,"2025-12-31",80436.921875,31.981819152832,0.930260002613068,0.727649122305171,0.725675913302918,0.967816617303954,"AMT",2059,115,"USPTO Only",0.00763046126178363,2059,0.0510901335018563,0.1,0.967816617303954,NA,NA,"Specialized REITs (NEC)",TRUE,FALSE,FALSE,TRUE,1,3,2,4,0.45,1,"Emerging","ISIN",TRUE,13,0.0152638194964956,12552016.5923007,0.000873217767703124,1,0.675,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.113803019858577,FALSE,25,75,50,25,46.25,TRUE,TRUE,TRUE,TRUE,TRUE,"Emerging Unicorn Candidate","AI Laggard"
"AMZN","A13EF","Amazon.com Inc","US0231351067","NASD","USA","Internet & Mail Order Department Stores",108521,716924,"2025-12-31",2235762,29.032320022583,1.38338994979858,0.325123999552669,0.313903781616089,0.351456770456511,"Amazon.com Inc.",22269,2463,"USPTO Only",0.151370298664851,22269,0.123777546832947,0.1,0.351456770456511,NA,NA,"Internet & Mail Order Department Stores",FALSE,FALSE,FALSE,FALSE,4,4,3,2,0.9,4,"Leader","ISIN",TRUE,23,0.0707390479327638,58171396.9809103,0.00404686346949228,1,1.35,4,"AI Leader",0.0707390479327638,0.0707390479327638,0.0707390479327638,0,0,NA,NA,NA,NA,"AI Pioneer","High","High",0.0926347222078369,FALSE,100,100,75,75,62.5,TRUE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Adopter"
"ANET","EEDC5","Arista Networks Inc","US0404132054","NYSE","USA","Communications & Networking (NEC)",1237.3,9005.7,"2025-12-31",154277.703125,44.6062316894531,1.4751900434494,0.639588391344825,0.57943478819434,0.537898072084855,"ANET",2093,147,"USPTO Only",0.13739076362748,2093,0.285950628474689,0.1,0.537898072084855,NA,NA,"Communications & Networking (NEC)",FALSE,FALSE,FALSE,FALSE,3,3,4,3,0.75,2,"Developing","ISIN",TRUE,12,0.000378011046733578,310852.793546345,2.1625384293337e-05,1,1.125,4,"AI Leader",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.0217470808603029,FALSE,75,75,100,50,55,TRUE,TRUE,TRUE,TRUE,TRUE,"Emerging Unicorn Candidate","AI Follower"
"ANT","0BBEA","Anteros Metals Inc","CA0369341072","CNQ","CAN","Diversified Mining",0.0618552017211914,0.309276008605957,"2025-09-30",2.06184005737305,NA,1,1.37273065240234,4.17963653225952,2.6974524923216,"ANT",73763,4916,"USPTO Only",0.011208626086695,73763,0.05,0.1,2.6974524923216,NA,NA,"Diversified Mining",TRUE,FALSE,FALSE,TRUE,2,4,2,4,0.6,2,"Developing","ISIN",FALSE,0,0,0,0,1,0.9,2,"AI Follower",0,0,0,0,0,"Tier 2: Strong Candidates",19,19,19,"Underperformer","Low","Low",0.519444653973061,TRUE,50,100,50,25,57.5,TRUE,TRUE,TRUE,TRUE,TRUE,"Emerging Unicorn Candidate","AI Follower"
"APD","0177N","Air Products and Chemicals Inc","US0091581068","NYSE","USA","Industrial Gases",96.3,12037.3,"2025-09-30",64679.33984375,NA,0.808600008487701,0.230673201444539,0.270930267170809,0.285847360461738,"APD",120,1,"USPTO Only",0.00800013292017313,120,-0.00523114556303002,0.1,0.285847360461738,NA,NA,"Industrial Gases",FALSE,FALSE,FALSE,FALSE,1,2,1,1,0.475,1,"Emerging","ISIN",TRUE,14,-0.00166778822123095,-1371485.38936409,-9.5411394761266e-05,1,0.7125,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.0295905812355149,FALSE,25,50,25,100,30,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Laggard"
"APH","07323","An Phat Holdings JSC","VN000000APH7","HCM","VNM","Plastics",40679.91,10741288.12986,"2025-12-31",1355997,8.29203033447266,1.32554996013641,0.357061936874102,0.367018508566035,0.377632763347797,"APH",20461,1854,"USPTO Only",0.00992632478643888,20461,-0.243175365970705,0.1,0.377632763347797,NA,NA,"Plastics",TRUE,FALSE,FALSE,TRUE,2,4,1,2,0.65,3,"Strong","ISIN",TRUE,13,8.06185697173135e-05,66295.7017391089,4.612054505765e-06,1,0.975,2,"AI Follower",0,0,8.06185697173135e-05,0,0,NA,NA,NA,NA,"Balanced Performer","Medium","Medium",0.0494648193553832,FALSE,50,100,25,75,50,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Laggard"
"APO","0E0AE","Asian Palm Oil PCL","THB886010008","BAK","THA","Starch, Vegetable Fat & Oil Manufacturing",23.6639996337891,2098.51919,"2025-12-31",788.799987792969,4.59514999389648,1,0.571575445282166,0.679762763946521,0.534914847592011,"APO",17758,1567,"USPTO Only",0.0097846477086546,17758,0.193963873401638,0.1,0.534914847592011,NA,NA,"Starch, Vegetable Fat & Oil Manufacturing",TRUE,FALSE,FALSE,TRUE,2,4,4,3,0.75,2,"Developing","ISIN",TRUE,14,-0.00324342529410068,-2667191.40099805,-0.000185550975342488,1,1.125,4,"AI Leader",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.0347146585852351,FALSE,50,100,100,50,53.75,TRUE,TRUE,TRUE,TRUE,TRUE,"Emerging Unicorn Candidate","AI Follower"
"ARES","EED76","Ares Management Corp","US03990B1017","NYSE","USA","Investment Management",1078.363828125,5601.482,"2025-12-31",35945.4609375,61.8294982910156,1.53641998767853,0.481325846224294,0.548694312046365,0.473080088350445,"ARES",2250,57,"USPTO Only",0.00771912984090673,2250,0.441904189708506,0.1,0.473080088350445,NA,NA,"Investment Management",TRUE,FALSE,FALSE,TRUE,1,3,4,3,0.6,1,"Emerging","ISIN",TRUE,13,-0.00527305081210514,-4336229.29705007,-0.000301662481018514,1,0.9,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.0407259672552054,FALSE,25,75,100,50,42.5,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Laggard"
"ASAN","033A4","Asana Inc","US04342Y1047","NYSE","USA","Application Software",300.366,790.806,"2026-01-31",1523.76403808594,NA,1.08255004882812,0.463960078283006,0.565680380260598,0.61041485250406,"ASAN",560,34,"USPTO Only",0.379822611361067,560,0.0924605871723887,0.1,0.61041485250406,NA,NA,"Application Software",FALSE,FALSE,FALSE,FALSE,4,2,3,4,0.65,2,"Developing","ISIN",TRUE,7,-0.000399808572905983,-328777.724475327,-2.2872384570697e-05,1,0.975,3,"AI Adopter",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.213632787908098,FALSE,100,50,75,25,60,TRUE,TRUE,TRUE,TRUE,TRUE,"Emerging Unicorn Candidate","AI Follower"
"ASML","A1BEF","ASML Holding NV (ADR)","USN070592100","NASD","USA","Semiconductor Equipment & Testing (NEC)",4320.8,32667.3,"2025-12-31",498056.5,46.2733497619629,1.87901997566223,0.454912161476073,0.415470594126748,0.397188123966689,"ASML",5495,92,"USPTO Only",0.132266823398322,5495,0.155836803725025,0.1,0.397188123966689,NA,NA,"Semiconductor Equipment & Testing (NEC)",FALSE,FALSE,FALSE,FALSE,3,3,4,2,0.8,3,"Strong","ISIN",TRUE,13,0.0106932787183266,8793487.89006232,0.000611744719202704,1,1.2,4,"AI Leader",0,0,0.0106932787183266,0,0,NA,NA,NA,NA,"Balanced Performer","Medium","Medium",0.0166457134308608,FALSE,75,75,100,75,51.25,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Laggard"
"AVGO","FA5AD","Broadcom Inc","US11135F1012","NASD","USA","Semiconductors (NEC)",10977,63887,"2025-11-02",1465427,64.9507904052734,1.25287997722626,0.428586468737567,0.397661516656293,0.480479433807571,"AVGO",5,0,"USPTO Only",0.171818992909356,5,0.238744328537635,0.1,0.480479433807571,NA,NA,"Semiconductors (NEC)",FALSE,FALSE,FALSE,FALSE,4,1,4,3,0.675,1,"Emerging","ISIN",TRUE,18,0.0345542103999624,28415235.2806422,0.00197678899944582,1,1.0125,3,"AI Adopter",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.0679511857991224,FALSE,100,25,100,50,51.25,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Laggard"
"AXP","0409N","American Express Co","US0258161092","NYSE","USA","Consumer Credit Cards Services",6223.07390625,77654,"2025-12-31",207435.796875,19.6735000610352,1.13343000411987,0.964884901392285,0.983823702747453,1.07325991494528,"AXP",207,4,"USPTO Only",0.00533753807970132,207,0.0838869968175981,0.1,1.07325991494528,NA,NA,"Consumer Credit Cards Services",TRUE,FALSE,FALSE,TRUE,1,2,3,4,0.425,1,"Emerging","ISIN",TRUE,15,0.00136774070247594,1124744.95622702,7.8246174444538e-05,1,0.6375,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.202801561265948,FALSE,25,50,75,25,41.25,TRUE,TRUE,TRUE,TRUE,TRUE,"Emerging Unicorn Candidate","AI Laggard"
"AZN","049D4","AstraZeneca PLC (US)","GB0009895292","NYSE","USA","Pharmaceuticals (NEC)",13801,58739,"2025-12-31",300402.1875,30.1279106140137,0.39410999417305,0.279296177320444,0.255657493868971,0.241812207415615,"AZN",37,0,"USPTO Only",0.234954629803027,37,0.0862907550903408,0.1,0.241812207415615,NA,NA,"Pharmaceuticals (NEC)",FALSE,FALSE,FALSE,FALSE,4,2,3,1,0.8,3,"Strong","ISIN",TRUE,20,0.00538117808504224,4425146.44680399,0.000307848262757062,1,1.2,4,"AI Leader",0,0,0.00538117808504224,0,0,NA,NA,NA,NA,"Balanced Performer","Medium","Medium",0.0819626755195267,FALSE,100,50,75,100,48.75,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Laggard"
"BA","A16E8","Boeing Co","US0970231058","NYSE","USA","Commercial Aircraft Manufacturing",3615,89463,"2025-12-31",156406.59375,80.2753982543945,1.12800002098083,0.488955187626324,0.535708507830344,0.389912213932893,"BA",357786,12881,"USPTO Only",0.040407766339157,357786,0.344964445179428,0.1,0.389912213932893,NA,NA,"Commercial Aircraft Manufacturing",FALSE,FALSE,FALSE,FALSE,3,4,4,2,0.875,3,"Strong","ISIN",TRUE,15,-0.000721824613602347,-593583.704835335,-4.1294387548785e-05,1,1.3125,4,"AI Leader",0,0,-0.000721824613602347,0,0,NA,NA,NA,NA,"Balanced Performer","Medium","Medium",0.144498833193525,FALSE,75,100,100,75,56.25,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Follower"
"BABA","030D1","Baba Eco Group Bhd","MYL03012O001","KUL","MYS","Appliances, Tools & Housewares (NEC)",2.94146347045898,32.86603,"2025-10-31",98.0487823486328,NA,1,NA,0.34792629264435,NA,"BABA",2563,229,"USPTO Only",0.00784932381804056,2563,0.0586282151539364,0.1,0.421188554621379,NA,NA,"Appliances, Tools & Housewares (NEC)",TRUE,FALSE,TRUE,TRUE,1,3,2,2,0.55,1,"Emerging","ISIN",TRUE,3,-0.00190868847395446,-1569586.78659099,-0.000109192898202828,1,0.825,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.0186555074033621,FALSE,25,75,50,75,38.75,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Laggard"
"BAC","028FC","Bactech Environmental Corp","CA0704902067","CNQ","CAN","Mining Support Services & Equipment (NEC)",0.249763498306274,1.24881749153137,"2025-12-31",8.32544994354248,NA,-0.063459999859333,1.15258023822013,1.26624687284716,1.2000725587298,"BAC",7451,90,"USPTO Only",0.00891623773172148,7451,0.183748463617168,0.1,1.2000725587298,NA,NA,"Mining Support Services & Equipment (NEC)",TRUE,FALSE,FALSE,TRUE,2,3,4,4,0.625,1,"Emerging","ISIN",TRUE,11,0.000385547618067239,317050.401455092,2.2056539024798e-05,1,0.9375,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.175405638635267,FALSE,50,75,100,25,52.5,TRUE,TRUE,TRUE,TRUE,TRUE,"Emerging Unicorn Candidate","AI Follower"
