"ticker","anomaly_score","is_anomaly","ai_score","innovation_score","in_portfolio"
"ICE",0.307043388788652,FALSE,NA,NA,FALSE
"INF",0.0606440365644418,FALSE,NA,NA,FALSE
"INFY",0.0134440658360692,FALSE,NA,NA,FALSE
"INTC",0.0897884959978304,FALSE,0.675,0.675,FALSE
"IQ",0.118844464708192,FALSE,0.75,0.75,FALSE
"J",0.194361520460189,FALSE,NA,NA,FALSE
"JBL",0.0197211110684996,FALSE,0.375,0.375,FALSE
"JD",0.177411570815501,FALSE,0.875,0.875,FALSE
"JNJ",0.0345222270898354,FALSE,0.575,0.575,FALSE
"JPM",0.0339800237713694,FALSE,NA,NA,FALSE
"KKR",0.0221979276795242,FALSE,NA,NA,FALSE
"KO",0.211806392279851,FALSE,NA,NA,FALSE
"KSPI",0.0926545245638484,FALSE,NA,NA,FALSE
"LI",0.379801837142741,TRUE,0.85,0.85,FALSE
"LIN",0.0629594652940529,FALSE,0.625,0.625,FALSE
"LLY",0.0196497827987321,FALSE,0.575,0.575,FALSE
"LMT",0.0562516749154664,FALSE,NA,NA,FALSE
"LRCX",0.00458546553175074,FALSE,0.5,0.5,FALSE
"MA",0.339738876590815,TRUE,NA,NA,FALSE
"MC",0.0991674200917635,FALSE,NA,NA,FALSE
"MCD",0.148900448479088,FALSE,NA,NA,FALSE
"MCO",0.0574081401817374,FALSE,NA,NA,FALSE
"MELI",0.0538564031333811,FALSE,NA,NA,FALSE
"META",0.103127607339604,FALSE,NA,NA,FALSE
"MFG",0.0376689474928414,FALSE,NA,NA,FALSE
"MITSY",0.0463419713550002,FALSE,NA,NA,FALSE
"MKTX",0.0264644876410934,FALSE,NA,NA,FALSE
"MMM",0.128686366849908,FALSE,NA,NA,FALSE
"MQ",0.0640984015235684,FALSE,NA,NA,FALSE
"MRK",0.558659227834678,TRUE,0.75,0.75,FALSE
"MS",0.310156270423356,TRUE,NA,NA,FALSE
"MSCI",0.0177422760151458,FALSE,0.475,0.475,FALSE
"MSFT",0.165321907394891,FALSE,0.85,0.85,FALSE
"MU",0.0886293608990247,FALSE,0.575,0.575,FALSE
"NDAQ",0.0814022691011265,FALSE,NA,NA,FALSE
"NEE",0.140133378963292,FALSE,NA,NA,FALSE
"NET",0.066236012910619,FALSE,0.625,0.625,FALSE
"NFLX",0,FALSE,0.475,0.475,FALSE
"NIO",0.204199238449071,FALSE,0.7,0.7,FALSE
"NJDCY",0.268872277800634,FALSE,0.525,0.525,FALSE
"NOW",0.429040566346781,TRUE,0.775,0.775,FALSE
"NSRGY",0.0266887814917476,FALSE,0.4,0.4,FALSE
"NTES",0.125680033798334,FALSE,0.875,0.875,FALSE
"NTRS",0.0557359331243976,FALSE,NA,NA,FALSE
"NU",0.104975931386675,FALSE,NA,NA,FALSE
"NVDA",0.0702825633092533,FALSE,0.45,0.45,FALSE
"NVO",0.176443680013529,FALSE,0.55,0.55,FALSE
"NVS",0.085208031676955,FALSE,0.725,0.725,FALSE
"OKTA",0.053084731693632,FALSE,0.575,0.575,FALSE
"OR",0.744858820563775,TRUE,NA,NA,FALSE
"ORCL",1,TRUE,0.65,0.65,FALSE
"PAGS",0.0463456502651639,FALSE,NA,NA,FALSE
"PANW",0.0136608422336,FALSE,0.425,0.425,FALSE
"PCOR",0.0656453340120211,FALSE,0.725,0.725,FALSE
"PDD",0.0204658625981615,FALSE,0.675,0.675,FALSE
"PFE",0.756270296136929,TRUE,0.55,0.55,FALSE
"PG",0.0300537965562317,FALSE,NA,NA,FALSE
"PYPL",0.0302929995392585,FALSE,0.45,0.45,FALSE
"QCOM",0.0171303402838666,FALSE,0.6,0.6,FALSE
"RELIANCE",0.200809155205545,FALSE,NA,NA,FALSE
"RKUNY",0.00855349675885906,FALSE,NA,NA,FALSE
"RMSG",0.291638945348286,FALSE,0.525,0.525,FALSE
"RTX",0.0450742865736635,FALSE,0.625,0.625,FALSE
"SAIL",0.0445840745890653,FALSE,0.525,0.525,FALSE
"SAP",0.04138101026883,FALSE,0.775,0.775,FALSE
"SE",0.345393933980215,TRUE,0.8,0.8,FALSE
"SFTBF",0.0592103010147781,FALSE,NA,NA,FALSE
"SHEL",0.0995186984240731,FALSE,0.775,0.775,FALSE
"SHOP",0.0220475919462798,FALSE,0.45,0.45,FALSE
"SIEGY",0.0117095845524777,FALSE,0.6,0.6,FALSE
"SMCAY",0.0531066541258107,FALSE,NA,NA,FALSE
"SMCI",0.0659993265782059,FALSE,0.575,0.575,FALSE
"SMFG",0.0639047117809619,FALSE,NA,NA,FALSE
"SNOW",0.0233699136087493,FALSE,0.7,0.7,FALSE
"SNPS",0.060917393991026,FALSE,NA,NA,FALSE
"SNY",0.0945209000565098,FALSE,0.775,0.775,FALSE
"SOFI",0.0703584543349098,FALSE,NA,NA,FALSE
"SONY",0.0552983926326407,FALSE,NA,NA,FALSE
"SPGI",0.0672509100346948,FALSE,NA,NA,FALSE
"SPOT",0.128259141574389,FALSE,0.625,0.625,FALSE
"SQM",0.0238878135446768,FALSE,NA,NA,FALSE
"SSDOY",0.0129350573058649,FALSE,NA,NA,FALSE
"STNE",0.0331163130828579,FALSE,NA,NA,FALSE
"STT",0.0561522472390813,FALSE,NA,NA,FALSE
"T",0.999000377566354,TRUE,NA,NA,FALSE
"TAK",0.322924630782247,TRUE,0.85,0.85,FALSE
"TCOM",0.0869646719272186,FALSE,0.725,0.725,FALSE
"TEAM",0.00933231708730368,FALSE,NA,NA,FALSE
"TM",0.0580389252980614,FALSE,NA,NA,FALSE
"TME",0.0341577495287717,FALSE,NA,NA,FALSE
"TMO",0.0391240880681048,FALSE,0.65,0.65,FALSE
"TOST",0.00997388320828389,FALSE,0.55,0.55,FALSE
"TSLA",0.0753449357874,FALSE,0.325,0.325,FALSE
"TSM",0.0615495064273884,FALSE,0.775,0.775,FALSE
"TTDKY",0.0137204294338534,FALSE,NA,NA,FALSE
"TTE",0.0661346321426297,FALSE,NA,NA,FALSE
"TW",0.044167681805089,FALSE,NA,NA,FALSE
"TWLO",0.0244315341703673,FALSE,0.625,0.625,FALSE
"TXN",0.0737336292027255,FALSE,0.65,0.65,FALSE
"UL",0.156068252026097,FALSE,0.775,0.775,FALSE
"UNH",0.217267263144422,FALSE,NA,NA,FALSE
"UPS",0.0413802427182515,FALSE,NA,NA,FALSE
"V",0.700777346762401,TRUE,NA,NA,FALSE
"VIRT",0.024599212198047,FALSE,NA,NA,FALSE
"VZ",0.0831971386044724,FALSE,NA,NA,FALSE
"WB",0.0445825158287481,FALSE,0.725,0.725,FALSE
"WDAY",0.0132948644967099,FALSE,0.625,0.625,FALSE
"WMT",0.118935773996158,FALSE,NA,NA,FALSE
"WORK",0.0841178261727927,FALSE,NA,NA,FALSE
"XOM",0.0425873339968343,FALSE,0.55,0.55,FALSE
"XPEV",0.108485014962957,FALSE,0.625,0.625,FALSE
"ZM",0.0856210802782927,FALSE,0.8,0.8,FALSE
"ZS",0.0142526877249015,FALSE,0.525,0.525,FALSE
