"ticker","ai_score","innovation_score","ai_quartile","innovation_quartile","ai_label","innovation_label","in_portfolio"
"CVX",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"DDOG",0.4,0.4,1,1,"AI Laggard","Emerging",FALSE
"DE",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"DIS",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"DOCU",0.6,0.6,2,2,"AI Follower","Developing",FALSE
"DUK",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"FSLY",0.55,0.55,2,2,"AI Follower","Developing",FALSE
"GE",0.675,0.675,3,3,"AI Adopter","Strong",FALSE
"GOOGL",0.75,0.75,4,4,"AI Leader","Leader",FALSE
"GRAB",0.5,0.5,1,1,"AI Laggard","Emerging",FALSE
"GS",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"HD",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"HMC",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"HOOD",0.55,0.55,2,2,"AI Follower","Developing",FALSE
"HSBC",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"HTHIY",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"HUBS",0.525,0.525,1,1,"AI Laggard","Emerging",FALSE
"IBM",0.7,0.7,3,3,"AI Adopter","Strong",FALSE
"IBN",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"ICE",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"INF",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"INFY",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"INTC",0.675,0.675,3,3,"AI Adopter","Strong",FALSE
"IQ",0.75,0.75,4,4,"AI Leader","Leader",FALSE
"J",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"JBL",0.375,0.375,1,1,"AI Laggard","Emerging",FALSE
"JD",0.875,0.875,4,4,"AI Leader","Leader",FALSE
"JNJ",0.575,0.575,2,2,"AI Follower","Developing",FALSE
"JPM",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"KKR",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"KO",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"KSPI",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"LI",0.85,0.85,4,4,"AI Leader","Leader",FALSE
"LIN",0.625,0.625,3,3,"AI Adopter","Strong",FALSE
"LLY",0.575,0.575,2,2,"AI Follower","Developing",FALSE
"LMT",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"LRCX",0.5,0.5,1,1,"AI Laggard","Emerging",FALSE
"MA",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"MC",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"MCD",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"MCO",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"MELI",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"META",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"MFG",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"MITSY",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"MKTX",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"MMM",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"MQ",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"MRK",0.75,0.75,4,4,"AI Leader","Leader",FALSE
"MS",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"MSCI",0.475,0.475,1,1,"AI Laggard","Emerging",FALSE
"MSFT",0.85,0.85,4,4,"AI Leader","Leader",FALSE
"MU",0.575,0.575,2,2,"AI Follower","Developing",FALSE
"NDAQ",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"NEE",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"NET",0.625,0.625,3,3,"AI Adopter","Strong",FALSE
"NFLX",0.475,0.475,1,1,"AI Laggard","Emerging",FALSE
"NIO",0.7,0.7,3,3,"AI Adopter","Strong",FALSE
"NJDCY",0.525,0.525,2,2,"AI Follower","Developing",FALSE
"NOW",0.775,0.775,4,4,"AI Leader","Leader",FALSE
"NSRGY",0.4,0.4,1,1,"AI Laggard","Emerging",FALSE
"NTES",0.875,0.875,4,4,"AI Leader","Leader",FALSE
"NTRS",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"NU",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"NVDA",0.45,0.45,1,1,"AI Laggard","Emerging",FALSE
"NVO",0.55,0.55,2,2,"AI Follower","Developing",FALSE
"NVS",0.725,0.725,3,3,"AI Adopter","Strong",FALSE
"OKTA",0.575,0.575,2,2,"AI Follower","Developing",FALSE
"OR",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"ORCL",0.65,0.65,3,3,"AI Adopter","Strong",FALSE
"PAGS",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"PANW",0.425,0.425,1,1,"AI Laggard","Emerging",FALSE
"PCOR",0.725,0.725,4,4,"AI Leader","Leader",FALSE
"PDD",0.675,0.675,3,3,"AI Adopter","Strong",FALSE
"PFE",0.55,0.55,2,2,"AI Follower","Developing",FALSE
"PG",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"PYPL",0.45,0.45,1,1,"AI Laggard","Emerging",FALSE
"QCOM",0.6,0.6,2,2,"AI Follower","Developing",FALSE
"RELIANCE",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"RKUNY",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"RMSG",0.525,0.525,2,2,"AI Follower","Developing",FALSE
"RTX",0.625,0.625,3,3,"AI Adopter","Strong",FALSE
"SAIL",0.525,0.525,2,2,"AI Follower","Developing",FALSE
"SAP",0.775,0.775,4,4,"AI Leader","Leader",FALSE
"SE",0.8,0.8,4,4,"AI Leader","Leader",FALSE
"SFTBF",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"SHEL",0.775,0.775,4,4,"AI Leader","Leader",FALSE
"SHOP",0.45,0.45,1,1,"AI Laggard","Emerging",FALSE
"SIEGY",0.6,0.6,2,2,"AI Follower","Developing",FALSE
"SMCAY",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"SMCI",0.575,0.575,2,2,"AI Follower","Developing",FALSE
"SMFG",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"SNOW",0.7,0.7,3,3,"AI Adopter","Strong",FALSE
"SNPS",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"SNY",0.775,0.775,4,4,"AI Leader","Leader",FALSE
"SOFI",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"SONY",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"SPGI",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"SPOT",0.625,0.625,3,3,"AI Adopter","Strong",FALSE
"SQM",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"SSDOY",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"STNE",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"STT",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"T",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"TAK",0.85,0.85,4,4,"AI Leader","Leader",FALSE
"TCOM",0.725,0.725,4,4,"AI Leader","Leader",FALSE
"TEAM",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"TM",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"TME",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"TMO",0.65,0.65,3,3,"AI Adopter","Strong",FALSE
"TOST",0.55,0.55,2,2,"AI Follower","Developing",FALSE
"TSLA",0.325,0.325,1,1,"AI Laggard","Emerging",FALSE
"TSM",0.775,0.775,4,4,"AI Leader","Leader",FALSE
"TTDKY",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"TTE",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"TW",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"TWLO",0.625,0.625,3,3,"AI Adopter","Strong",FALSE
"TXN",0.65,0.65,3,3,"AI Adopter","Strong",FALSE
"UL",0.775,0.775,4,4,"AI Leader","Leader",FALSE
"UNH",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"UPS",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"V",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"VIRT",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"VZ",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"WB",0.725,0.725,4,4,"AI Leader","Leader",FALSE
"WDAY",0.625,0.625,3,3,"AI Adopter","Strong",FALSE
"WMT",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"WORK",NA,NA,NA,NA,"AI Laggard","Emerging",FALSE
"XOM",0.55,0.55,2,2,"AI Follower","Developing",FALSE
"XPEV",0.625,0.625,3,3,"AI Adopter","Strong",FALSE
"ZM",0.8,0.8,4,4,"AI Leader","Leader",FALSE
"ZS",0.525,0.525,2,2,"AI Follower","Developing",FALSE
