"ticker","anomaly_score","is_anomaly","ai_score","innovation_score","in_portfolio"
"MELI",0.111606100636644,FALSE,0.375,0.375,TRUE
"META",0.0591055042100503,FALSE,0.575,0.575,TRUE
"MFG",0.0255512138346264,FALSE,0.65,0.65,TRUE
"MITSY",0.0135089255312183,FALSE,0.525,0.525,FALSE
"MKTX",0.0222125072724568,FALSE,0.575,0.575,TRUE
"MMM",0.0304553477264776,FALSE,0.475,0.475,TRUE
"MQ",0.0305547000887026,FALSE,0.475,0.475,TRUE
"MRK",0.158822124592087,FALSE,0.8,0.8,TRUE
"MS",0.217932373581859,FALSE,0.65,0.65,TRUE
"MSCI",0.020496458809779,FALSE,0.725,0.725,TRUE
"MSFT",0.175139485224845,FALSE,0.875,0.875,TRUE
"MU",0.0807327078248031,FALSE,0.725,0.725,TRUE
"NDAQ",0.0155081554547641,FALSE,0.575,0.575,TRUE
"NEE",0.10388426034131,FALSE,0.8,0.8,TRUE
"NET",0.256887270884168,FALSE,0.9,0.9,TRUE
"NFLX",0.00453643359779312,FALSE,0.675,0.675,TRUE
"NIO",0.118419379986945,FALSE,0.725,0.725,FALSE
"NJDCY",0.102571873265981,FALSE,0.5,0.5,FALSE
"NOW",0.0719813884351632,FALSE,0.775,0.775,TRUE
"NSRGY",0.0152038765795256,FALSE,0.65,0.65,FALSE
"NTES",0.0808869185313711,FALSE,0.825,0.825,FALSE
"NTRS",0.0278101040370455,FALSE,0.725,0.725,TRUE
"NU",0.10478775158136,FALSE,0.75,0.75,TRUE
"NVDA",0.0996350746312551,FALSE,0.7,0.7,TRUE
"NVO",0.104455214304874,FALSE,0.575,0.575,FALSE
"NVS",0.0323340961531263,FALSE,0.75,0.75,TRUE
"OKTA",0.0491776326811143,FALSE,0.75,0.75,TRUE
"OR",0.665043915664494,TRUE,0.7,0.7,TRUE
"ORCL",0.216584484381208,FALSE,0.65,0.65,TRUE
"PAGS",0.0877938593988517,FALSE,0.4,0.4,TRUE
"PANW",0.0208140709601927,FALSE,0.675,0.675,TRUE
"PCOR",0.087319773000522,FALSE,0.75,0.75,TRUE
"PDD",0.00507889058216831,FALSE,0.6,0.6,TRUE
"PFE",0.0523054238261155,FALSE,0.65,0.65,TRUE
"PG",0.0284870932073711,FALSE,0.725,0.725,TRUE
"PYPL",0,FALSE,0.6,0.6,TRUE
"QCOM",0.019805911723531,FALSE,0.675,0.675,TRUE
"RELIANCE",0.234874792948912,FALSE,0.65,0.65,TRUE
"RKUNY",0.00351153376555725,FALSE,0.6,0.6,FALSE
"RMSG",0.363429612654118,TRUE,0.35,0.35,FALSE
"RTX",0.082332379513705,FALSE,0.8,0.8,TRUE
"SAIL",0.0241460356343932,FALSE,0.7,0.7,FALSE
"SAP",0.193340352522929,FALSE,0.9,0.9,TRUE
"SE",0.351737296363316,TRUE,0.825,0.825,TRUE
"SFTBF",0.0648939902785841,FALSE,0.425,0.425,TRUE
"SHEL",0.0422433311235905,FALSE,0.725,0.725,TRUE
"SHOP",0.0462663201734894,FALSE,0.75,0.75,TRUE
"SIEGY",0.00816993621615831,FALSE,0.65,0.65,FALSE
"SMCAY",0.00457457087690784,FALSE,0.575,0.575,FALSE
"SMCI",0.0567273880148302,FALSE,0.625,0.625,TRUE
"SMFG",0.0066915763718861,FALSE,0.575,0.575,FALSE
"SNOW",0.31859305067561,TRUE,0.825,0.825,TRUE
"SNPS",0.0199429629478336,FALSE,0.55,0.55,TRUE
"SNY",0.136049011242792,FALSE,0.85,0.85,FALSE
"SOFI",0.0440411918902655,FALSE,0.475,0.475,TRUE
"SONY",0.142041265770627,FALSE,0.85,0.85,FALSE
"SPGI",0.00814469767250548,FALSE,0.7,0.7,TRUE
"SPOT",0.0808103057588189,FALSE,0.7,0.7,TRUE
"SQM",0.0397151996460801,FALSE,0.45,0.45,FALSE
"SSDOY",0.012648341820225,FALSE,0.525,0.525,FALSE
"STNE",0.0258300994756052,FALSE,0.525,0.525,TRUE
"STT",0.0109674606233062,FALSE,0.625,0.625,TRUE
"T",0.992336080068977,TRUE,0.7,0.7,TRUE
"TAK",0.38589147078865,TRUE,1,1,FALSE
"TCOM",0.203135881997837,FALSE,0.875,0.875,FALSE
"TEAM",0.00799840178044353,FALSE,0.6,0.6,TRUE
"TM",0.0689922981465796,FALSE,0.75,0.75,TRUE
"TME",0.0506048437359255,FALSE,0.75,0.75,TRUE
"TMO",0.0746067302846926,FALSE,0.8,0.8,TRUE
"TOST",0.00335453845590792,FALSE,0.675,0.675,TRUE
"TSLA",0.0545320311077896,FALSE,0.625,0.625,TRUE
"TSM",0.0846707542248357,FALSE,0.8,0.8,TRUE
"TTDKY",0.0160861467234433,FALSE,0.525,0.525,FALSE
"TTE",0.164995178346856,FALSE,0.85,0.85,TRUE
"TW",0.147631717399624,FALSE,0.85,0.85,TRUE
"TWLO",0.0506174054849292,FALSE,0.75,0.75,TRUE
"TXN",0.136785481573898,FALSE,0.875,0.875,TRUE
"UL",0.199094614307985,FALSE,0.85,0.85,FALSE
"UNH",0.130508932441404,FALSE,0.55,0.55,TRUE
"UPS",0.00406304081103055,FALSE,0.65,0.65,TRUE
"V",0.658662666395776,TRUE,0.55,0.55,TRUE
"VIRT",0.00658805811881933,FALSE,0.65,0.65,TRUE
"VZ",0.0185582407220083,FALSE,0.7,0.7,TRUE
"WB",0.166380379754153,FALSE,0.875,0.875,FALSE
"WDAY",0.0543678578937002,FALSE,0.675,0.675,TRUE
"WMT",0.0455752985008629,FALSE,0.625,0.625,TRUE
"WORK",0.147730687324777,FALSE,0.85,0.85,FALSE
"XOM",0.0432671480089302,FALSE,0.7,0.7,TRUE
"XPEV",0.030379164172585,FALSE,0.55,0.55,TRUE
"ZM",0.154150995460941,FALSE,0.875,0.875,TRUE
"ZS",0.145790794122439,FALSE,0.825,0.825,TRUE
