"ticker","anomaly_score","is_anomaly","ai_score","innovation_score","in_portfolio"
"CAJPY",0.200828322119269,FALSE,0.725,0.725,FALSE
"CAT",0.550722382868919,TRUE,0.625,0.625,TRUE
"CBOE",0.0590070648696738,FALSE,0.625,0.625,TRUE
"CME",0.465771669886679,TRUE,0.325,0.325,TRUE
"COIN",0.0856475846125792,FALSE,0.525,0.525,TRUE
"CRM",0.101705750220931,FALSE,0.625,0.625,TRUE
"CRWD",0.025759518448333,FALSE,0.525,0.525,TRUE
"CSCO",0.0353813582406072,FALSE,0.625,0.625,TRUE
"CVX",0.244620158359746,FALSE,0.325,0.325,TRUE
"DDOG",0.0304782174262398,FALSE,0.525,0.525,TRUE
"DE",0.234550780111459,FALSE,0.825,0.825,TRUE
"DIS",0.108973433432838,FALSE,0.55,0.55,TRUE
"DOCU",0.029179621633668,FALSE,0.675,0.675,TRUE
"DUK",0.0956732905762276,FALSE,0.775,0.775,TRUE
"FSLY",0.133249761970963,FALSE,0.575,0.575,TRUE
"GE",0.230521188114443,FALSE,0.775,0.775,TRUE
"GOOGL",0.290758367635299,FALSE,0.925,0.925,TRUE
"GRAB",0.0314255567140643,FALSE,0.675,0.675,TRUE
"GS",0.096821255306344,FALSE,0.725,0.725,TRUE
"HD",0.035146122876667,FALSE,0.675,0.675,TRUE
"HMC",0.0553671600843545,FALSE,0.425,0.425,FALSE
"HOOD",0.0560274238058096,FALSE,0.575,0.575,TRUE
"HSBC",0.0569015850598017,FALSE,0.475,0.475,FALSE
"HTHIY",0.0574367980990344,FALSE,0.525,0.525,FALSE
"HUBS",0.0330004888294736,FALSE,0.65,0.65,TRUE
"IBM",0.146280264837106,FALSE,0.875,0.875,TRUE
"IBN",0.0456017635020485,FALSE,0.575,0.575,FALSE
"ICE",0.199989639174955,FALSE,0.775,0.775,FALSE
"INF",0.0253042929056299,FALSE,0.7,0.7,TRUE
"INFY",0.162903232854509,FALSE,0.35,0.35,TRUE
"INTC",0.106483390906638,FALSE,0.8,0.8,TRUE
"IQ",0.0871588808149168,FALSE,0.8,0.8,FALSE
"J",0.226913422214297,FALSE,0.875,0.875,TRUE
"JBL",0.111030513827575,FALSE,0.375,0.375,TRUE
"JD",0.0506639916322724,FALSE,0.775,0.775,TRUE
"JNJ",0.0465380130715762,FALSE,0.65,0.65,TRUE
"JPM",0.0700862726203012,FALSE,0.625,0.625,TRUE
"KKR",0.114884940957713,FALSE,0.45,0.45,TRUE
"KO",0.216711955952936,FALSE,0.775,0.775,TRUE
"KSPI",0.0820090464986114,FALSE,0.5,0.5,TRUE
"LI",0.323381882351664,TRUE,0.75,0.75,TRUE
"LIN",0.168945978820174,FALSE,0.475,0.475,TRUE
"LLY",0.0259774402808859,FALSE,0.65,0.65,TRUE
"LMT",0.018889838605213,FALSE,0.525,0.525,TRUE
"LRCX",0.0552342508260599,FALSE,0.525,0.525,TRUE
"MA",0.368887036085469,TRUE,0.825,0.825,TRUE
"MC",0.0512195777354212,FALSE,0.7,0.7,TRUE
"MCD",0.0629425822116056,FALSE,0.65,0.65,TRUE
"MCO",0.0450245639498961,FALSE,0.525,0.525,TRUE
"MELI",0.0990664798067683,FALSE,0.475,0.475,TRUE
"META",0.11364593684374,FALSE,0.475,0.475,TRUE
"MFG",0.0586091696619487,FALSE,0.7,0.7,TRUE
"MITSY",0.0544496679838349,FALSE,0.525,0.525,FALSE
"MKTX",0.0805549296747297,FALSE,0.625,0.625,TRUE
"MMM",0.0460351862254484,FALSE,0.475,0.475,TRUE
"MQ",0.0717158138961245,FALSE,0.425,0.425,TRUE
"MRK",0.533633519331376,TRUE,0.7,0.7,TRUE
"MS",0.287479955022641,FALSE,0.625,0.625,TRUE
"MSCI",0.0714773382843904,FALSE,0.625,0.625,TRUE
"MSFT",0.141749907279424,FALSE,0.825,0.825,TRUE
"MU",0.0708136026247969,FALSE,0.6,0.6,TRUE
"NDAQ",0.0224550576673182,FALSE,0.525,0.525,TRUE
"NEE",0.0723978087895385,FALSE,0.7,0.7,TRUE
"NET",0.0664990165921641,FALSE,0.725,0.725,TRUE
"NFLX",0.0691987694784389,FALSE,0.65,0.65,TRUE
"NIO",0.166919074501126,FALSE,0.75,0.75,FALSE
"NJDCY",0.293051988273793,FALSE,0.625,0.625,FALSE
"NOW",0.444114659724913,TRUE,0.825,0.825,TRUE
"NSRGY",0.0649676467864474,FALSE,0.5,0.5,FALSE
"NTES",0.175956847722472,FALSE,0.875,0.875,FALSE
"NTRS",0.836871488852711,TRUE,0.625,0.625,TRUE
"NU",0.131873481928568,FALSE,0.875,0.875,TRUE
"NVDA",0.0936214820322041,FALSE,0.5,0.5,TRUE
"NVO",0.12241128970851,FALSE,0.65,0.65,FALSE
"NVS",0.00382074347320837,FALSE,0.625,0.625,TRUE
"OKTA",0.0178468703480237,FALSE,0.7,0.7,TRUE
"OR",0.584595982827447,TRUE,0.775,0.775,TRUE
"ORCL",0.818082461309423,TRUE,0.6,0.6,TRUE
"PAGS",0.141892215599486,FALSE,0.35,0.35,TRUE
"PANW",0.00608661633477727,FALSE,0.6,0.6,TRUE
"PCOR",0.0122996573275532,FALSE,0.7,0.7,TRUE
"PDD",0.0158980447360594,FALSE,0.675,0.675,TRUE
"PFE",0.650188080956378,TRUE,0.7,0.7,TRUE
"PG",0.0370586637158376,FALSE,0.725,0.725,TRUE
"PYPL",0.0483043654176774,FALSE,0.675,0.675,TRUE
"QCOM",0.0114145685775249,FALSE,0.575,0.575,TRUE
"RELIANCE",0.166211090500746,FALSE,0.7,0.7,TRUE
"RKUNY",0.028254745808145,FALSE,0.675,0.675,FALSE
"RMSG",0.292102833721914,FALSE,0.525,0.525,FALSE
"RTX",0.0403538586564545,FALSE,0.7,0.7,TRUE
"SAIL",0.0220633437148617,FALSE,0.525,0.525,TRUE
"SAP",0.0316270705942109,FALSE,0.725,0.725,TRUE
"SE",0.262557123768888,FALSE,0.775,0.775,TRUE
"SFTBF",0.199777896156826,FALSE,0.325,0.325,TRUE
"SHEL",0.0819402507345238,FALSE,0.7,0.7,TRUE
"SHOP",0.0158199196808515,FALSE,0.625,0.625,TRUE
"SIEGY",0.0421256899283597,FALSE,0.5,0.5,FALSE
"SMCAY",0.0304550237478902,FALSE,0.525,0.525,FALSE
"SMCI",0.122727514332319,FALSE,0.55,0.55,TRUE
"SMFG",0.101066105769766,FALSE,0.425,0.425,FALSE
"SNOW",0.0537066129781953,FALSE,0.775,0.775,TRUE
"SNPS",0.0790205534106041,FALSE,0.45,0.45,TRUE
"SNY",0.0634375026671192,FALSE,0.8,0.8,FALSE
"SOFI",0.187122283258072,FALSE,0.325,0.325,TRUE
"SONY",0.0841997777121606,FALSE,0.825,0.825,FALSE
"SPGI",0.133982240614594,FALSE,0.55,0.55,TRUE
"SPOT",0.156503984377262,FALSE,0.7,0.7,TRUE
"SQM",0.116120909742189,FALSE,0.45,0.45,FALSE
"SSDOY",0.0682438933130739,FALSE,0.425,0.425,FALSE
"STNE",0.142990369145594,FALSE,0.525,0.525,TRUE
"STT",0.0444192000229924,FALSE,0.625,0.625,TRUE
"T",1,TRUE,0.675,0.675,TRUE
"TAK",0.405293595825357,TRUE,0.9,0.9,FALSE
"TCOM",0.0721957344380378,FALSE,0.725,0.725,FALSE
"TEAM",0.0278492107553666,FALSE,0.5,0.5,TRUE
"TM",0.102848452001542,FALSE,0.825,0.825,TRUE
"TME",0.0240606517588029,FALSE,0.7,0.7,TRUE
"TMO",0.00220688431697436,FALSE,0.625,0.625,TRUE
"TOST",0.0118035456237435,FALSE,0.625,0.625,TRUE
"TSLA",0.193773913520679,FALSE,0.325,0.325,TRUE
"TSM",0.122355400499414,FALSE,0.825,0.825,TRUE
"TTDKY",0.144983970840183,FALSE,0.375,0.375,FALSE
"TTE",0.0906239105885481,FALSE,0.8,0.8,TRUE
"TW",0.0593580502145292,FALSE,0.75,0.75,TRUE
"TWLO",0.0301810431020839,FALSE,0.7,0.7,TRUE
"TXN",0.0751738366234902,FALSE,0.825,0.825,TRUE
"UL",0.0946845205569826,FALSE,0.625,0.625,FALSE
"UNH",0.157798123952363,FALSE,0.575,0.575,TRUE
"UPS",0.0401239124369936,FALSE,0.725,0.725,TRUE
"V",0.635682327403283,TRUE,0.525,0.525,TRUE
"VIRT",0.0971853056603486,FALSE,0.65,0.65,TRUE
"VZ",0.0867308359776389,FALSE,0.7,0.7,TRUE
"WB",0.0300192303650893,FALSE,0.725,0.725,FALSE
"WDAY",0.0782511890847322,FALSE,0.725,0.725,TRUE
"WMT",0.0988927849274756,FALSE,0.625,0.625,TRUE
"WORK",0.131894499615321,FALSE,0.875,0.875,FALSE
"XOM",0.0280325170688888,FALSE,0.65,0.65,TRUE
"XPEV",0.090378641784094,FALSE,0.525,0.525,TRUE
"ZM",0.00794785552804319,FALSE,0.65,0.65,TRUE
"ZS",0.0128640840201314,FALSE,0.6,0.6,TRUE
