"ticker","RepNo","CompanyName","ISIN","Exchange","Country","TRBC_Industry","rd_expense","revenue","fiscal_year_end","market_cap","pe_ratio_fy","beta_5y","volatility_30d","volatility_90d","volatility_260d","company_name","total_patents","ai_patents","patent_source","in_portfolio","total_net_exposure_usd","total_net_pct_ltp","n_funds","rd_intensity","fund_weight","patent_activity","revenue_growth","total_return","volatility","bloomberg_volatility","total_return_5yr","rd_quartile","patent_quartile","growth_quartile","volatility_quartile","innovation_score","innovation_quartile","innovation_label","holdings_n_funds","holdings_total_weight","holdings_total_value","total_fund_weight","total_position_value","industry","multiplier","ai_score","ai_quartile","ai_label","quality_innovators_weight","ai_concentrated_weight","balanced_growth_weight","discovery_quality_weight","discovery_ai_weight","discovery_tier","innovation_rank","ai_rank","combined_rank","strategic_profile","ai_exposure","innovation_exposure","anomaly_score","is_anomaly","rd_score_norm","patent_score_norm","growth_score_norm","stability_score_norm","ai_score_aggressive","high_growth","high_volatility","has_rd","not_ai_leader","high_potential_flag","unicorn_tier","ai_label_aggressive"
"9984","A4C3E","SoftBank Group Corp","JP3436100006","TYO","JPN","Wireless Telecommunications Services (NEC)",652692.9,7243752,"2025-03-31",21756430,19.548360824585,1.85672998428345,0.741869413849068,0.74694397585729,0.675840128744238,"9984",2,0,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,2,0.0830967104993761,0.1,0.675840128744238,NA,NA,NA,1,2,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",101,101,101,"Underperformer","Low","Low",0.187449462982218,FALSE,NA,25,50,100,NA,FALSE,TRUE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"AAPL","05680","Apple Inc","US0378331005","NASD","USA","Phones & Smart Phones",34550,416161,"2025-09-27",3714197,33.9880599975586,1.11644995212555,0.201058796821383,0.240561365606823,0.32165721934951,"Apple Inc.",38288,5035,"USPTO Only",FALSE,0,0,0,0.00930214525508475,0.00552486187845304,38288,0.187644900660962,0.1,0.32165721934951,NA,NA,2,4,3,3,0.75,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.75,4,"AI Leader",0,0,0,0,0,"Tier 2: Strong Candidates",19,19,19,"AI Pioneer","High","High",0.119191839092086,FALSE,50,100,75,50,70,TRUE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"ABBV","E2F10","AbbVie Inc","US00287Y1091","NYSE","USA","Pharmaceuticals (NEC)",9096,61160,"2025-12-31",366452.1875,87.752067565918,0.381839990615845,0.251762063260096,0.271225612048484,0.272588154422509,"ABBV",228,0,"USPTO Only",FALSE,0,0,0,0.0248217920653018,0.00552486187845304,228,0.27386889886111,0.1,0.272588154422509,NA,NA,2,2,4,4,0.7,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.7,3,"AI Adopter",0,0,0,0,0,"Tier 3: Watch List",29,29,29,"Balanced Performer","Medium","Medium",0.0837234803126001,FALSE,50,50,100,25,66.25,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Adopter"
"ABT","0091N","Abbott Laboratories","US0028241000","NYSE","USA","Medical Equipment, Supplies & Distribution (NEC)",2889,44328,"2025-12-31",182160.5,28.087459564209,0.771719992160797,0.580972719763702,0.611282455021878,0.782291478195219,"ABT",1010,16,"USPTO Only",FALSE,0,0,0,0.0158596402622962,0.00552486187845304,1010,0.00217152973636985,0.1,0.782291478195219,NA,NA,2,3,2,1,0.525,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.525,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",73,73,73,"Underperformer","Low","Low",0.0553655485306524,FALSE,50,75,50,100,62.5,FALSE,TRUE,TRUE,TRUE,FALSE,"Monitor","AI Adopter"
"ADBE","01010","Adobe Inc","US00724F1012","NASD","USA","Application Software",4294,23769,"2025-11-28",96711.859375,14.2083797454834,1.53639996051788,0.400375381805022,0.363927813834161,0.343104976301943,"ADBE",32,0,"USPTO Only",FALSE,0,0,0,0.0443999322084174,0.00552486187845304,32,0.28303063865751,0.1,0.343104976301943,NA,NA,3,2,4,3,0.725,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.725,3,"AI Adopter",0,0,0,0,0,"Tier 2: Strong Candidates",24,24,24,"Balanced Performer","Medium","Medium",0.0784309677709762,FALSE,75,50,100,50,76.25,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Leader (Aggressive)"
"AFRM","07881","Affirm Holdings Inc","US00827B1061","NASD","USA","Financial Technology (Fintech) (NEC)",450.198896484375,3224.412,"2025-06-30",15006.6298828125,294.386688232422,3.66943001747131,0.606678079866921,0.596395167889155,0.716972992562181,"AFRM",0,0,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,0,0.255101962201297,0.1,0.716972992562181,NA,NA,NA,1,4,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",102,102,102,"Underperformer","Low","Low",0.107126925381408,FALSE,NA,25,100,100,NA,TRUE,TRUE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"AMAT","05840","Applied Materials Inc","US0382221051","NASD","USA","Semiconductor Machinery Manufacturing",8793.3571875,12.14968,"2025-12-31",293111.90625,42.6445808410645,1.60948002338409,0.241110276600077,0.442295294446035,0.40712037077268,"AMAT",6221,140,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,6221,0.155991507787257,0.1,0.40712037077268,NA,NA,NA,3,3,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",103,103,103,"Underperformer","Low","Low",0.0156469302654617,FALSE,NA,75,75,50,NA,FALSE,FALSE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"AMD","0147N","Advanced Micro Devices Inc","US0079031078","NASD","USA","Semiconductors (NEC)",2.29337,0.10217,"2025-12-31",359130.59375,84.4137191772461,1.94209003448486,0.322175115564216,0.351726235076744,0.485446033395315,"AMD Inc.",12971,2805,"USPTO Only",FALSE,0,0,0,0.00000638589426774505,0.00552486187845304,12971,0.0386992992833257,0.1,0.485446033395315,NA,NA,1,4,2,2,0.575,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.575,2,"AI Follower",0,0,0,0,0,"Tier 4: Monitor",58.5,58.5,58.5,"Underperformer","Low","Low",0.0160174063538704,FALSE,25,100,50,75,57.5,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Follower"
"AMT","A1AD8","American Tower Corp","US03027X1000","NYSE","USA","Specialized REITs (NEC)",2338.860234375,10644.6,"2025-12-31",77962.0078125,30.9978008270264,0.943220019340515,0.610426477266638,0.807747124994184,0.971651082805588,"AMT",2059,115,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,2059,0.199518154468387,0.1,0.971651082805588,NA,NA,NA,3,3,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",104,104,104,"Underperformer","Low","Low",0.141061007269285,FALSE,NA,75,75,100,NA,TRUE,TRUE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"AMZN","A13EF","Amazon.com Inc","US0231351067","NASD","USA","Internet & Mail Order Department Stores",108521,716924,"2025-12-31",2272690,29.5118408203125,1.38712000846863,0.269202211758676,0.29227815566258,0.351062066962063,"Amazon.com Inc.",22269,2463,"USPTO Only",FALSE,0,0,0,0.0477500231003788,0.00552486187845304,22269,0.10576517386362,0.1,0.351062066962063,NA,NA,3,4,3,3,0.825,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.825,4,"AI Leader",0,0,0,0,0,"Tier 1: Top 10 Opportunities",6,6,6,"AI Pioneer","High","High",0.0945087589105768,FALSE,75,100,75,50,76.25,FALSE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"ANET","EEDC5","Arista Networks Inc","US0404132054","NYSE","USA","Communications & Networking (NEC)",1237.3,9005.7,"2025-12-31",169645.203125,49.0494194030762,1.43757998943329,0.522389416541537,0.532243973340816,0.53282585795188,"ANET",2093,147,"USPTO Only",FALSE,0,0,0,0.00729345703390339,0.00552486187845304,2093,0.170242909807712,0.1,0.53282585795188,NA,NA,1,3,3,2,0.55,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.55,2,"AI Follower",0,0,0,0,0,"Tier 4: Monitor",63.5,63.5,63.5,"Underperformer","Low","Low",0.0142386479313528,FALSE,25,75,75,75,62.5,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Adopter"
"ANT","0BBEA","Anteros Metals Inc","CA0369341072","CNQ","CAN","Diversified Mining",0.0567006003856659,0.283503001928329,"2025-09-30",1.89002001285553,NA,1,1.55555382672407,4.1781998828205,2.75507776982813,"ANT",73763,4916,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,73763,0.293126879166812,0.1,2.75507776982813,NA,NA,NA,4,4,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",105,105,105,"Underperformer","Low","Low",0.661652819132536,TRUE,NA,100,100,100,NA,TRUE,TRUE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"APD","0177N","Air Products and Chemicals Inc","US0091581068","NYSE","USA","Industrial Gases",96.3,12037.3,"2025-09-30",64590.28125,NA,0.820689976215363,0.239957191275513,0.271107015360695,0.287356220577716,"APD",120,1,"USPTO Only",FALSE,0,0,0,0.00149093637829608,0.00552486187845304,120,0.203817707020789,0.1,0.287356220577716,NA,NA,1,2,4,4,0.625,2,"Developing",NA,0,NA,0,0,"Unknown",1,0.625,2,"AI Follower",0,0,0,0,0,"Tier 3: Watch List",45.5,45.5,45.5,"Underperformer","Low","Low",0.0401044194447275,FALSE,25,50,100,25,60,TRUE,FALSE,TRUE,TRUE,FALSE,"Growth Candidate","AI Follower"
"APH","07323","An Phat Holdings JSC","VN000000APH7","HCM","VNM","Plastics",40972.56,10741288.12986,"2025-12-31",1365752,8.3516902923584,1.28322994709015,0.343069806644034,0.354671094363755,0.375783322355677,"APH",20461,1854,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,20461,0.126595369633287,0.1,0.375783322355677,NA,NA,NA,4,3,3,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",106,106,106,"Underperformer","Low","Low",0.0436492332026613,FALSE,NA,100,75,50,NA,FALSE,FALSE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"APO","0E0AE","Asian Palm Oil PCL","THB886010008","BAK","THA","Starch, Vegetable Fat & Oil Manufacturing",22.8479992675781,2098.51919,"2025-12-31",761.599975585938,4.43669986724854,1,0.81364612307881,0.716809600871042,0.534276702542516,"APO",17758,1567,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,17758,-0.0438083623535931,0.1,0.534276702542516,NA,NA,NA,4,1,2,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",107,107,107,"Underperformer","Low","Low",0.0540847093273808,FALSE,NA,100,25,75,NA,FALSE,TRUE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"ARES","EED76","Ares Management Corp","US03990B1017","NYSE","USA","Investment Management",1052.6651953125,5601.482,"2025-12-31",35088.83984375,60.3560218811035,1.55737996101379,0.512929423843522,0.547475165772538,0.478844845366805,"ARES",2250,57,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,2250,0.0220873477868736,0.1,0.478844845366805,NA,NA,NA,3,2,2,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",108,108,108,"Underperformer","Low","Low",0.027090070251022,FALSE,NA,75,50,75,NA,FALSE,FALSE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"ASAN","033A4","Asana Inc","US04342Y1047","NYSE","USA","Application Software",300.366,790.806,"2026-01-31",1440.43298339844,NA,1.10695004463196,0.52985506819613,0.554966427238794,0.612841726169419,"ASAN",560,34,"USPTO Only",FALSE,0,0,0,0.208524800155118,0.00552486187845304,560,0.166970605868846,0.1,0.612841726169419,NA,NA,4,2,3,1,0.65,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.65,3,"AI Adopter",0,0,0,0,0,"Tier 3: Watch List",37,37,37,"Balanced Performer","Medium","Medium",0.05194749971661,FALSE,100,50,75,100,80,FALSE,TRUE,TRUE,TRUE,FALSE,"Monitor","AI Leader (Aggressive)"
"ASML","A1BEF","ASML Holding NV (ADR)","USN070592100","NASD","USA","Semiconductor Equipment & Testing (NEC)",4320.8,32667.3,"2025-12-31",545853.125,48.8075103759766,1.86444997787476,0.371262592005499,0.37630759242161,0.388874000709984,"ASML",5495,92,"USPTO Only",FALSE,0,0,0,0.00791568244662884,0.00552486187845304,5495,-0.0999044413678348,0.1,0.388874000709984,NA,NA,1,3,1,3,0.5,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.5,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",79,79,79,"Underperformer","Low","Low",0.0413329069563932,FALSE,25,75,25,50,38.75,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Laggard"
"AVGO","FA5AD","Broadcom Inc","US11135F1012","NASD","USA","Semiconductors (NEC)",10977,63887,"2025-11-02",1509460,66.9023971557617,1.24547004699707,0.375528717908827,0.371387560141991,0.483746716697375,"AVGO",5,0,"USPTO Only",FALSE,0,0,0,0.00727213705563579,0.00552486187845304,5,0.147663696017116,0.1,0.483746716697375,NA,NA,1,1,3,2,0.4,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.4,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",91.5,91.5,91.5,"Underperformer","Low","Low",0.0383675170057577,FALSE,25,25,75,75,52.5,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Follower"
"AXP","0409N","American Express Co","US0258161092","NYSE","USA","Consumer Credit Cards Services",6184.47,77654,"2025-12-31",206149,19.5277996063232,1.14401996135712,0.648978053299085,0.870861049382645,1.0479079853676,"AXP",207,4,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,207,0.150498137809336,0.1,1.0479079853676,NA,NA,NA,2,3,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",109,109,109,"Underperformer","Low","Low",0.148581646736588,FALSE,NA,50,75,100,NA,FALSE,TRUE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"AZN","049D4","AstraZeneca PLC (US)","GB0009895292","NYSE","USA","Pharmaceuticals (NEC)",13801,58739,"2025-12-31",292445.3125,28.5880603790283,0.41405001282692,0.165409187376692,0.230382993061267,0.263625547237699,"AZN",37,0,"USPTO Only",FALSE,0,0,0,0.0471917292228782,0.00552486187845304,37,0.276982276793569,0.1,0.263625547237699,NA,NA,3,2,4,4,0.775,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.775,4,"AI Leader",0,0,0,0,0,"Tier 2: Strong Candidates",13,13,13,"AI Pioneer","High","High",0.0960646984027658,FALSE,75,50,100,25,72.5,TRUE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"BA","A16E8","Boeing Co","US0970231058","NYSE","USA","Commercial Aircraft Manufacturing",3615,89463,"2025-12-31",156862.296875,80.5093307495117,1.12679004669189,0.445324482069961,0.51614519911965,0.389551958462807,"BA",357786,12881,"USPTO Only",FALSE,0,0,0,0.0230456908512612,0.00552486187845304,357786,0.200609025079757,0.1,0.389551958462807,NA,NA,2,4,4,3,0.8,4,"Leader",NA,0,NA,0,0,"Unknown",1,0.8,4,"AI Leader",0,0,0,0,0,"Tier 1: Top 10 Opportunities",8,8,8,"AI Pioneer","High","High",0.225271649759715,FALSE,50,100,100,50,80,TRUE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"BABA","030D1","Baba Eco Group Bhd","MYL03012O001","KUL","MYS","Appliances, Tools & Housewares (NEC)",2.88812828063965,32.86603,"2025-10-31",96.2709426879883,NA,1,NA,0.334918911042298,NA,"BABA",2563,229,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,2563,0.0426887997426093,0.1,NA,NA,NA,NA,3,2,NA,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",110,110,110,"Underperformer","Low","Low",0.0988314025581538,FALSE,NA,75,50,NA,NA,FALSE,NA,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"BAC","028FC","Bactech Environmental Corp","CA0704902067","CNQ","CAN","Mining Support Services & Equipment (NEC)",0.285444288253784,1.42722144126892,"2025-12-31",9.51480960845947,NA,-0.205219998955727,1.31214649140098,1.49756913834972,1.19984060051823,"BAC",7451,90,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,7451,0.187862916942686,0.1,1.19984060051823,NA,NA,NA,3,3,1,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",111,111,111,"Underperformer","Low","Low",0.181565578769041,FALSE,NA,75,75,100,NA,TRUE,TRUE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"BAM","0E019","BROOKFIELD ASSET MANAGEMENT LTD","CA1130041058","NYSE","USA","Investment Management & Fund Operators (NEC)",2146.868671875,4662,"2025-12-31",71562.2890625,28.6315307617188,1,0.270095977912913,0.331091320667237,0.309345530396306,"BAM",1925,29,"USPTO Only",FALSE,0,0,0,NA,0.00552486187845304,1925,-0.0403711790218949,0.1,0.309345530396306,NA,NA,NA,3,1,4,NA,NA,"Emerging",NA,0,NA,0,0,"Unknown",1,NA,NA,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",112,112,112,"Underperformer","Low","Low",0.0472669289179566,FALSE,NA,75,25,25,NA,FALSE,FALSE,FALSE,TRUE,FALSE,"Monitor","AI Laggard"
"BIDU","AAE7D","Baidu Inc (ADR)","US0567521085","NASD","USA","Search Engines",20433,129079,"2025-12-31",39739.91015625,58.68212890625,0.411379992961884,0.339452544962234,0.494015554183414,0.46974436633588,"BIDU",0,0,"USPTO Only",FALSE,0,0,0,0.514168248485243,0.00552486187845304,0,-0.0883656724356115,0.1,0.46974436633588,NA,NA,4,1,1,2,0.525,1,"Emerging",NA,0,NA,0,0,"Unknown",1,0.525,1,"AI Laggard",0,0,0,0,0,"Tier 4: Monitor",73,73,73,"Underperformer","Low","Low",0.0462125612478409,FALSE,100,25,25,75,51.25,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Laggard"
"BILI","02852","Bilibili Inc - ADR","US0900401060","NASD","USA","Online Services (NEC)",3533.488,30347.766,"2025-12-31",7970.5439453125,61.078498840332,0.842890024185181,0.514872627660943,0.556731639271237,0.527539882309904,"BILI",11026,747,"USPTO Only",FALSE,0,0,0,0.443318301014833,0.00552486187845304,11026,-0.0457144811749458,0.1,0.527539882309904,NA,NA,4,3,1,2,0.675,3,"Strong",NA,0,NA,0,0,"Unknown",1,0.675,3,"AI Adopter",0,0,0,0,0,"Tier 3: Watch List",33.5,33.5,33.5,"Balanced Performer","Medium","Medium",0.0720142141446392,FALSE,100,75,25,75,61.25,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Follower"
