"ticker","quality_innovators_weight","ai_concentrated_weight","balanced_growth_weight","innovation_score","ai_score"
"SPOT",0,0,0.000237364907747287,0.7,0.7
"STNE",0,0,0,0.525,0.525
"STT",0,0,-0.00101084979756411,0.625,0.625
"T",0,0,-0.00204150288104184,0.675,0.675
"TEAM",0,0,0,0.5,0.5
"TM",0,-0.000759152157167096,-0.000759152157167096,0.825,0.825
"TME",0,0,0.0000953717386194495,0.7,0.7
"TMO",0,0,0.0114466729860855,0.625,0.625
"TOST",0,0,0.000165625361153625,0.625,0.625
"TSLA",0,0,0,0.325,0.325
"TSM",0.0286827471824247,0.0286827471824247,0.0286827471824247,0.825,0.825
"TTE",-0.000606882827235177,-0.000606882827235177,-0.000606882827235177,0.8,0.8
"TW",0.0114528946350465,0.0114528946350465,0.0114528946350465,0.75,0.75
"TWLO",0,0,-0.00192586863304167,0.7,0.7
"TXN",0.0000465467620466341,0.0000465467620466341,0.0000465467620466341,0.825,0.825
"UNH",0,0,0,0.575,0.575
"UPS",-0.0047450187463986,-0.0047450187463986,-0.0047450187463986,0.725,0.725
"V",0,0,0,0.525,0.525
"VIRT",0,0,-0.000911129661201889,0.65,0.65
"VZ",0,0,-0.00578299269627609,0.7,0.7
"WDAY",0.000446336557320105,0.000446336557320105,0.000446336557320105,0.725,0.725
"WMT",0,0,-0.00826820865397317,0.625,0.625
"XOM",0,0,-0.000437573751852817,0.65,0.65
"XPEV",0,0,0,0.525,0.525
"ZM",0,0,-0.0000612218346017426,0.65,0.65
"ZS",0,0,0,0.6,0.6
