"ticker","ai_score","innovation_score","ai_quartile","innovation_quartile","ai_label","innovation_label","in_portfolio"
"CME",0.325,0.325,1,1,"AI Laggard","Emerging",TRUE
"COIN",0.525,0.525,1,1,"AI Laggard","Emerging",TRUE
"CRM",0.625,0.625,2,2,"AI Follower","Developing",TRUE
"CRWD",0.525,0.525,1,1,"AI Laggard","Emerging",TRUE
"CSCO",0.625,0.625,2,2,"AI Follower","Developing",TRUE
"CVX",0.325,0.325,1,1,"AI Laggard","Emerging",TRUE
"DDOG",0.525,0.525,1,1,"AI Laggard","Emerging",TRUE
"DE",0.825,0.825,4,4,"AI Leader","Leader",TRUE
"DIS",0.55,0.55,2,2,"AI Follower","Developing",TRUE
"DOCU",0.675,0.675,3,3,"AI Adopter","Strong",TRUE
"DUK",0.775,0.775,4,4,"AI Leader","Leader",TRUE
"FSLY",0.575,0.575,2,2,"AI Follower","Developing",TRUE
"GE",0.775,0.775,4,4,"AI Leader","Leader",TRUE
"GOOGL",0.925,0.925,4,4,"AI Leader","Leader",TRUE
"GRAB",0.675,0.675,3,3,"AI Adopter","Strong",TRUE
"GS",0.725,0.725,3,3,"AI Adopter","Strong",TRUE
"HD",0.675,0.675,3,3,"AI Adopter","Strong",TRUE
"HMC",0.425,0.425,1,1,"AI Laggard","Emerging",FALSE
"HOOD",0.575,0.575,2,2,"AI Follower","Developing",TRUE
"HSBC",0.475,0.475,1,1,"AI Laggard","Emerging",FALSE
"HTHIY",0.525,0.525,2,2,"AI Follower","Developing",FALSE
"HUBS",0.65,0.65,3,3,"AI Adopter","Strong",TRUE
"IBM",0.875,0.875,4,4,"AI Leader","Leader",TRUE
"IBN",0.575,0.575,2,2,"AI Follower","Developing",FALSE
"ICE",0.775,0.775,4,4,"AI Leader","Leader",FALSE
"INF",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"INFY",0.35,0.35,1,1,"AI Laggard","Emerging",TRUE
"INTC",0.8,0.8,4,4,"AI Leader","Leader",TRUE
"IQ",0.8,0.8,4,4,"AI Leader","Leader",FALSE
"J",0.875,0.875,4,4,"AI Leader","Leader",TRUE
"JBL",0.375,0.375,1,1,"AI Laggard","Emerging",TRUE
"JD",0.775,0.775,4,4,"AI Leader","Leader",TRUE
"JNJ",0.65,0.65,3,3,"AI Adopter","Strong",TRUE
"JPM",0.625,0.625,2,2,"AI Follower","Developing",TRUE
"KKR",0.45,0.45,1,1,"AI Laggard","Emerging",TRUE
"KO",0.775,0.775,4,4,"AI Leader","Leader",TRUE
"KSPI",0.5,0.5,1,1,"AI Laggard","Emerging",TRUE
"LI",0.75,0.75,4,4,"AI Leader","Leader",TRUE
"LIN",0.475,0.475,1,1,"AI Laggard","Emerging",TRUE
"LLY",0.65,0.65,3,3,"AI Adopter","Strong",TRUE
"LMT",0.525,0.525,1,1,"AI Laggard","Emerging",TRUE
"LRCX",0.525,0.525,2,2,"AI Follower","Developing",TRUE
"MA",0.825,0.825,4,4,"AI Leader","Leader",TRUE
"MC",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"MCD",0.65,0.65,3,3,"AI Adopter","Strong",TRUE
"MCO",0.525,0.525,2,2,"AI Follower","Developing",TRUE
"MELI",0.475,0.475,1,1,"AI Laggard","Emerging",TRUE
"META",0.475,0.475,1,1,"AI Laggard","Emerging",TRUE
"MFG",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"MITSY",0.525,0.525,2,2,"AI Follower","Developing",FALSE
"MKTX",0.625,0.625,2,2,"AI Follower","Developing",TRUE
"MMM",0.475,0.475,1,1,"AI Laggard","Emerging",TRUE
"MQ",0.425,0.425,1,1,"AI Laggard","Emerging",TRUE
"MRK",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"MS",0.625,0.625,2,2,"AI Follower","Developing",TRUE
"MSCI",0.625,0.625,2,2,"AI Follower","Developing",TRUE
"MSFT",0.825,0.825,4,4,"AI Leader","Leader",TRUE
"MU",0.6,0.6,2,2,"AI Follower","Developing",TRUE
"NDAQ",0.525,0.525,1,1,"AI Laggard","Emerging",TRUE
"NEE",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"NET",0.725,0.725,4,4,"AI Leader","Leader",TRUE
"NFLX",0.65,0.65,3,3,"AI Adopter","Strong",TRUE
"NIO",0.75,0.75,4,4,"AI Leader","Leader",FALSE
"NJDCY",0.625,0.625,2,2,"AI Follower","Developing",FALSE
"NOW",0.825,0.825,4,4,"AI Leader","Leader",TRUE
"NSRGY",0.5,0.5,1,1,"AI Laggard","Emerging",FALSE
"NTES",0.875,0.875,4,4,"AI Leader","Leader",FALSE
"NTRS",0.625,0.625,2,2,"AI Follower","Developing",TRUE
"NU",0.875,0.875,4,4,"AI Leader","Leader",TRUE
"NVDA",0.5,0.5,1,1,"AI Laggard","Emerging",TRUE
"NVO",0.65,0.65,3,3,"AI Adopter","Strong",FALSE
"NVS",0.625,0.625,3,3,"AI Adopter","Strong",TRUE
"OKTA",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"OR",0.775,0.775,4,4,"AI Leader","Leader",TRUE
"ORCL",0.6,0.6,2,2,"AI Follower","Developing",TRUE
"PAGS",0.35,0.35,1,1,"AI Laggard","Emerging",TRUE
"PANW",0.6,0.6,2,2,"AI Follower","Developing",TRUE
"PCOR",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"PDD",0.675,0.675,3,3,"AI Adopter","Strong",TRUE
"PFE",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"PG",0.725,0.725,4,4,"AI Leader","Leader",TRUE
"PYPL",0.675,0.675,3,3,"AI Adopter","Strong",TRUE
"QCOM",0.575,0.575,2,2,"AI Follower","Developing",TRUE
"RELIANCE",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"RKUNY",0.675,0.675,3,3,"AI Adopter","Strong",FALSE
"RMSG",0.525,0.525,2,2,"AI Follower","Developing",FALSE
"RTX",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"SAIL",0.525,0.525,2,2,"AI Follower","Developing",TRUE
"SAP",0.725,0.725,4,4,"AI Leader","Leader",TRUE
"SE",0.775,0.775,4,4,"AI Leader","Leader",TRUE
"SFTBF",0.325,0.325,1,1,"AI Laggard","Emerging",TRUE
"SHEL",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"SHOP",0.625,0.625,3,3,"AI Adopter","Strong",TRUE
"SIEGY",0.5,0.5,1,1,"AI Laggard","Emerging",FALSE
"SMCAY",0.525,0.525,2,2,"AI Follower","Developing",FALSE
"SMCI",0.55,0.55,2,2,"AI Follower","Developing",TRUE
"SMFG",0.425,0.425,1,1,"AI Laggard","Emerging",FALSE
"SNOW",0.775,0.775,4,4,"AI Leader","Leader",TRUE
"SNPS",0.45,0.45,1,1,"AI Laggard","Emerging",TRUE
"SNY",0.8,0.8,4,4,"AI Leader","Leader",FALSE
"SOFI",0.325,0.325,1,1,"AI Laggard","Emerging",TRUE
"SONY",0.825,0.825,4,4,"AI Leader","Leader",FALSE
"SPGI",0.55,0.55,2,2,"AI Follower","Developing",TRUE
"SPOT",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"SQM",0.45,0.45,1,1,"AI Laggard","Emerging",FALSE
"SSDOY",0.425,0.425,1,1,"AI Laggard","Emerging",FALSE
"STNE",0.525,0.525,2,2,"AI Follower","Developing",TRUE
"STT",0.625,0.625,3,3,"AI Adopter","Strong",TRUE
"T",0.675,0.675,3,3,"AI Adopter","Strong",TRUE
"TAK",0.9,0.9,4,4,"AI Leader","Leader",FALSE
"TCOM",0.725,0.725,4,4,"AI Leader","Leader",FALSE
"TEAM",0.5,0.5,1,1,"AI Laggard","Emerging",TRUE
"TM",0.825,0.825,4,4,"AI Leader","Leader",TRUE
"TME",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"TMO",0.625,0.625,3,3,"AI Adopter","Strong",TRUE
"TOST",0.625,0.625,3,3,"AI Adopter","Strong",TRUE
"TSLA",0.325,0.325,1,1,"AI Laggard","Emerging",TRUE
"TSM",0.825,0.825,4,4,"AI Leader","Leader",TRUE
"TTDKY",0.375,0.375,1,1,"AI Laggard","Emerging",FALSE
"TTE",0.8,0.8,4,4,"AI Leader","Leader",TRUE
"TW",0.75,0.75,4,4,"AI Leader","Leader",TRUE
"TWLO",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"TXN",0.825,0.825,4,4,"AI Leader","Leader",TRUE
"UL",0.625,0.625,3,3,"AI Adopter","Strong",FALSE
"UNH",0.575,0.575,2,2,"AI Follower","Developing",TRUE
"UPS",0.725,0.725,4,4,"AI Leader","Leader",TRUE
"V",0.525,0.525,2,2,"AI Follower","Developing",TRUE
"VIRT",0.65,0.65,3,3,"AI Adopter","Strong",TRUE
"VZ",0.7,0.7,3,3,"AI Adopter","Strong",TRUE
"WB",0.725,0.725,4,4,"AI Leader","Leader",FALSE
"WDAY",0.725,0.725,4,4,"AI Leader","Leader",TRUE
"WMT",0.625,0.625,3,3,"AI Adopter","Strong",TRUE
"WORK",0.875,0.875,4,4,"AI Leader","Leader",FALSE
"XOM",0.65,0.65,3,3,"AI Adopter","Strong",TRUE
"XPEV",0.525,0.525,2,2,"AI Follower","Developing",TRUE
"ZM",0.65,0.65,3,3,"AI Adopter","Strong",TRUE
"ZS",0.6,0.6,2,2,"AI Follower","Developing",TRUE
