"ticker","anomaly_score","is_anomaly","ai_score","innovation_score","in_portfolio"
"UNH",0.178472968071219,FALSE,NA,NA,FALSE
"UPS",0.0183691046930339,FALSE,NA,NA,FALSE
"V",0.647683616937631,TRUE,NA,NA,FALSE
"VIRT",0.0199275732633965,FALSE,NA,NA,FALSE
"VZ",0.0410502497526664,FALSE,NA,NA,FALSE
"WB",0.0718290703556476,FALSE,0.725,0.725,FALSE
"WDAY",0.00593877329472203,FALSE,0.5,0.5,FALSE
"WMT",0.0386024290901161,FALSE,NA,NA,FALSE
"WORK",0.0636004329313196,FALSE,NA,NA,FALSE
"XOM",0.0685196814764202,FALSE,0.7,0.7,FALSE
"XPEV",0.0972115285936031,FALSE,0.475,0.475,FALSE
"ZM",0.0176983498368007,FALSE,0.7,0.7,FALSE
"ZS",0.0370811220623573,FALSE,0.525,0.525,FALSE
