Ticker,Tot.Ret.Idx.Gross,Last.Price,Volume,Mkt.Cap,R.D.Exp,Patents...Trademarks...Copy.Rgt,Number.of.Employees,GM,Rev...1.Yr.Gr,Volatil.360D,BEst.Analyst.Rtg,GICS.Ind.Grp.Name,Tot...Hldg.in.Port,Top.10.as.of.Dt,BEst.Target.Px,Rec.Consensus,Earnings.Conference.Call.Date,Tot.Analyst.Rec,News.Sent,Percent.Change.in.Institutional.Holdings,Shrt.Int,fund_id,fund_name,fund_weight,dumac_allocation,as_of_date,shares_held,position_value,fund_weight_raw,abs_weight
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.001227757,0.013157895,12/31/2024,-62749.07076,-337590.0007,-0.001227757,0.001227757
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1922841,Direct: Short Strategy 1a (Blackwell),-0.011478844,0.013157895,12/31/2024,-99179.76222,-257867.3818,-0.011478844,0.011478844
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002379322,0.013157895,12/31/2024,-251626.8649,-654229.8488,-0.002379322,0.002379322
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1257479,Gladstone Capital Management LLP (Blackwell - Series E),-0.003442138,0.013157895,12/31/2024,-7219.436277,-762444.6652,-0.003442138,0.003442138
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:3428225,Permian Investment Partners (Blackwell - Series E),-0.001887374,0.013157895,12/31/2024,-3623.394149,-382666.6561,-0.001887374,0.001887374
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1249027,Sylebra Capital Limited (Blackwell - Series A),-0.006728035,0.013157895,12/31/2024,-7161.368347,-756312.1111,-0.006728035,0.006728035
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002716084,0.013157895,12/31/2024,-18016.46558,-744800.687,-0.002716084,0.002716084
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:3356011,Numerai GP LLC (Blackwell - Series A),-1.79E-04,0.013157895,12/31/2024,-541.1250658,-22370.11022,-1.79E-04,1.79E-04
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.003213822,0.013157895,12/31/2024,-15278.14682,-883688.0122,-0.003213822,0.003213822
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-3.54E-05,0.013157895,12/31/2024,-8466.2914,-9736.23511,-3.54E-05,3.54E-05
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:2237801,Paradigm BioCapital Advisors (Blackwell - Series A),-0.003300099,0.013157895,12/31/2024,-66290.20331,-9763221.143,-0.003300099,0.003300099
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:2259161,Parsifal Capital Management (Blackwell - Series A),0.003215804,0.013157895,12/31/2024,167.1827471,-4025259.003,0.003215804,0.003215804
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",2.41E-06,0.013157895,12/31/2024,0,316.0476745,2.41E-06,2.41E-06
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.008995351,0.013157895,12/31/2024,6186.787939,1126552.216,0.008995351,0.008995351
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:3356011,Numerai GP LLC (Blackwell - Series A),1.44E-04,0.013157895,12/31/2024,1735.780091,18017.39734,1.44E-04,1.44E-04
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1985471,"Tiger Global Private Investment Partners XII, L.P.",5.85E-10,0.013157895,12/31/2024,0.009999999,0.009999999,5.85E-10,5.85E-10
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",1.18E-04,0.013157895,12/31/2024,7.34E-05,15503.99431,1.18E-04,1.18E-04
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:3356011,Numerai GP LLC (Blackwell - Series A),3.55E-04,0.013157895,12/31/2024,146.2958163,44441.74308,3.55E-04,3.55E-04
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1971799,Direct: Negative CF NI Short (Blackwell - Series A),-0.013996935,0.013157895,12/31/2024,-10129.14262,-306507.8556,-0.013996935,0.013996935
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1670735,Direct: Opportunistic Highly Levered (Blackwell),-0.009870533,0.013157895,12/31/2024,-7493.489776,-226753.0006,-0.009870533,0.009870533
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002401256,0.013157895,12/31/2024,-21819.59257,-660260.8711,-0.002401256,0.002401256
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:3356011,Numerai GP LLC (Blackwell - Series A),3.47E-04,0.013157895,12/31/2024,1436.975123,43482.86721,3.47E-04,3.47E-04
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:3356011,Numerai GP LLC (Blackwell - Series A),7.84E-04,0.013157895,12/31/2024,13670.46852,98153.96397,7.84E-04,7.84E-04
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:2184853,"BWCP, LP (Blackwell Series - A)",-0.015001764,0.013157895,12/31/2024,-8420.84911,-2027487.84,-0.015001764,0.015001764
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",4.61E-05,0.013157895,12/31/2024,2.45E-05,6050.917136,4.61E-05,4.61E-05
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:3356011,Numerai GP LLC (Blackwell - Series A),-3.23E-04,0.013157895,12/31/2024,-167.7600674,-40391.59142,-3.23E-04,3.23E-04
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1257479,Gladstone Capital Management LLP (Blackwell - Series E),-0.018914827,0.013157895,12/31/2024,-65669.20159,-4189695.062,-0.018914827,0.018914827
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.003192042,0.013157895,12/31/2024,6265.866759,399762.2992,0.003192042,0.003192042
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.002246575,0.013157895,12/31/2024,5481.291898,281354.7131,0.002246575,0.002246575
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",0.002972558,0.013157895,12/31/2024,0.001353746,390265.4601,0.002972558,0.002972558
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.001990982,0.013157895,12/31/2024,429.8498696,249226.9544,0.001990982,0.001990982
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:682011,"Coliseum Capital Management, LLC (Blackwell - Series A)",0.002087974,0.013157895,12/31/2024,361824.419,408861.5935,0.002087974,0.002087974
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1670735,Direct: Opportunistic Highly Levered (Blackwell),-0.009813366,0.013157895,12/31/2024,-5619.135554,-225439.7184,-0.009813366,0.009813366
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",0.062937598,0.013157895,12/31/2024,431346.6351,17305627,0.062937598,0.062937598
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:2259161,Parsifal Capital Management (Blackwell - Series A),0.059382354,0.013157895,12/31/2024,303175.8137,12163413.64,0.059382354,0.059382354
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:3356011,Numerai GP LLC (Blackwell - Series A),-8.65E-04,0.013157895,12/31/2024,-2699.976842,-108323.0709,-8.65E-04,8.65E-04
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:461839,"Bridgewater Pure Alpha Fund II, Ltd.",4.02E-05,0.013157895,12/31/2024,1.63E-05,5278.59866,4.02E-05,4.02E-05
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-0.002447101,0.013157895,12/31/2024,-5501.32221,-672866.7195,-0.002447101,0.002447101
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:3356011,Numerai GP LLC (Blackwell - Series A),-2.13E-04,0.013157895,12/31/2024,-909.4064258,-26718.36079,-2.13E-04,2.13E-04
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:682011,"Coliseum Capital Management, LLC (Blackwell - Series A)",0.010817502,0.013157895,12/31/2024,419456.4635,2118255.14,0.010817502,0.010817502
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1249015,"Nantahala Capital Mangement, LLC (Blackwell - Series A)",-3.02E-04,0.013157895,12/31/2024,-16422.61932,-82934.22757,-3.02E-04,3.02E-04
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:3356011,Numerai GP LLC (Blackwell - Series A),0.001733473,0.013157895,12/31/2024,1018.987076,217095.1965,0.001733473,0.001733473
V US,322.56,323.235,1621680,6.32E+11,NA,4084,34100,NA,11.33997662,21.91587397,4.510204315,Financial Services,NA,#N/A Field Not Applicable,397.7631531,4.510204315,#N/A N/A,49,0.022329807,10.20996782,23894949,bf:1971799,Direct: Negative CF NI Short (Blackwell - Series A),-0.010070588,0.013157895,12/31/2024,-322.0231439,-220527.8894,-0.010070588,0.010070588
