"ticker","market_cap","rd_expense","patent_activity","industry","fund_weight","dumac_allocation","n_funds","rd_intensity","patent_productivity","industry_ai_multiplier","ai_patent_count_placeholder","ai_intensity_proxy","volatility_360d","revenue_growth","rd_intensity_score","patent_score","growth_score","stability_score","innovation_score","innovation_quartile","ai_intensity_score","ai_intensity_quartile","ai_rd_intensity","ai_patent_quality_proxy","ai_growth_momentum","ai_industry_multiplier","innovation_label","ai_label","strategic_position"
"SYN010",73442772471.8116,1668699296.83208,66,"Industrials",0.0325101879753638,0.0208828198844567,1,2.27210825608817,39.5517635354055,1.1,9,15.7,0.362979611172341,-0.0684998698532581,0.839359017538096,6.62207357859532,0,7.13939290124385,14.6,1,13,2,22.7210825608817,25283322.6792739,-0.147954398423302,1.1,"Q4 (Low)","Q3","Balanced"
"SYN011",33329735269.3044,661209307.926241,248,"Consumer",0.0306177790083457,0.0285562030749861,1,1.98384206350176,375.070340098214,1,48,17,0.294065857678652,-0.0822401055134833,0.732868115071982,24.8829431438127,0,9.21708350078724,34.8,3,9.5,1,19.8384206350176,2666166.56421871,-0.208696348366591,1,"Q2","Q4 (Low)","Balanced"
"SYN012",35890034540.0907,1011262782.19442,1,"Healthcare",0.0158422355814837,0.0156615419657901,1,2.81767012808192,0.988862655293238,1.3,0,12,0.486663436423987,-0.0592081876471639,1.04089973786486,0.100334448160535,0,3.410431583465,4.6,1,30.3,4,28.1767012808192,1011262782.19442,-0.10092360282084,1.2,"Q4 (Low)","Q1 (High)","AI Specialist (Low Overall)"
"SYN013",79110325145.768,1543562599.03777,47,"Healthcare",0.0115408542423975,0.00649716030759737,1,1.95115188339021,30.4490404401473,1.3,5,2.7,0.380133322696201,0.184523613192141,0.720791753461124,4.71571906354515,12.4283620999549,6.62222320182139,24.5,2,18.4,4,19.5115188339021,32841757.4263355,0.384317447820417,1.2,"Q3","Q1 (High)","AI Specialist (Low Overall)"
"SYN014",37089169864.7756,360206836.974015,281,"Healthcare",0.0411660965608899,0.0175740620866418,1,0.971191424039155,780.10734710255,1.3,40,15,0.243179317703471,-0.0683445082977414,0.358776101326961,28.1939799331104,0,10.7512690644774,39.3,4,14.1,3,9.71191424039154,1281874.86467621,-0.199151011649238,1.2,"Q1 (High)","Q2","Balanced"
"SYN015",29032932534.3482,1985512509.75858,230,"Energy",0.0287635481772013,0.0205284114673268,1,6.83882865573282,115.839108980464,0.8,55,19.3,0.208685026760213,-0.00941061405465007,2.52639061949328,23.0769230769231,0,11.791242370202,37.4,3,9.9,1,68.3882865573281,8632663.08590687,-0.0304861371263085,0.9,"Q2","Q4 (Low)","Balanced"
"SYN016",26801339853.7878,1912720180.52358,246,"Consumer",0.0453218468402047,0.0122121596934739,1,7.13665880496366,128.612644183354,1,60,17,0.301843271497637,0.290310713835061,2.63641462573779,24.6822742474916,19.553522774787,8.98260114042728,55.9,4,16.4,3,71.3665880496365,7775285.28668122,0.722447616836027,1,"Q1 (High)","Q2","Balanced"
"SYN017",3665057857.75371,1035051097.30503,76,"Financials",0.0304801478784066,0.0290345231157262,1,28.2410575078725,73.4263266788297,0.8,6,17.5,0.184591554943472,-0.0902536924928427,10.4327727200148,7.62541806020067,0,12.5176398941533,30.6,2,16.4,3,282.410575078726,13619093.3855925,-0.317134120549605,0.9,"Q3","Q2","Balanced"
"SYN018",65972976928.8097,243644644.790562,35,"Energy",0.0108365010544658,0.0158496554328594,1,0.369309763076896,143.651833719088,0.8,5,11.1,0.563586851488799,0.180512078758329,0.136429801614893,3.51170568561873,12.1581701084945,1.09125655290204,16.9,1,9,1,3.69309763076895,6961275.56544463,0.272024797286654,0.9,"Q4 (Low)","Q4 (Low)","Balanced"
"SYN019",74931210404.0291,1126549166.56017,40,"Financials",0.04113727723388,0.00206960766995326,1,1.50344450661589,35.506661570872,0.8,6,18.4,0.290217003575526,-0.062930163834244,0.555400306876065,4.0133779264214,0,9.33312315301443,13.9,1,7.8,1,15.0344450661589,28163729.1640042,-0.161269660874898,0.9,"Q4 (Low)","Q4 (Low)","Balanced"
"SYN020",63483405271.7779,75869073.8012083,126,"Consumer",0.0331619715436827,0.018604847171111,1,0.119510088465492,1660.7557425855,1,29,12.3,0.415355943399481,0.0974721455015242,0.044149147590103,12.6421404682274,6.56511704922559,5.56029137810801,24.8,2,10.8,2,1.19510088465492,602135.506358796,0.189135580466117,1,"Q3","Q3","Balanced"
"SYN021",6397291841.45108,1908197406.95623,110,"Consumer",0.0224459631345235,0.0246815056977794,1,29.8282062824165,57.6460273968517,1,9,15.3,0.568550153309479,0.24357275897637,11.0190950488064,11.0367892976589,16.4055450349934,0.94161725722112,39.4,4,23.2,4,298.282062824165,17347249.1541475,0.364329822931949,1,"Q1 (High)","Q1 (High)","AI-Focused Leader"
"SYN022",53201201592.3392,25238665.5469891,43,"Energy",0.00774850745522417,0.0205268980609253,1,0.047440029156453,1703.73508535715,0.8,11,10.9,0.160592721332796,-0.0138792629353702,0.0175251248847513,4.31438127090301,0,13.2411841573094,17.6,1,7,1,0.474400291564531,586945.710395095,-0.0532603630077809,0.9,"Q4 (Low)","Q4 (Low)","Balanced"
"SYN023",9689475010.84767,1153690763.84651,156,"Energy",0.00202935704425909,0.00553911370527931,1,11.9066385181335,135.218210016593,0.8,37,23.6,0.258108117990196,0.127915299497545,4.39853400520075,15.6521739130435,8.61557842260686,10.3011785318085,39,3,13.7,3,119.066385181335,7395453.6144007,0.357197430249394,0.9,"Q2","Q2","Balanced"
"SYN024",27758465380.8735,1485292308.3331,224,"Financials",0.0357062686625868,0.0290197208020836,1,5.35077241466133,150.812064900133,0.8,15,8.3,0.462932806485333,0.0965602528303862,1.97667491884089,22.4749163879599,6.50369763456565,4.12588973579595,35.1,3,10.3,2,53.5077241466135,6630769.23362991,0.171530690195975,0.9,"Q2","Q3","Balanced"
"SYN025",1125980291.74842,378145825.034939,33,"Technology",0.00574603071273305,0.0277960529532284,1,33.5836983831888,87.2679210380042,1.5,5,43.2,0.404356127860956,0.13294246410951,12.406443802496,3.31103678929766,8.95417694153206,5.89192638828343,30.6,2,31.4,4,335.836983831888,11458964.3949982,0.263588477993392,1.3,"Q3","Q1 (High)","AI Specialist (Low Overall)"
"SYN026",70944920456.2698,594852365.806699,111,"Financials",0.00512595465267077,0.00485885534994304,1,0.838470692448467,186.600922145563,0.8,14,6.5,0.363308412279002,0.030871235858649,0.309746590248174,11.1371237458194,2.07929430324391,7.12947982970447,20.7,1,8.1,1,8.38470692448466,5359030.32258287,0.0666321505081123,0.9,"Q4 (Low)","Q4 (Low)","Balanced"
"SYN027",79910955375.2933,894526318.237651,67,"Financials",0.0105870058147702,0.0238702881115023,1,1.11940385900357,74.8999762600612,0.8,15,4.1,0.550978198205121,0.225650280434638,0.413528536270678,6.72240802675585,15.1983984308708,1.47139664210498,23.8,2,9.9,1,11.1940385900357,13351139.0781739,0.346632623115186,0.9,"Q3","Q4 (Low)","Balanced"
"SYN028",14294994712.3416,783495084.214956,269,"Energy",0.049281359387096,0.0279661672492512,1,5.480905029916,343.333360246327,0.8,37,3,0.16709544826299,0.279784044157714,2.02474833152382,26.9899665551839,18.8445118238663,13.0451325140696,60.9,4,14.9,3,54.8090502991599,2912621.13091062,1.04750584847942,0.9,"Q1 (High)","Q2","Balanced"
"SYN029",60313917436.1713,1314429721.66836,32,"Consumer",0.0335870935441926,0.0197084480086341,1,2.17931412440485,24.3451585676132,1,7,6.9,0.432110501476563,0.131486421730369,0.805079136370436,3.21070234113712,8.85610698935743,5.05515581297811,17.9,1,13,2,21.7931412440485,41075928.8021362,0.247103602288444,1,"Q4 (Low)","Q3","Balanced"
"SYN030",36562155198.7715,1228284411.98077,252,"Financials",0.049422497597523,0.022722535258159,1,3.3594420386412,205.16420915382,0.8,50,8.3,0.184833632805385,0.168532304093242,1.24104037582383,25.2842809364548,11.3512870498014,12.5103414541097,50.4,4,11.8,2,33.594420386412,4874144.49198718,0.591686811818297,0.9,"Q1 (High)","Q3","General Innovator (Low AI)"
"SYN031",68128391399.0483,1457886630.66388,254,"Technology",0.0200063549419865,0.0143014133044053,1,2.13991054349809,174.224795438542,1.5,54,6.8,0.450584428873844,-0.0997067483142018,0.790522719422932,25.4849498327759,0,4.49818273657337,30.8,2,17.2,3,21.3991054349809,5739711.14434598,-0.181092568342589,1.3,"Q3","Q2","Balanced"
"SYN032",37227077015.9084,641548630.655277,8,"Energy",0.0408826963372994,0.00277286893967539,1,1.72333871493892,12.4698263198361,0.8,1,6.7,0.393903632555157,-0.0741825337521732,0.636633324460572,0.802675585284281,0,6.20706016256869,7.6,1,9.2,1,17.2333871493892,80193578.8319096,-0.150196372050146,0.9,"Q4 (Low)","Q4 (Low)","Balanced"
"SYN033",80287770039.1691,289249112.685211,230,"Consumer",0.0142048095993232,0.00196892064530402,1,0.360265470748656,795.162335555056,1,43,0.6,0.228305337508209,0.103140781074762,0.133088671517187,23.0769230769231,6.94692105955314,11.1997068183769,41.4,4,11.6,2,3.60265470748656,1257604.83776179,0.314161146016042,1,"Q1 (High)","Q3","General Innovator (Low AI)"
"SYN034",98715997264.4877,108768088.583602,82,"Financials",0.0243971141253132,0.0123352858466096,1,0.110182839253684,753.897591359923,0.8,4,20,0.415617218846455,-0.0601547265425324,0.0407034879476045,8.22742474916388,0,5.55241414732971,13.8,1,6.7,1,1.10182839253684,1326440.10467807,-0.116665472648705,0.9,"Q4 (Low)","Q4 (Low)","Balanced"
"SYN035",48842809647.0889,1910236443.43973,45,"Healthcare",0.0107552089791279,0.0064573937531095,1,3.91098803947202,23.5572932107657,1.3,10,27.6,0.374211005889811,-0.0673468299210072,1.44479174483823,4.51505016722408,0,6.80077597731755,12.8,1,16.7,3,39.1098803947201,42449698.7431051,-0.142018698605777,1.2,"Q4 (Low)","Q2","Balanced"
"SYN036",8791446940.74057,52176279.9690478,30,"Financials",0.037560064308811,0.00867230569222011,1,0.593489107319262,574.973915691129,0.8,2,2,0.334919379581697,0.210991916712374,0.219245828247899,3.01003344481605,14.2111022849654,7.98538483233536,25.4,2,10.1,1,5.93489107319262,1739209.33230159,0.485128799998069,0.9,"Q3","Q4 (Low)","Balanced"
"SYN037",14311050606.193,1841605515.15548,213,"Industrials",0.0284926687639672,0.00681836688169278,1,12.8684159243943,115.659949021177,1.1,19,28.7,0.180927442875691,-0.0298603616654873,4.75383249873997,21.371237458194,0,12.6281097323635,38.8,3,16.7,3,128.684159243944,8646035.28242009,-0.106292077982215,1.1,"Q2","Q2","Balanced"
"SYN038",89539224177.599,733962825.082242,137,"Technology",0.0115757657361682,0.00608688609465025,1,0.819710949947974,186.657955032871,1.5,32,21.1,0.338152030855417,-0.0338913030922413,0.302816391840289,13.7458193979933,0,7.88792316724662,21.9,1,17.3,3,8.19710949947973,5357392.88381199,-0.0773505557558966,1.3,"Q4 (Low)","Q2","Balanced"
"SYN039",71641111736.4187,1397086701.3901,120,"Energy",0.0106659673205577,0.0269910845600534,1,1.95011867840668,85.8930228743857,0.8,21,9.1,0.212473094719462,-0.0793391283601523,0.720410068289716,12.0401337792642,0,11.6770353681109,24.4,2,7,1,19.5011867840668,11642389.1782508,-0.253907071363641,0.9,"Q3","Q4 (Low)","Balanced"
"SYN040",87542556920.5545,1139135341.52927,185,"Industrials",0.003827054644702,0.00279910746845417,1,1.30123608631062,162.403880606181,1.1,23,2.3,0.276662905258127,0.128878549207002,0.48070074890379,18.561872909699,8.68045692771907,9.7417675996114,37.5,3,14.7,3,13.0123608631062,6157488.33259065,0.342158857184733,1.1,"Q2","Q2","Balanced"
"SYN041",90473712208.448,568738261.878723,40,"Consumer",0.0179218649230897,0.0129228305702563,1,0.628622666182163,70.3311218553633,1,5,14.3,0.161411495087668,0.157589011173695,0.232224819494107,4.0133779264214,10.6142149503711,13.2164988303984,28.1,2,13.6,2,6.28622666182163,14218456.5469681,0.602838873328219,1,"Q3","Q3","Balanced"
"SYN042",48252695911.3311,23728467.4930852,24,"Industrials",0.0314805389253888,0.0100078947043512,1,0.0491754233518651,1011.44332254049,1.1,1,2,0.535198836843483,0.0168564506806433,0.0181662118340941,2.40802675585284,1.13534560241306,1.94713086213807,5.5,1,12.4,2,0.491754233518652,988686.145545217,0.0265372820334632,1.1,"Q4 (Low)","Q3","Balanced"
"SYN043",7611079969.21055,843322666.421067,199,"Financials",0.00950711671076715,0.0134906087028794,1,11.0801971577306,235.971364133405,0.8,49,8.3,0.264477322250605,0.29554512584582,4.0932311685587,19.9665551839465,19.9060801885762,10.109152482616,54.1,4,15.7,3,110.801971577306,4237802.34382446,0.810873839889032,0.9,"Q1 (High)","Q2","Balanced"
"SYN044",72268025585.2174,1228970690.89441,238,"Energy",0.00128891797363758,0.0106178664432373,1,1.70057322161821,193.657995071299,0.8,32,11.6,0.508830369822681,0.067573550902307,0.628223327065263,23.8795986622074,4.55133380744668,2.74211754151707,31.8,3,8.6,1,17.0057322161822,5163742.39871601,0.110989126449109,0.9,"Q2","Q4 (Low)","Balanced"
"SYN045",27920973654.6036,10505988.5254595,112,"Technology",0.00504396498086862,0.0079087535913568,1,0.0376275865427326,10660.5865529537,1.5,27,18.1,0.415583882853389,0.174683820828795,0.0139002257595483,11.2374581939799,11.7656149297448,5.55341919894726,28.6,2,19.1,4,0.376275865427325,93803.468977317,0.33880776075087,1.3,"Q3","Q1 (High)","AI Specialist (Low Overall)"
"SYN046",33331454494.0367,1327534989.4606,240,"Technology",0.0103103166001383,0.0118211003651377,1,3.98282946127692,180.786195396262,1.5,55,7.5,0.11889616670087,0.123864491470158,1.47133130458962,24.0802675585284,8.34274120632418,14.4982995399454,48.4,4,21.9,4,39.8282946127691,5531395.78941917,0.565859573225984,1.3,"Q1 (High)","Q1 (High)","AI-Focused Leader"
"SYN047",39119913066.0389,232190604.994306,243,"Industrials",0.0416826331554912,0.0152302198517136,1,0.593535585322856,1046.5539723537,1.1,43,4.3,0.329955377988517,0.289331855531782,0.219262998088396,24.38127090301,19.4875929719437,8.13504522555735,52.2,4,16,3,5.93535585322855,955516.892980683,0.672934612157611,1.1,"Q1 (High)","Q2","Balanced"
"SYN048",33740250135.5391,1804686865.67224,259,"Financials",0.0204798800244462,0.00156973710260354,1,5.3487655201801,143.515201959163,0.8,63,12,0.14414400679525,0.238053601142019,1.97593353462742,25.9866220735786,16.0338089147999,13.737098801871,57.7,4,14.6,3,53.4876552018012,6967902.95626348,0.975054043991592,0.9,"Q1 (High)","Q2","Balanced"
"SYN049",10759451139.9511,202896580.751287,127,"Technology",0.00559797845268622,0.00185584473307244,1,1.88575214583119,625.934648724703,1.5,22,36,0.182323506707326,0.0632875617593527,0.696631871890487,12.742474916388,4.26265625499899,12.5860196044529,30.3,2,19.2,4,18.857521458312,1597610.87205738,0.224166816633376,1.3,"Q3","Q1 (High)","AI Specialist (Low Overall)"
"SYN050",58536698845.9136,1131265499.72151,29,"Financials",0.0446024954081513,0.0204466862995177,1,1.93257481550053,25.6350078802359,0.8,3,7.4,0.420197236374952,0.109733459446579,0.713929038458032,2.90969899665552,7.390962841502,5.41433054453229,16.4,1,10.2,2,19.3257481550052,39009155.1628107,0.2109458716299,0.9,"Q4 (Low)","Q3","Balanced"
"SYN051",75863016263.5818,503611914.460314,265,"Healthcare",0.0269263181709684,0.0249119051869493,1,0.66384377957046,526.198829676184,1.3,32,6.4,0.182611412508413,0.0181920459493995,0.245236155013296,26.5886287625418,1.22530298690132,12.5773394913238,40.6,4,15.4,3,6.6384377957046,1900422.31871817,0.0643712360655566,1.2,"Q1 (High)","Q2","Balanced"
"SYN052",52183410892.7287,1162810604.06775,87,"Consumer",0.0414680158109404,0.0233958986236248,1,2.22831467735617,74.8187191410673,1,11,7.6,0.175830476707779,0.114087357092649,0.823180853600285,8.72909698996656,7.68421428805344,12.7817788935453,30,2,13.1,2,22.2831467735617,13365639.1272155,0.413614037340462,1,"Q3","Q3","Balanced"
"SYN053",28178053787.211,1905094886.9281,92,"Financials",0.0149627649171744,0.0232362140628975,1,6.76091720639967,48.2915578805352,0.8,19,13.1,0.144997443328612,0.213638442382216,2.49760867847727,9.23076923076923,14.3893557819711,13.7113684218993,39.8,4,15,3,67.6091720639966,20707553.1187837,0.872002742068073,0.9,"Q1 (High)","Q2","Balanced"
"SYN054",45017159728.5662,1454830327.21607,245,"Industrials",0.039130727333948,0.0237688227195758,1,3.23172393813395,168.404517981713,1.1,14,1.8,0.163686711713672,0.217264527082443,1.1938589298754,24.5819397993311,14.6335862784366,13.147902999289,53.6,4,18,4,32.3172393813395,5938082.96822886,0.823949472730212,1.1,"Q1 (High)","Q1 (High)","AI-Focused Leader"
"SYN055",89665021565.7428,809740730.325924,176,"Energy",0.00810132591985166,0.0276158107267693,1,0.903073145119604,217.353522440645,0.8,35,16.3,0.430300222267397,-0.0579131972976029,0.333611939926359,17.6588628762542,0,5.10973417948342,23.1,1,7.1,1,9.03073145119603,4600799.60412457,-0.109208321750242,0.9,"Q4 (Low)","Q4 (Low)","Balanced"
"SYN056",92206974994.1584,985236444.110516,199,"Energy",0.0121267672309186,0.0236075190012343,1,1.06850533180699,201.981972134272,0.8,37,2.6,0.396869575046003,0.114741172734648,0.394725671991909,19.9665551839465,7.72825124031558,6.11763953867855,34.2,3,9,1,10.6850533180698,4950936.90507797,0.2309281519683,0.9,"Q2","Q4 (Low)","Balanced"
"SYN057",52612305761.7806,1344608558.91835,193,"Energy",0.0305128632313572,0.0131970890143421,1,2.55569213219148,143.536197743123,0.8,16,11.7,0.404010051419027,-0.0629103453829885,0.944120185055261,19.3645484949833,0,5.90236029637385,26.2,2,7.7,1,25.5569213219148,6966883.72496554,-0.124819624540951,0.9,"Q3","Q4 (Low)","Balanced"
"SYN058",76820435819.4489,936996222.751215,68,"Consumer",0.0447230894677341,0.0178042728819419,1,1.21972260734557,72.5723309751857,1,7,14.7,0.335655769705772,0.112055261153728,0.450588151029384,6.82274247491639,7.54734495347966,7.96318330127919,22.8,1,12,2,12.1972260734557,13779356.2169296,0.257210552334487,1,"Q4 (Low)","Q3","Balanced"
"SYN059",76905430675.0186,592188302.190742,183,"Financials",0.0326283155877609,0.0241332801217213,1,0.770021436708635,309.023328091774,0.8,28,12.7,0.139343193988316,-0.0994009653106332,0.284460159843459,18.3612040133779,0,13.8818391930623,32.5,3,5.4,1,7.70021436708636,3236001.65131553,-0.415307256723104,0.9,"Q2","Q4 (Low)","Balanced"
"SYN060",83984740160.8713,1092788976.48584,146,"Industrials",0.0221998334503733,0.0279408670784906,1,1.30117563546976,133.60310466299,1.1,27,20.1,0.379149061534554,0.0887299716472626,0.480678417236865,14.6488294314381,5.97629863015211,6.65189783220179,27.8,2,13.9,3,13.0117563546976,7484856.00332767,0.185182396816327,1.1,"Q3","Q2","Balanced"
"SYN061",94134219326.7774,1470316215.0213,174,"Energy",0.0449532251562923,0.00428608649875969,1,1.56193595223566,118.341890147405,0.8,43,3,0.12314557635691,-0.0947933867573738,0.577008136690271,17.4581939799331,0,14.3701834811274,32.4,3,5.8,1,15.6193595223565,8450093.18977759,-0.424805135306633,0.9,"Q2","Q4 (Low)","Balanced"
"SYN062",42855759573.6347,1543456787.60158,244,"Technology",0.0473328300588764,0.00652134560723789,1,3.60151541579753,158.08670638532,1.5,49,13,0.202431099279784,0.0523091105744243,1.33046679161371,24.4816053511706,3.52321611363945,11.9797929232858,41.3,4,19.7,4,36.0151541579753,6325642.57213762,0.172962075325568,1.3,"Q1 (High)","Q1 (High)","AI-Focused Leader"
"SYN063",60868853011.6342,1628972061.6811,148,"Industrials",0.031747235783143,0.0233638289708178,1,2.67619969998406,90.8548424380369,1.1,24,27,0.336031281994656,0.0317478933371604,0.988637925873525,14.8494983277592,2.13834049463421,7.95186192763355,25.9,2,13.9,3,26.7619969998407,11006567.9843318,0.072811045097332,1.1,"Q3","Q2","Balanced"
"SYN064",22799584466.964,666923949.289136,25,"Financials",0.00506788335787132,0.00418958242679946,1,2.9251583521423,37.4855334354796,0.8,5,11.1,0.204512301040813,0.280881192162633,1.08060789053433,2.50836120401338,18.9184088847708,11.9170464740587,34.4,3,14,3,29.251583521423,26676957.9715654,0.922396866079268,0.9,"Q2","Q2","Balanced"
"SYN065",86060672331.1357,1782597887.57004,139,"Industrials",0.0228018417209387,0.019170512534678,1,2.07132693631667,77.9760825305806,1.1,12,4.5,0.261323605338111,0.11983894193545,0.765186657092481,13.9464882943144,8.07160524489813,10.204234344371,33,3,15.1,3,20.7132693631667,12824445.2343168,0.331666517672737,1.1,"Q2","Q2","Balanced"
"SYN066",92841584463.1381,618098090.938525,180,"Technology",0.0187184389694594,0.0193354625159409,1,0.665755646580908,291.21591320026,1.5,19,32.8,0.370999232539907,-0.0140385816805065,0.245942434308524,18.0602006688963,0,6.89760819089839,25.2,2,17.4,3,6.65755646580908,3433878.28299181,-0.0298059544700362,1.3,"Q3","Q2","Balanced"
"SYN067",58760411782.8887,1397838803.05779,274,"Technology",0.0497732398610096,0.0261319397571497,1,2.37887850109459,196.016879343041,1.5,59,8.6,0.156844010599889,0.0452681561931968,0.878801935367781,27.4916387959866,3.04898124979013,13.3542045727607,44.8,4,19.2,4,23.7887850109459,5101601.47101383,0.176247661323571,1.3,"Q1 (High)","Q1 (High)","AI-Focused Leader"
"SYN068",66225648727.268,387756352.515193,14,"Energy",0.0254680971405469,0.0204395647433121,1,0.585507820560671,36.1051467221326,0.8,3,18.7,0.353675000858493,0.000640164967626339,0.216297392213353,1.40468227424749,0.0431175277989023,7.41991892691253,9.1,1,8.2,1,5.85507820560672,27696882.3225138,0.00141106511580966,0.9,"Q4 (Low)","Q4 (Low)","Balanced"
"SYN069",7465538649.81979,1953438491.11791,245,"Technology",0.0136299583965447,0.025554191990057,1,26.1660756543677,125.419869176322,1.5,24,42.9,0.525466260756366,-0.0886049122549594,9.66623576263532,24.5819397993311,0,2.240559689047,36.5,3,26.4,4,261.660756543677,7973218.33109351,-0.141662177185722,1.3,"Q2","Q1 (High)","Balanced"
"SYN070",25210208819.9463,339016069.702338,26,"Financials",0.0364975240635686,0.00760265478864312,1,1.34475708679616,76.692529716448,0.8,2,3.2,0.344672658736818,-0.0912883818149567,0.496778217358728,2.60869565217391,0,7.69133182567144,10.8,1,7,1,13.4475708679616,13039079.6039361,-0.205293444562748,0.9,"Q4 (Low)","Q4 (Low)","Balanced"
"SYN071",51384709276.2589,341683005.477302,81,"Industrials",0.00873642544867471,0.00486344447452575,1,0.664950741747542,237.061834219264,1.1,6,21.8,0.33680365353357,-0.0503036022186279,0.245645087466234,8.12709030100334,0,7.92857558776084,16.3,1,12,2,6.64950741747543,4218308.70959632,-0.115162961233706,1.1,"Q4 (Low)","Q3","Balanced"
"SYN072",51979373704.4092,1256552719.40585,254,"Financials",0.0164574163844809,0.0159234134939034,1,2.41740642461658,202.140344831772,0.8,24,10,0.199339365493506,-0.0675033507868648,0.893034868162259,25.4849498327759,0,12.0730060469133,38.5,3,7.1,1,24.1740642461658,4947057.95041673,-0.22550776332266,0.9,"Q2","Q4 (Low)","Balanced"
"SYN073",76602671064.4364,1468656875.53817,276,"Energy",0.0155179914876353,0.0207985515424516,1,1.91723977131656,187.926808907535,0.8,40,3.4,0.346039205230772,-0.0139990446157753,0.708263987416643,27.6923076923077,0,7.65013162019157,36.1,3,7.9,1,19.1723977131655,5321220.56354409,-0.0313852335211935,0.9,"Q2","Q4 (Low)","Balanced"
"SYN074",27517299913.3356,1878287370.46453,25,"Industrials",0.0342941701260861,0.0191763188312761,1,6.82584183906163,13.3099973907704,1.1,2,26.9,0.406891124462709,-0.000131644681096083,2.52159304744687,2.50836120401338,0,5.81549841357126,10.8,1,16.9,3,68.2584183906163,75131494.8185812,-0.00025970997467281,1.1,"Q4 (Low)","Q2","Balanced"
