"date","ticker","price","monthly_return","volatility_12m","total_return"
2016-01-30,"AZN US Equity",64.52,NA,0.276140755255285,2.23078115313081
2016-01-30,"BA US Equity",120.13,NA,0.158641398266367,0.894031465911929
2016-01-30,"BABA US Equity",67.03,NA,0.295244075493842,1.14993286588095
2016-01-30,"BAC US Equity",14.14,NA,0.376777900143696,2.52404526166902
2016-01-30,"BBG000C31ZH2 Equity",33.55,NA,0.437326119206701,0.627123695976155
2016-01-30,"BBG000GPXKX9 Equity",122.84,NA,0.287545595255799,1.64653207424292
2016-01-30,"BBG003TCRRN1 Equity",13.63,NA,0.138166792658397,-0.864269992663243
2016-01-30,"BIDU US Equity",163.27,NA,0.22201849576798,-0.237826912476266
2016-01-30,"BIO US Equity",127.61,NA,0.156366377913522,1.18196066139017
2016-01-30,"BLK US Equity",314.26,NA,0.18362023979468,2.38328135938395
2016-01-30,"BP US Equity",32.37,NA,0.246713652342218,0.200494284831634
2016-01-30,"BRK/B US Equity",129.77,NA,0.134314261229363,2.89111504970332
2016-01-30,"BX US Equity",26.27,NA,0.191597062357353,3.31556909021698
2016-01-30,"BYDDF US Equity",1.5067,NA,0.292245670435979,7.0042476936351
2016-01-30,"CAJPY US Equity",28.01,NA,0.108856790307141,0.0835415922884684
2016-01-30,"CAT US Equity",62.24,NA,0.257841263763811,10.9349293059126
2016-01-30,"CBOE US Equity",66.62,NA,0.184523695701284,3.49894926448514
2016-01-30,"CME US Equity",89.85,NA,0.184732852738562,2.5559265442404
2016-01-30,"CRM US Equity",68.06,NA,0.223017962520015,1.86203349985307
2016-01-30,"CSCO US Equity",23.79,NA,0.168253576321392,2.34005884825557
2016-01-30,"CVX US Equity",86.47,NA,0.182320841776122,1.15982421649127
2016-01-30,"DE US Equity",77.01,NA,0.200248944449556,7.17699000129853
2016-01-30,"DIS US Equity",95.82,NA,0.122513822628732,0.106658317678981
2016-01-30,"DUK US Equity",75.3,NA,0.192910669715413,0.737715803452855
2016-01-30,"EADSY US Equity",15.7,NA,0.153384403771247,2.45031847133758
2016-01-30,"FANUY US Equity",13.3545,NA,0.17391154575759,0.696057508704931
2016-01-30,"FRCOY US Equity",10.8,NA,0.41507724383849,3.08796296296296
2016-01-30,"GE US Equity",139.2681,NA,0.145751775943277,1.45756206913141
2016-01-30,"GOOGL US Equity",38.068,NA,0.212122225787966,7.18955553220553
2016-01-30,"GS US Equity",161.56,NA,0.313983734034321,4.32043822728398
2016-01-30,"HD US Equity",125.76,NA,0.168312922959381,2.02735368956743
2016-01-30,"HDB US Equity",15.0825,NA,0.2680053918981,1.11171887949611
2016-01-30,"HMC US Equity",27.02,NA,0.231540952264791,0.116210214655811
2016-01-30,"HSBC US Equity",35.4,NA,0.217662878380058,1.6316384180791
2016-01-30,"HTHIY US Equity",4.929,NA,0.301742378086634,5.77013593020897
2016-01-30,"HUBS US Equity",40.59,NA,0.380501766977029,5.51662971175166
2016-01-30,"IBM US Equity",119.1949,NA,0.192666146565341,1.01527078759242
2016-01-30,"IBN US Equity",6.0455,NA,0.362786249816738,4.04672897196262
2016-01-30,"ICE US Equity",52.76,NA,0.212524264147649,2.11087945413192
2016-01-30,"INF US Equity",10.46,NA,0.234658990770578,0.224665391969407
2016-01-30,"INFY US Equity",8.955,NA,0.213685666828062,0.61250697934115
2016-01-30,"INTC US Equity",31.02,NA,0.19266137960964,0.470341715022566
2016-01-30,"ITOCY US Equity",2.33,NA,0.172610657194633,5.18454935622318
2016-01-30,"J US Equity",32.421,NA,0.297709844442856,3.25218222756855
2016-01-30,"JBL US Equity",19.91,NA,0.251449777494149,12.3093922651934
2016-01-30,"JD US Equity",26.03,NA,0.263778651367083,0.0192086054552441
2016-01-30,"JNJ US Equity",104.44,NA,0.127603896922941,1.37868632707775
2016-01-30,"JPM US Equity",59.5,NA,0.206734742252621,4.04705882352941
2016-01-30,"KKR US Equity",13.63,NA,0.297741021575559,5.43286867204696
2016-01-30,"KO US Equity",42.92,NA,0.121513310467241,0.900279589934762
2016-01-30,"KYCCF US Equity",117.2525,NA,0.167885666937438,2.59054177949297
2016-01-30,"LIN US Equity",100,NA,0.17186154176416,4.0808
2016-01-30,"LLY US Equity",79.1,NA,0.230380090024132,12.2994943109987
2016-01-30,"LMT US Equity",211,NA,0.136559611552055,2.11886255924171
2016-01-30,"LRCX US Equity",7.179,NA,0.190111390181796,31.579746482797
2016-01-30,"MA US Equity",89.03,NA,0.182451991094984,4.809390093227
2016-01-30,"MARUY US Equity",47.652,NA,0.171342656536614,6.9818265760094
2016-01-30,"MBFJF US Equity",5.2,NA,0.364599017499272,2.41346153846154
2016-01-30,"MC US Equity",25.44,NA,0.357904862367125,1.33333333333333
2016-01-30,"MCD US Equity",123.78,NA,0.133641384373838,1.75537243496526
2016-01-30,"MCO US Equity",89.14,NA,0.212170688745424,4.35775185102087
2016-01-30,"MELI US Equity",98.24,NA,0.262712401733649,16.8906758957655
2016-01-30,"META US Equity",112.21,NA,0.181003776971966,4.7764905088673
2016-01-30,"MFG US Equity",3.29,NA,0.240411805315003,1.69604863221884
2016-01-30,"MITEY US Equity",19.89,NA,0.126682076511287,0.689793866264454
2016-01-30,"MITSY US Equity",113.88,NA,0.150101842622345,5.59062170706006
2016-01-30,"MKTX US Equity",116.23,NA,0.276206007738967,0.651897100576443
2016-01-30,"MMM US Equity",126.247,NA,0.119388171374044,0.309496463282296
2016-01-30,"MRAAY US Equity",6.7556,NA,0.237109032101857,0.937651725975487
2016-01-30,"MRK US Equity",48.3152,NA,0.135460668590823,1.56275457826936
2016-01-30,"MS US Equity",25.88,NA,0.283765629285419,5.4339258114374
2016-01-30,"MSBHF US Equity",5.2667,NA,0.197355143782449,5.49457914823324
2016-01-30,"MSCI US Equity",68.84,NA,0.183496024431451,7.30665310865776
2016-01-30,"MSFT US Equity",55.09,NA,0.219916656913953,6.1290615356689
2016-01-30,"MU US Equity",11.03,NA,0.297565095944352,36.3862194016319
2016-01-30,"NDAQ US Equity",20.6667,NA,0.185995489854494,3.23773510042726
2016-01-30,"NEE US Equity",27.9275,NA,0.187222754591905,2.35762241518217
2016-01-30,"NFLX US Equity",9.184,NA,0.388907015646322,9.47909407665505
2016-01-30,"NJDCY US Equity",4.265,NA,0.256268432098382,-0.0879249706916764
2016-01-30,"NOW US Equity",12.44,NA,0.357557240634278,7.68247588424437
2016-01-30,"NSRGY US Equity",73.74,NA,0.18134625368888,0.478708977488473
2016-01-30,"NTES US Equity",31.228,NA,0.399164495829273,2.68163186883566
2016-01-30,"NTRS US Equity",62.08,NA,0.249072322828789,1.30492912371134
2016-01-30,"NVDA US Equity",0.7323,NA,0.375884761406791,240.963676089035
2016-01-30,"NVO US Equity",27.935,NA,0.298545554445117,0.340612135314122
2016-01-30,"NVS US Equity",64.9819,NA,0.194295980973082,1.59487641943372
2016-01-30,"OR US Equity",10,NA,0.37605305254728,3.739
2016-01-30,"ORCL US Equity",36.31,NA,0.155481919371983,3.00440649958689
2016-01-30,"PANW US Equity",24.915,NA,0.361017071193551,4.97712221553281
2016-01-30,"PFE US Equity",28.903,NA,0.174615493457448,-0.043351901186728
2016-01-30,"PG US Equity",81.69,NA,0.103580796364158,1.04676214958991
2016-01-30,"PYPL US Equity",36.14,NA,0.153032164800991,0.278638627559491
2016-01-30,"QCOM US Equity",45.34,NA,0.236510633279782,2.13983237759153
2016-01-30,"RELIANCE IN Equity",233.6,NA,0.198179152248302,4.96703767123288
2016-01-30,"RHHBY US Equity",32.42,NA,0.129283683748656,0.836829117828501
2016-01-30,"RKUNY US Equity",10.64,NA,0.299281752457226,-0.504699248120301
2016-01-30,"RTX US Equity",51.721,NA,0.147468379757774,2.91755766516502
2016-01-30,"SAP GR Equity",73.45,NA,0.221421027287663,1.31749489448604
2016-01-30,"SAP US Equity",79.8,NA,0.240707662270152,1.52543859649123
2016-01-30,"SFTBF US Equity",5.5,NA,0.277265399097458,3.79336363636364
2016-01-30,"SHEL US Equity",43.93,NA,0.238174945779752,0.90097882995675
2016-01-30,"SHOP US Equity",2.322,NA,0.366315319562391,50.9939707149009
2016-01-30,"SIEGY US Equity",47.96,NA,0.222115531672262,2.03565471226022
2016-01-30,"SMCAY US Equity",11.3,NA,0.233428130236637,1.11858407079646
2016-01-30,"SMCI US Equity",2.978,NA,0.358327480122018,9.87642713230356
2016-01-30,"SMFG US Equity",6.58,NA,0.297311455803979,2.41033434650456
2016-01-30,"SNPS US Equity",42.9,NA,0.151003079839019,8.65034965034965
2016-01-30,"SNY US Equity",41.64,NA,0.133928841424329,0.168587896253602
2016-01-30,"SONY US Equity",4.6573,NA,0.377819718001268,3.95136667167672
2016-01-30,"SPGI US Equity",85.02,NA,0.242274635973642,4.19736532580569
2016-01-30,"SQM US Equity",16.1147,NA,0.197891712593141,3.73480734981104
2016-01-30,"SSDOY US Equity",20.166,NA,0.254087062686657,0.0482991173261926
2016-01-30,"STT US Equity",55.73,NA,0.320299654349361,1.30791315270052
2016-01-30,"SUMCF US Equity",7.15,NA,0.684931528153671,0.640559440559441
2016-01-30,"SVNDY US Equity",14.8733,NA,0.207949867395982,-0.0573712625980785
2016-01-30,"T US Equity",27.2172,NA,0.209912885396732,0.0291286392428318
2016-01-30,"TAK US Equity",24.22,NA,0.20173967770524,-0.225846407927333
2016-01-30,"TCEHY US Equity",18.74,NA,0.211911152798043,2.50586979722519
2016-01-30,"TCOM US Equity",42.68,NA,0.241071268849953,0.232895970009372
2016-01-30,"TEAM US Equity",20.77,NA,0.343240422571759,2.6172363986519
2016-01-30,"TKPHF US Equity",46.73,NA,0.259106931476305,-0.235394821313931
2016-01-30,"TM US Equity",120.03,NA,0.228606264305709,1.01932850120803
2016-01-30,"TMO US Equity",132.06,NA,0.190526790578544,2.94600938967136
2016-01-30,"TSLA US Equity",12.7467,NA,0.32493964346419,30.5775847866507
2016-01-30,"TSM US Equity",22.35,NA,0.210345147314969,15.7597315436242
2016-01-30,"TTDKY US Equity",3.746,NA,0.259998605370619,3.14041644420715
2016-01-30,"TTE US Equity",43.81,NA,0.150326985125427,0.833827893175074
2016-01-30,"TXN US Equity",52.93,NA,0.142519930391596,3.00736822218024
2016-01-30,"UL US Equity",47.3305,NA,0.170338707745714,0.558191863597469
2016-01-30,"UNH US Equity",115.16,NA,0.152132962199269,1.5466307745745
2016-01-30,"UPS US Equity",93.2,NA,0.130403195769565,0.244206008583691
2016-01-30,"V US Equity",74.49,NA,0.140957793964174,3.297758088334
2016-01-30,"VIRT US Equity",22.7,NA,0.306940840318189,0.824229074889868
2016-01-30,"VZ US Equity",49.97,NA,0.195350572651098,0.00340204122473486
2016-01-30,"WB US Equity",15.22,NA,0.680079680785445,-0.347568988173456
2016-01-30,"WDAY US Equity",63.01,NA,0.418145440765218,1.12283764481828
2016-01-30,"WMT US Equity",22.12,NA,0.095553166958294,4.78435804701627
2016-01-30,"XOM US Equity",77.85,NA,0.134955917609829,0.958895311496468
2016-02-29,"000660 KS Equity",30000,0.098901098901099,0.184719690843745,37.9377289377289
2016-02-29,"005380 KS Equity",147500,0.109022556390977,0.193725839237341,4.05263157894737
2016-02-29,"005930 KS Equity",23560,0.0243478260869565,0.167577203245426,8.45652173913044
2016-02-29,"035420 KS Equity",114400,-0.089171974522293,0.286069871809492,1.03423566878981
2016-02-29,"035720 KS Equity",18980,-0.131747483989021,0.207360898601042,1.86367795059469
2016-02-29,"051910 KS Equity",3e+05,0.015228426395939,0.317551217802766,0.404399323181049
2016-02-29,"6501 JT Equity",477.9,-0.185027285129604,0.409395836758821,7.91200545702592
2016-02-29,"7974 JP Equity",1581.5,-0.0504353047132993,0.583374170766582,4.40078054638247
2016-02-29,"9984 JT Equity",696.8,0.0588056526363774,0.287178369775407,5.21334143747151
2016-02-29,"AAPL US Equity",24.1725,-0.00667762482021783,0.254349850080809,9.85596876926238
2016-02-29,"ABBV US Equity",54.61,-0.00528233151183966,0.203445635459201,3.22732240437159
2016-02-29,"ABT US Equity",38.74,0.0235138705416116,0.222386950665876,2.07397622192867
2016-02-29,"ADBE US Equity",85.15,-0.0446538763603723,0.165528553749101,1.94412655671491
2016-02-29,"ALIZF US Equity",148.95,-0.0712392829306314,0.211677942624442,1.83086515978176
2016-02-29,"AMAT US Equity",18.87,0.0691218130311617,0.269860906356103,20.0934844192635
2016-02-29,"AMD US Equity",2.14,-0.0272727272727273,0.499104227101039,90.0045454545455
2016-02-29,"AMT US Equity",92.2,-0.0226839092643629,0.209290100944818,1.03370786516854
2016-02-29,"AMZN US Equity",27.626,-0.0587393526405452,0.223044561193432,6.15502555366269
2016-02-29,"ANET US Equity",4.2838,0.141768170793465,0.297482899082534,34.5819718009542
2016-02-29,"APD US Equity",122.469,0.0454577660467168,0.155507575976108,1.35325953805533
2016-02-29,"APH US Equity",13.2675,0.0706072221101472,0.136291162959259,10.7861609844664
2016-02-29,"APO US Equity",15.55,0.145066273932253,0.254300098671612,6.70250368188512
2016-02-29,"ARES US Equity",11.9,0.0119047619047619,0.406428719005417,8.52465986394558
2016-02-29,"ASML US Equity",91.02,-0.00892857142857151,0.193801259115176,14.794425087108
2016-02-29,"AVGO US Equity",13.397,0.00194450676837921,0.201595369134104,22.8987360706006
2016-02-29,"AXP US Equity",55.58,0.0388785046728972,0.175928359809594,4.77383177570093
2016-02-29,"AZN US Equity",56.54,-0.123682579045257,0.276140755255285,2.23078115313081
2016-02-29,"BA US Equity",118.18,-0.0162324148838757,0.158641398266367,0.894031465911929
2016-02-29,"BABA US Equity",68.81,0.0265552737580188,0.295244075493842,1.14993286588095
2016-02-29,"BAC US Equity",12.52,-0.114568599717115,0.376777900143696,2.52404526166902
2016-02-29,"BBG000C31ZH2 Equity",27.66,-0.175558867362146,0.437326119206701,0.627123695976155
2016-02-29,"BBG000GPXKX9 Equity",127.69,0.0394822533376751,0.287545595255799,1.64653207424292
2016-02-29,"BBG003TCRRN1 Equity",14.05,0.0308143800440206,0.138166792658397,-0.864269992663243
2016-02-29,"BIDU US Equity",173.42,0.0621669626998222,0.22201849576798,-0.237826912476266
2016-02-29,"BIO US Equity",134.64,0.0550897265104615,0.156366377913522,1.18196066139017
2016-02-29,"BLK US Equity",311.96,-0.00731878062750591,0.18362023979468,2.38328135938395
2016-02-29,"BP US Equity",29.09,-0.101328390485017,0.246713652342218,0.200494284831634
2016-02-29,"BRK/B US Equity",134.17,0.0339061416352007,0.134314261229363,2.89111504970332
2016-02-29,"BX US Equity",25.97,-0.0114198705748002,0.191597062357353,3.31556909021698
2016-02-29,"BYDDF US Equity",1.6583,0.10061724298135,0.292245670435979,7.0042476936351
2016-02-29,"CAJPY US Equity",28.2,0.00678329168154224,0.108856790307141,0.0835415922884684
2016-02-29,"CAT US Equity",67.7,0.0877249357326477,0.257841263763811,10.9349293059126
2016-02-29,"CBOE US Equity",62.5,-0.0618432903032123,0.184523695701284,3.49894926448514
2016-02-29,"CME US Equity",91.44,0.017696160267112,0.184732852738562,2.5559265442404
2016-02-29,"CRM US Equity",67.75,-0.00455480458419044,0.223017962520015,1.86203349985307
2016-02-29,"CSCO US Equity",26.18,0.100462379150904,0.168253576321392,2.34005884825557
2016-02-29,"CVX US Equity",83.44,-0.0350410547010525,0.182320841776122,1.15982421649127
2016-02-29,"DE US Equity",80.18,0.0411634852616543,0.200248944449556,7.17699000129853
2016-02-29,"DIS US Equity",95.52,-0.00313087038196613,0.122513822628732,0.106658317678981
2016-02-29,"DUK US Equity",74.28,-0.0135458167330677,0.192910669715413,0.737715803452855
2016-02-29,"EADSY US Equity",16.07,0.0235668789808918,0.153384403771247,2.45031847133758
2016-02-29,"FANUY US Equity",14.688,0.0998539818038864,0.17391154575759,0.696057508704931
2016-02-29,"FRCOY US Equity",9.2333,-0.145064814814815,0.41507724383849,3.08796296296296
2016-02-29,"GE US Equity",139.4596,0.00137504568526459,0.145751775943277,1.45756206913141
2016-02-29,"GOOGL US Equity",35.861,-0.0579752022696228,0.212122225787966,7.18955553220553
2016-02-29,"GS US Equity",149.53,-0.0744615003713791,0.313983734034321,4.32043822728398
2016-02-29,"HD US Equity",124.12,-0.0130407124681934,0.168312922959381,2.02735368956743
2016-02-29,"HDB US Equity",13.205,-0.124482015580971,0.2680053918981,1.11171887949611
2016-02-29,"HMC US Equity",25.71,-0.0484826054774241,0.231540952264791,0.116210214655811
2016-02-29,"HSBC US Equity",31.77,-0.102542372881356,0.217662878380058,1.6316384180791
2016-02-29,"HTHIY US Equity",4.213,-0.145262730777034,0.301742378086634,5.77013593020897
2016-02-29,"HUBS US Equity",41.66,0.026361172702636,0.380501766977029,5.51662971175166
2016-02-29,"IBM US Equity",125.1551,0.0500038172774171,0.192666146565341,1.01527078759242
2016-02-29,"IBN US Equity",5.1545,-0.147382350508643,0.362786249816738,4.04672897196262
2016-02-29,"ICE US Equity",47.692,-0.0960576194086429,0.212524264147649,2.11087945413192
2016-02-29,"INF US Equity",9.94,-0.0497131931166349,0.234658990770578,0.224665391969407
2016-02-29,"INFY US Equity",8.41,-0.060859854829704,0.213685666828062,0.61250697934115
2016-02-29,"INTC US Equity",29.59,-0.0460992907801419,0.19266137960964,0.470341715022566
2016-02-29,"ITOCY US Equity",2.356,0.0111587982832617,0.172610657194633,5.18454935622318
2016-02-29,"J US Equity",31.9417,-0.0147836278954998,0.297709844442856,3.25218222756855
2016-02-29,"JBL US Equity",20.85,0.0472124560522351,0.251449777494149,12.3093922651934
2016-02-29,"JD US Equity",25.71,-0.0122935074913562,0.263778651367083,0.0192086054552441
2016-02-29,"JNJ US Equity",105.21,0.00737265415549593,0.127603896922941,1.37868632707775
2016-02-29,"JPM US Equity",56.3,-0.053781512605042,0.206734742252621,4.04705882352941
2016-02-29,"KAOCF US Equity",50,NA,0.23160740579218,-0.1912
2016-02-29,"KKR US Equity",12.84,-0.0579603815113721,0.297741021575559,5.43286867204696
2016-02-29,"KO US Equity",43.13,0.00489282385834122,0.121513310467241,0.900279589934762
2016-02-29,"KYCCF US Equity",129.0175,0.100339011961366,0.167885666937438,2.59054177949297
2016-02-29,"LIN US Equity",101.79,0.0179,0.17186154176416,4.0808
2016-02-29,"LLY US Equity",72,-0.0897597977243995,0.230380090024132,12.2994943109987
2016-02-29,"LMT US Equity",215.79,0.0227014218009478,0.136559611552055,2.11886255924171
2016-02-29,"LRCX US Equity",7.33,0.0210335701351163,0.190111390181796,31.579746482797
2016-02-29,"MA US Equity",86.92,-0.0236998764461418,0.182451991094984,4.809390093227
2016-02-29,"MARUY US Equity",50.48,0.059346931923109,0.171342656536614,6.9818265760094
2016-02-29,"MBFJF US Equity",4.355,-0.1625,0.364599017499272,2.41346153846154
2016-02-29,"MC US Equity",24.72,-0.0283018867924529,0.357904862367125,1.33333333333333
2016-02-29,"MCD US Equity",117.19,-0.0532396186783002,0.133641384373838,1.75537243496526
2016-02-29,"MCO US Equity",88.8,-0.0038142248148979,0.212170688745424,4.35775185102087
2016-02-29,"MELI US Equity",101.76,0.0358306188925082,0.262712401733649,16.8906758957655
2016-02-29,"META US Equity",106.92,-0.0471437483290259,0.181003776971966,4.7764905088673
2016-02-29,"MFG US Equity",2.93,-0.109422492401216,0.240411805315003,1.69604863221884
2016-02-29,"MITEY US Equity",18.6,-0.0648567119155354,0.126682076511287,0.689793866264454
2016-02-29,"MITSY US Equity",115.75,0.0164207938180541,0.150101842622345,5.59062170706006
2016-02-29,"MKTX US Equity",118.46,0.0191860965327366,0.276206007738967,0.651897100576443
2016-02-29,"MMM US Equity",131.155,0.0388761713149619,0.119388171374044,0.309496463282296
2016-02-29,"MRAAY US Equity",6.7244,-0.00461839066848246,0.237109032101857,0.937651725975487
2016-02-29,"MRK US Equity",47.8765,-0.00907995827400065,0.135460668590823,1.56275457826936
2016-02-29,"MS US Equity",24.7,-0.0455950540958269,0.283765629285419,5.4339258114374
2016-02-29,"MSBHF US Equity",5.4767,0.0398731653597129,0.197355143782449,5.49457914823324
2016-02-29,"MSCI US Equity",70.52,0.0244044160371877,0.183496024431451,7.30665310865776
2016-02-29,"MSFT US Equity",50.88,-0.0764204029769469,0.219916656913953,6.1290615356689
2016-02-29,"MU US Equity",10.63,-0.0362647325475973,0.297565095944352,36.3862194016319
2016-02-29,"NDAQ US Equity",21.0967,0.0208064180541645,0.185995489854494,3.23773510042726
2016-02-29,"NEE US Equity",28.205,0.00993644257452342,0.187222754591905,2.35762241518217
2016-02-29,"NFLX US Equity",9.341,0.0170949477351916,0.388907015646322,9.47909407665505
2016-02-29,"NJDCY US Equity",4.185,-0.018757327080891,0.256268432098382,-0.0879249706916764
2016-02-29,"NOW US Equity",11,-0.115755627009646,0.357557240634278,7.68247588424437
2016-02-29,"NSRGY US Equity",69.86,-0.0526173040412259,0.18134625368888,0.478708977488473
2016-02-29,"NTES US Equity",26.922,-0.137889073908031,0.399164495829273,2.68163186883566
2016-02-29,"NTRS US Equity",59.38,-0.0434922680412371,0.249072322828789,1.30492912371134
2016-02-29,"NVDA US Equity",0.784,0.0705994810869863,0.375884761406791,240.963676089035
2016-02-29,"NVO US Equity",25.7,-0.0800071594773581,0.298545554445117,0.340612135314122
2016-02-29,"NVS US Equity",59.2646,-0.0879829614092539,0.194295980973082,1.59487641943372
2016-02-29,"OR US Equity",10.34,0.034,0.37605305254728,3.739
2016-02-29,"ORCL US Equity",36.78,0.0129440925364912,0.155481919371983,3.00440649958689
2016-02-29,"PANW US Equity",24.132,-0.0314268512944009,0.361017071193551,4.97712221553281
2016-02-29,"PFE US Equity",28.1256,-0.026896861917448,0.174615493457448,-0.043351901186728
2016-02-29,"PG US Equity",80.29,-0.0171379605826906,0.103580796364158,1.04676214958991
2016-02-29,"PYPL US Equity",38.14,0.0553403431101274,0.153032164800991,0.278638627559491
2016-02-29,"QCOM US Equity",50.79,0.120202911336568,0.236510633279782,2.13983237759153
2016-02-29,"RELIANCE IN Equity",218.09,-0.0663955479452054,0.198179152248302,4.96703767123288
2016-02-29,"RHHBY US Equity",32.05,-0.011412708204812,0.129283683748656,0.836829117828501
2016-02-29,"RKUNY US Equity",9.43,-0.113721804511278,0.299281752457226,-0.504699248120301
2016-02-29,"RTX US Equity",56.988,0.101834844647242,0.147468379757774,2.91755766516502
2016-02-29,"SAP GR Equity",69.293,-0.0565963240299523,0.221421027287663,1.31749489448604
2016-02-29,"SAP US Equity",75.34,-0.0558897243107769,0.240707662270152,1.52543859649123
2016-02-29,"SFTBF US Equity",6.1563,0.119327272727273,0.277265399097458,3.79336363636364
2016-02-29,"SHEL US Equity",45.48,0.03528340541771,0.238174945779752,0.90097882995675
2016-02-29,"SHOP US Equity",2.238,-0.0361757105943152,0.366315319562391,50.9939707149009
2016-02-29,"SIEGY US Equity",46.3,-0.0346121768140117,0.222115531672262,2.03565471226022
2016-02-29,"SMCAY US Equity",11.7,0.0353982300884954,0.233428130236637,1.11858407079646
2016-02-29,"SMCI US Equity",3.247,0.090329079919409,0.358327480122018,9.87642713230356
2016-02-29,"SMFG US Equity",5.55,-0.156534954407295,0.297311455803979,2.41033434650456
2016-02-29,"SNPS US Equity",44.75,0.0431235431235431,0.151003079839019,8.65034965034965
2016-02-29,"SNY US Equity",39.55,-0.0501921229586937,0.133928841424329,0.168587896253602
2016-02-29,"SONY US Equity",4.119,-0.115581989564769,0.377819718001268,3.95136667167672
2016-02-29,"SPGI US Equity",89.74,0.0555163490943307,0.242274635973642,4.19736532580569
2016-02-29,"SQM US Equity",17.5643,0.0899551341321898,0.197891712593141,3.73480734981104
2016-02-29,"SSDOY US Equity",21.85,0.0835068927898444,0.254087062686657,0.0482991173261926
2016-02-29,"STT US Equity",54.78,-0.0170464740714157,0.320299654349361,1.30791315270052
2016-02-29,"SUMCF US Equity",5.66,-0.208391608391608,0.684931528153671,0.640559440559441
2016-02-29,"SVNDY US Equity",13.2933,-0.106230628038162,0.207949867395982,-0.0573712625980785
2016-02-29,"T US Equity",27.889,0.024682921094014,0.209912885396732,0.0291286392428318
2016-02-29,"TAK US Equity",23.89,-0.0136251032204788,0.20173967770524,-0.225846407927333
2016-02-29,"TCEHY US Equity",18.35,-0.0208110992529348,0.211911152798043,2.50586979722519
2016-02-29,"TCOM US Equity",40.92,-0.0412371134020618,0.241071268849953,0.232895970009372
2016-02-29,"TEAM US Equity",23.77,0.144439094848339,0.343240422571759,2.6172363986519
2016-02-29,"TKPHF US Equity",48.04,0.0280333832655681,0.259106931476305,-0.235394821313931
2016-02-29,"TM US Equity",104.1,-0.132716820794801,0.228606264305709,1.01932850120803
2016-02-29,"TMO US Equity",129.19,-0.0217325458125095,0.190526790578544,2.94600938967136
2016-02-29,"TSLA US Equity",12.7953,0.00381275153569138,0.32493964346419,30.5775847866507
2016-02-29,"TSM US Equity",23.55,0.0536912751677852,0.210345147314969,15.7597315436242
2016-02-29,"TTDKY US Equity",3.4673,-0.0743993593166045,0.259998605370619,3.14041644420715
2016-02-29,"TTE US Equity",43.74,-0.00159780871947046,0.150326985125427,0.833827893175074
2016-02-29,"TXN US Equity",53.02,0.00170035896467047,0.142519930391596,3.00736822218024
2016-02-29,"UL US Equity",45.7802,-0.032754777574714,0.170338707745714,0.558191863597469
2016-02-29,"UNH US Equity",119.1,0.0342132684960055,0.152132962199269,1.5466307745745
2016-02-29,"UPS US Equity",96.55,0.0359442060085837,0.130403195769565,0.244206008583691
2016-02-29,"V US Equity",72.39,-0.0281917035843736,0.140957793964174,3.297758088334
2016-02-29,"VIRT US Equity",22.31,-0.0171806167400881,0.306940840318189,0.824229074889868
2016-02-29,"VZ US Equity",50.73,0.0152091254752851,0.195350572651098,0.00340204122473486
2016-02-29,"WB US Equity",14.36,-0.0565045992115638,0.680079680785445,-0.347568988173456
