"ticker","anomaly_score","is_anomaly","ai_score","innovation_score","in_portfolio"
"NJDCY",0.654526028852198,TRUE,0.625,0.625,FALSE
"NOW",0.0217950767961205,FALSE,0.625,0.625,FALSE
"NSRGY",0.00877187630456281,FALSE,0.45,0.45,FALSE
"NTES",0.0642798851988109,FALSE,0.775,0.775,FALSE
"NTRS",0.0209796123550895,FALSE,NA,NA,FALSE
"NU",0.171570195222493,FALSE,NA,NA,FALSE
"NVDA",0.0695680253801052,FALSE,0.5,0.5,FALSE
"NVO",0.088122241937194,FALSE,0.65,0.65,FALSE
"NVS",0.0949086644664643,FALSE,0.775,0.775,FALSE
"OKTA",0.0102986114107357,FALSE,0.525,0.525,FALSE
"OR",0.630531413881794,TRUE,NA,NA,FALSE
"ORCL",0.00712925062493486,FALSE,0.5,0.5,FALSE
"PAGS",0.0290715749625513,FALSE,NA,NA,FALSE
"PANW",0.0216426648148736,FALSE,0.475,0.475,FALSE
"PCOR",0.162326185755845,FALSE,0.75,0.75,FALSE
"PDD",0.0824939769423005,FALSE,0.75,0.75,FALSE
"PFE",0.167136211487232,FALSE,0.925,0.925,FALSE
"PG",0.0537966764170447,FALSE,0.55,0.55,FALSE
"PYPL",0.133691790212366,FALSE,0.5,0.5,FALSE
"QCOM",0.0474530993986611,FALSE,0.6,0.6,FALSE
"RELIANCE",0.19140007955964,FALSE,NA,NA,FALSE
"RHHBY",0.0212716928350402,FALSE,0.6,0.6,FALSE
"RKUNY",0.11975865396482,FALSE,NA,NA,FALSE
"RTX",0.0317732237930385,FALSE,0.65,0.65,FALSE
"SAIL",0.0247877427047327,FALSE,0.575,0.575,FALSE
"SAP",0.111196176967787,FALSE,0.875,0.875,FALSE
"SE",0.472869697703162,TRUE,NA,NA,FALSE
"SFTBF",0.173551138192325,FALSE,NA,NA,FALSE
"SHEL",0.0430669325000596,FALSE,0.725,0.725,FALSE
"SHOP",0.0972316518344664,FALSE,0.4,0.4,FALSE
"SIEGY",0.0368082711807941,FALSE,0.5,0.5,FALSE
"SMCAY",0.020564021801903,FALSE,NA,NA,FALSE
"SMCI",0.173632787848416,FALSE,NA,NA,FALSE
"SMFG",0.0447653939728779,FALSE,NA,NA,FALSE
"SNOW",0.0566524253144444,FALSE,0.7,0.7,FALSE
"SNPS",0.0305793931572085,FALSE,0.525,0.525,FALSE
"SNY",0.128663973008773,FALSE,0.85,0.85,FALSE
"SOFI",0.115539455733582,FALSE,NA,NA,FALSE
"SONY",0.0806668735640798,FALSE,NA,NA,FALSE
"SPGI",0.0490556524733896,FALSE,NA,NA,FALSE
"SPOT",0.00537011910631557,FALSE,0.525,0.525,FALSE
"SQM",0.0568551935965472,FALSE,NA,NA,FALSE
"SSDOY",0.0298449367299476,FALSE,NA,NA,FALSE
"STNE",0.0546803029484898,FALSE,NA,NA,FALSE
"STT",0.0532990951961854,FALSE,NA,NA,FALSE
"T",0.984290874336925,TRUE,NA,NA,FALSE
"TAK",0.75301353072281,TRUE,0.85,0.85,FALSE
"TCEHY",0.0950166441408981,FALSE,NA,NA,FALSE
"TCOM",0.144302707496389,FALSE,0.675,0.675,FALSE
"TEAM",0.0716476660863666,FALSE,0.725,0.725,FALSE
"TM",0.24008275949866,FALSE,NA,NA,FALSE
"TME",0.0570742663984423,FALSE,NA,NA,FALSE
"TMO",0.00805444674074491,FALSE,0.6,0.6,FALSE
"TOST",0.0434347354270519,FALSE,0.4,0.4,FALSE
"TSLA",0.0617475227565124,FALSE,0.45,0.45,FALSE
"TSM",0.083477201993838,FALSE,0.675,0.675,FALSE
"TTDKY",0.0265424985028192,FALSE,NA,NA,FALSE
"TTE",0.0675707494393634,FALSE,NA,NA,FALSE
"TW",0.169059621052628,FALSE,NA,NA,FALSE
"TWLO",0.0392587290067446,FALSE,0.475,0.475,FALSE
"TXN",0.0363552930734669,FALSE,0.7,0.7,FALSE
"UL",0.124095187390706,FALSE,0.675,0.675,FALSE
"UNH",0.0411186126199324,FALSE,NA,NA,FALSE
"UPS",0.0202061085975148,FALSE,NA,NA,FALSE
"V",0.0490559386201616,FALSE,NA,NA,FALSE
"VIRT",0.0693067887612936,FALSE,NA,NA,FALSE
"VZ",0.0782128531718874,FALSE,NA,NA,FALSE
"WB",0.0806444440809676,FALSE,0.825,0.825,FALSE
"WDAY",0.0281083244064104,FALSE,0.675,0.675,FALSE
"WMT",0.0875627868944907,FALSE,NA,NA,FALSE
"XIACF",0.0608956708720822,FALSE,0.525,0.525,FALSE
"XOM",0.0912037266728566,FALSE,0.7,0.7,FALSE
"XPEV",0.210606889704876,FALSE,0.625,0.625,FALSE
"ZM",0.0422013059638434,FALSE,0.7,0.7,FALSE
"ZS",0.0139382099071962,FALSE,0.525,0.525,FALSE
