"ticker","ai_score","innovation_score","ai_quartile","innovation_quartile","ai_label","innovation_label","in_portfolio"
"GOOGL",1.425,0.95,4,4,"AI Leader","Leader",TRUE
"GRAB",1.0125,0.675,3,2,"AI Adopter","Developing",TRUE
"GS",0.975,0.65,3,3,"AI Adopter","Strong",TRUE
"HD",1.0125,0.675,3,3,"AI Adopter","Strong",TRUE
"HMC",0.7125,0.475,1,1,"AI Laggard","Emerging",FALSE
"HOOD",1.05,0.7,3,2,"AI Adopter","Developing",TRUE
"HSBC",0.7875,0.525,1,1,"AI Laggard","Emerging",FALSE
"HTHIY",0.5625,0.375,1,1,"AI Laggard","Emerging",FALSE
"HUBS",1.05,0.7,3,2,"AI Adopter","Developing",TRUE
"IBM",1.125,0.75,4,3,"AI Leader","Strong",TRUE
"IBN",0.7875,0.525,1,1,"AI Laggard","Emerging",FALSE
"ICE",0.9,0.6,2,2,"AI Follower","Developing",FALSE
"INF",1.05,0.7,3,3,"AI Adopter","Strong",TRUE
"INFY",0.6,0.4,1,1,"AI Laggard","Emerging",TRUE
"INTC",1.05,0.7,3,4,"AI Adopter","Leader",TRUE
"IQ",1.0125,0.675,3,3,"AI Adopter","Strong",FALSE
"J",1.05,0.7,3,3,"AI Adopter","Strong",TRUE
"JBL",0.6375,0.425,1,1,"AI Laggard","Emerging",TRUE
"JD",1.0125,0.675,3,2,"AI Adopter","Developing",TRUE
"JNJ",1.0125,0.675,3,3,"AI Adopter","Strong",TRUE
"JPM",0.9,0.6,2,2,"AI Follower","Developing",TRUE
"KKR",0.45,0.3,1,1,"AI Laggard","Emerging",TRUE
"KO",1.125,0.75,4,4,"AI Leader","Leader",TRUE
"KSPI",0.675,0.45,1,1,"AI Laggard","Emerging",TRUE
"LI",1.0125,0.675,3,3,"AI Adopter","Strong",TRUE
"LIN",0.7875,0.525,1,2,"AI Laggard","Developing",TRUE
"LLY",1.2375,0.825,4,3,"AI Leader","Strong",TRUE
"LMT",0.7875,0.525,1,1,"AI Laggard","Emerging",TRUE
"LRCX",1.125,0.75,4,3,"AI Leader","Strong",TRUE
"MA",1.125,0.75,4,3,"AI Leader","Strong",TRUE
"MC",1.05,0.7,3,4,"AI Adopter","Leader",TRUE
"MCD",0.75,0.5,1,1,"AI Laggard","Emerging",TRUE
"MCO",0.7125,0.475,1,2,"AI Laggard","Developing",TRUE
"MELI",0.7875,0.525,1,1,"AI Laggard","Emerging",TRUE
"META",0.7125,0.475,1,2,"AI Laggard","Developing",TRUE
"MFG",0.825,0.55,2,3,"AI Follower","Strong",TRUE
"MITSY",0.7875,0.525,2,2,"AI Follower","Developing",FALSE
"MKTX",0.7875,0.525,2,2,"AI Follower","Developing",TRUE
"MMM",0.5625,0.375,1,1,"AI Laggard","Emerging",TRUE
"MQ",0.7875,0.525,2,1,"AI Follower","Emerging",TRUE
"MRK",1.05,0.7,3,4,"AI Adopter","Leader",TRUE
"MS",0.975,0.65,3,3,"AI Adopter","Strong",TRUE
"MSCI",1.0875,0.725,3,3,"AI Adopter","Strong",TRUE
"MSFT",1.3125,0.875,4,4,"AI Leader","Leader",TRUE
"MU",1.1625,0.775,4,3,"AI Leader","Strong",TRUE
"NDAQ",0.8625,0.575,2,2,"AI Follower","Developing",TRUE
"NEE",1.2,0.8,4,4,"AI Leader","Leader",TRUE
"NET",1.2,0.8,4,4,"AI Leader","Leader",TRUE
"NFLX",1.0875,0.725,3,3,"AI Adopter","Strong",TRUE
"NIO",1.1625,0.775,4,3,"AI Leader","Strong",FALSE
"NJDCY",0.75,0.5,1,1,"AI Laggard","Emerging",FALSE
"NOW",1.2375,0.825,4,4,"AI Leader","Leader",TRUE
"NSRGY",0.825,0.55,2,3,"AI Follower","Strong",FALSE
"NTES",1.2375,0.825,4,4,"AI Leader","Leader",FALSE
"NTRS",0.9375,0.625,2,4,"AI Follower","Leader",TRUE
"NU",1.2,0.8,4,4,"AI Leader","Leader",TRUE
"NVDA",1.125,0.75,4,3,"AI Leader","Strong",TRUE
"NVO",0.7875,0.525,2,2,"AI Follower","Developing",FALSE
"NVS",1.125,0.75,4,4,"AI Leader","Leader",TRUE
"OKTA",0.975,0.65,3,4,"AI Adopter","Leader",TRUE
"OR",0.975,0.65,3,4,"AI Adopter","Leader",TRUE
"ORCL",0.975,0.65,3,3,"AI Adopter","Strong",TRUE
"PAGS",0.6,0.4,1,1,"AI Laggard","Emerging",TRUE
"PANW",1.0125,0.675,3,3,"AI Adopter","Strong",TRUE
"PCOR",0.975,0.65,3,4,"AI Adopter","Leader",TRUE
"PDD",0.9,0.6,2,2,"AI Follower","Developing",TRUE
"PFE",0.825,0.55,2,3,"AI Follower","Strong",TRUE
"PG",0.9375,0.625,2,4,"AI Follower","Leader",TRUE
"PYPL",0.825,0.55,2,2,"AI Follower","Developing",TRUE
"QCOM",1.0125,0.675,3,3,"AI Adopter","Strong",TRUE
"RELIANCE",0.975,0.65,3,3,"AI Adopter","Strong",TRUE
"RKUNY",0.9,0.6,2,2,"AI Follower","Developing",FALSE
"RMSG",0.45,0.3,1,1,"AI Laggard","Emerging",FALSE
"RTX",1.2,0.8,4,4,"AI Leader","Leader",TRUE
"SAIL",0.9,0.6,2,3,"AI Follower","Strong",TRUE
"SAP",1.35,0.9,4,4,"AI Leader","Leader",TRUE
"SE",1.3125,0.875,4,4,"AI Leader","Leader",TRUE
"SFTBF",0.6375,0.425,1,1,"AI Laggard","Emerging",TRUE
"SHEL",0.9375,0.625,2,4,"AI Follower","Leader",TRUE
"SHOP",1.125,0.75,4,4,"AI Leader","Leader",TRUE
"SIEGY",0.825,0.55,2,3,"AI Follower","Strong",FALSE
"SMCAY",0.7125,0.475,1,2,"AI Laggard","Developing",FALSE
"SMCI",0.9375,0.625,2,2,"AI Follower","Developing",TRUE
"SMFG",0.7125,0.475,1,2,"AI Laggard","Developing",FALSE
"SNOW",1.2375,0.825,4,4,"AI Leader","Leader",TRUE
"SNPS",0.75,0.5,1,1,"AI Laggard","Emerging",TRUE
"SNY",1.125,0.75,4,4,"AI Leader","Leader",FALSE
"SOFI",0.5625,0.375,1,1,"AI Laggard","Emerging",TRUE
"SONY",1.05,0.7,3,4,"AI Adopter","Leader",FALSE
"SPGI",0.975,0.65,3,3,"AI Adopter","Strong",TRUE
"SPOT",0.975,0.65,3,3,"AI Adopter","Strong",TRUE
"SQM",0.45,0.3,1,1,"AI Laggard","Emerging",FALSE
"SSDOY",0.5625,0.375,1,2,"AI Laggard","Developing",FALSE
"STNE",0.6375,0.425,1,2,"AI Laggard","Developing",TRUE
"STT",0.7875,0.525,2,2,"AI Follower","Developing",TRUE
"T",0.9,0.6,2,3,"AI Follower","Strong",TRUE
"TAK",1.425,0.95,4,4,"AI Leader","Leader",FALSE
"TCOM",1.3125,0.875,4,4,"AI Leader","Leader",FALSE
"TEAM",0.9,0.6,2,2,"AI Follower","Developing",TRUE
"TM",0.975,0.65,3,4,"AI Adopter","Leader",TRUE
"TME",1.125,0.75,4,4,"AI Leader","Leader",TRUE
"TMO",1.05,0.7,3,4,"AI Adopter","Leader",TRUE
"TOST",1.0125,0.675,3,3,"AI Adopter","Strong",TRUE
"TSLA",0.7125,0.475,1,2,"AI Laggard","Developing",TRUE
"TSM",1.2,0.8,4,4,"AI Leader","Leader",TRUE
"TTDKY",0.6375,0.425,1,2,"AI Laggard","Developing",FALSE
"TTE",1.05,0.7,3,4,"AI Adopter","Leader",TRUE
"TW",1.275,0.85,4,4,"AI Leader","Leader",TRUE
"TWLO",1.05,0.7,3,4,"AI Adopter","Leader",TRUE
"TXN",1.2375,0.825,4,4,"AI Leader","Leader",TRUE
"UL",1.05,0.7,3,4,"AI Adopter","Leader",FALSE
"UNH",0.6,0.4,1,2,"AI Laggard","Developing",TRUE
"UPS",0.825,0.55,2,3,"AI Follower","Strong",TRUE
"V",0.75,0.5,1,2,"AI Laggard","Developing",TRUE
"VIRT",0.975,0.65,3,3,"AI Adopter","Strong",TRUE
"VZ",0.9,0.6,2,3,"AI Follower","Strong",TRUE
"WB",1.0875,0.725,4,4,"AI Leader","Leader",FALSE
"WDAY",1.0125,0.675,3,3,"AI Adopter","Strong",TRUE
"WMT",0.7875,0.525,2,2,"AI Follower","Developing",TRUE
"WORK",1.05,0.7,3,4,"AI Adopter","Leader",FALSE
"XOM",0.825,0.55,2,3,"AI Follower","Strong",TRUE
"XPEV",0.825,0.55,2,2,"AI Follower","Developing",TRUE
"ZM",1.1625,0.775,4,4,"AI Leader","Leader",TRUE
"ZS",1.2375,0.825,4,4,"AI Leader","Leader",TRUE
