"ticker","RepNo","CompanyName","ISIN","Exchange","Country","TRBC_Industry","rd_expense","revenue","fiscal_year_end","market_cap","pe_ratio_fy","beta_5y","volatility_30d","volatility_90d","volatility_260d","company_name","total_patents","ai_patents","patent_source","rd_intensity","patent_activity","total_return","volatility","bloomberg_volatility","total_return_5yr","revenue_growth","industry","rd_imputed","growth_imputed","volatility_imputed","innovation_imputed","rd_quartile","patent_quartile","growth_quartile","volatility_quartile","innovation_score","innovation_quartile","innovation_label","matched_by","in_portfolio","n_funds","fund_weight","total_net_exposure_usd","total_net_pct_ltp","multiplier","ai_score","ai_quartile","ai_label","quality_innovators_weight","ai_concentrated_weight","balanced_growth_weight","discovery_quality_weight","discovery_ai_weight","discovery_tier","innovation_rank","ai_rank","combined_rank","strategic_profile","ai_exposure","innovation_exposure","anomaly_score","is_anomaly","rd_score_norm","patent_score_norm","growth_score_norm","stability_score_norm","ai_score_aggressive","high_growth","high_volatility","has_rd","not_ai_leader","high_potential_flag","unicorn_tier","ai_label_aggressive"
"DUK","2797N","Duke Energy Corp","US26441C2044","NYSE","USA","Electric Utilities (NEC)",2988.671953125,32237,"2025-12-31",99622.3984375,20.2564392089844,0.403120011091232,0.145551955592548,0.150294912043468,0.159167582880055,"DUK",4174,49,"USPTO Only",0.00833686963728496,4174,0.1,0.159167582880055,NA,NA,0.0619297031986033,"Electric Utilities (NEC)",TRUE,FALSE,FALSE,TRUE,1,3,3,4,0.65,3,"Strong","ISIN",TRUE,12,-0.00179354347639024,-1756006.0702456,-0.000120133945034133,1,0.65,3,"AI Adopter",0,0,-0.00179354347639024,0,0,NA,NA,NA,NA,"Balanced Performer","Medium","Medium",0.0350575366571979,FALSE,25,75,75,25,55,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Follower"
"GOOGL","A997D","Alphabet Inc","US02079K3059","NASD","USA","Search Engines",58687,402836,"2025-12-31",4120904,31.6164608001709,1.15407001972198,0.363364938241905,0.281137065327105,0.302783459557491,"Alphabet Inc.",32301,7437,"USPTO Only",0.145684596212851,32301,0.1,0.302783459557491,NA,NA,0.150900810815444,"Search Engines",FALSE,FALSE,FALSE,FALSE,4,4,4,4,1,4,"Leader","ISIN",TRUE,20,0.130977835283805,128236575.724885,0.00877307089111823,1,1,4,"AI Leader",0.130977835283805,0.130977835283805,0.130977835283805,0,0,NA,NA,NA,NA,"AI Pioneer","High","High",0.356283442435747,TRUE,100,100,100,25,88.75,TRUE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"GS","A1E61","Goldman Sachs Group Inc","US38141G1040","NYSE","USA","Investment Banking & Brokerage Services (NEC)",8194.4878125,125097,"2025-12-31",273149.59375,18.041820526123,1.2922899723053,0.298735977375691,0.339714715517452,0.322721609097653,"GS",114117,5991,"USPTO Only",0.011644988279762,114117,0.1,0.322721609097653,NA,NA,-0.0138427944155834,"Investment Banking & Brokerage Services (NEC)",TRUE,FALSE,FALSE,TRUE,2,4,2,3,0.7,3,"Strong","ISIN",TRUE,15,-0.00190270740064587,-1862885.28235734,-0.000127445890938353,1,0.7,3,"AI Adopter",0,0,-0.00190270740064587,0,0,NA,NA,NA,NA,"Balanced Performer","Medium","Medium",0.0731618224473079,FALSE,50,100,50,50,60,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Adopter"
"HOOD","0734C","Robinhood Markets Inc","US7707001027","NASD","USA","Financial Technology (Fintech) (NEC)",897,4473,"2025-12-31",81702.9765625,44.2801704406738,2.51236009597778,0.709395092570882,0.764979547106884,0.720797811919671,"HOOD",215,6,"USPTO Only",0.200536552649229,215,0.1,0.720797811919671,NA,NA,0.515757370382921,"Financial Technology (Fintech) (NEC)",FALSE,FALSE,FALSE,FALSE,4,2,4,1,0.7,3,"Strong","ISIN",TRUE,23,0.00486602222499693,4764180.33770901,0.000325932688115925,1,0.7,3,"AI Adopter",0,0,0.00486602222499693,0,0,NA,NA,NA,NA,"Balanced Performer","Medium","Medium",0.099916842524565,FALSE,100,50,100,100,90,TRUE,TRUE,TRUE,TRUE,TRUE,"Top Unicorn Candidate","AI Leader (Aggressive)"
"IBM","4741N","International Business Machines Corp","US4592001014","NYSE","USA","IT Services & Consulting (NEC)",8320,67535,"2025-12-31",237763.59375,20.4961395263672,0.654659986495972,0.314632495706938,0.446612357178629,0.332482202142102,"IBM",895,154,"USPTO Only",0.123195380173244,895,0.1,0.332482202142102,NA,NA,0.0762035281181776,"IT Services & Consulting (NEC)",FALSE,FALSE,FALSE,FALSE,3,3,3,3,0.75,4,"Leader","ISIN",TRUE,15,-0.00292008896063179,-2858973.87380138,-0.000195591470911735,1,0.75,4,"AI Leader",-0.00292008896063179,-0.00292008896063179,-0.00292008896063179,0,0,NA,NA,NA,NA,"AI Pioneer","High","High",0.0225313001521497,FALSE,75,75,75,50,71.25,FALSE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"INTC","45870","Intel Corp","US4581401001","NASD","USA","Semiconductors (NEC)",13774,52853,"2025-12-27",343939.1875,NA,1.70762002468109,0.730713951380043,0.776406747533783,0.672898672276441,"Intel Corp.",52757,11985,"USPTO Only",0.26060961534823,52757,0.1,0.672898672276441,NA,NA,-0.00467034519123934,"Semiconductors (NEC)",FALSE,FALSE,FALSE,FALSE,4,4,2,1,0.75,4,"Leader","ISIN",TRUE,14,-0.00769688484672609,-7535795.30730687,-0.000515547659302712,1,0.75,4,"AI Leader",0,-0.00769688484672609,-0.00769688484672609,0,0,NA,NA,NA,NA,"AI Pioneer","High","High",0.137237468170084,FALSE,100,100,50,100,80,FALSE,TRUE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"JPM","A2827","JPMorgan Chase & Co","US46625H1005","NYSE","USA","Banks (NEC)",24967.97625,124839.88125,"2025-12-31",832265.875,15.5002899169922,1.02961003780365,0.234681093351889,0.237707426275499,0.256067024801285,"JPM",2096,144,"USPTO Only",0.00764826303090192,2096,0.1,0.256067024801285,NA,NA,0.0604811925107801,"Banks (NEC)",TRUE,TRUE,FALSE,TRUE,1,3,2,4,0.6,2,"Developing","ISIN",TRUE,14,0.000516050337433943,505249.823611819,3.4565743004405e-05,1,0.6,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.0161753764573267,FALSE,25,75,50,25,45,FALSE,FALSE,TRUE,TRUE,FALSE,"Monitor","AI Laggard"
"KO","1996N","Coca-Cola Co","US1912161007","NYSE","USA","Non-Alcoholic Beverages (NEC)",9779.895,47941,"2025-12-31",325996.5,24.9230804443359,0.333050012588501,0.15225540889637,0.16265536976924,0.178824010192106,"KO",290742,11141,"USPTO Only",0.0125801949944247,290742,0.1,0.178824010192106,NA,NA,0.0186991351649986,"Non-Alcoholic Beverages (NEC)",TRUE,FALSE,FALSE,TRUE,2,4,2,4,0.75,4,"Leader","ISIN",TRUE,13,-0.000240179687122275,-235152.921625993,-1.6087557235654e-05,1,0.75,4,"AI Leader",-0.000240179687122275,-0.000240179687122275,-0.000240179687122275,0,0,NA,NA,NA,NA,"AI Pioneer","High","High",0.178737261298218,FALSE,50,100,50,25,56.25,FALSE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Follower"
"LLY","5405N","Eli Lilly And Co","US5324571083","NYSE","USA","Pharmaceuticals (NEC)",13337,65179,"2025-12-31",875875.375,40.3913917541504,0.486180007457733,0.292890495255839,0.407138173232697,0.443727519847503,"LLY",10443,298,"USPTO Only",0.204621120299483,10443,0.1,0.443727519847503,NA,NA,0.447049133377884,"Pharmaceuticals (NEC)",FALSE,FALSE,FALSE,FALSE,4,3,4,2,0.825,4,"Leader","ISIN",TRUE,12,0.0026762792738836,2620266.9254891,0.000179260771437673,1,0.825,4,"AI Leader",0,0.0026762792738836,0.0026762792738836,0,0,NA,NA,NA,NA,"AI Pioneer","High","High",0.124971362485635,FALSE,100,75,100,75,91.25,TRUE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"MCO","A26CE","Moody's Corp","US6153691059","NYSE","USA","Rating Agencies",2431.621875,7718,"2025-12-31",81054.0625,33.3133392333984,1.38047003746033,0.836037859791336,0.802424355930211,0.798729493104969,"MCO",6293,102,"USPTO Only",0.00874735207762435,6293,0.1,0.798729493104969,NA,NA,1,"Rating Agencies",TRUE,FALSE,FALSE,TRUE,2,3,4,1,0.625,2,"Developing","ISIN",TRUE,13,0.0243523347060845,23842660.1481685,0.00163115200581678,1,0.625,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.278346557473368,TRUE,50,75,100,100,82.5,TRUE,TRUE,TRUE,TRUE,TRUE,"Top Unicorn Candidate","AI Leader (Aggressive)"
"META","02DAD","Metacon AB (publ)","SE0003086214","STO","SWE","Renewable Energy Equipment & Services (NEC)",11.3314288330078,237.8,"2025-12-31",377.714294433594,NA,1.19632995128632,0.35490798596083,0.45419209593591,0.811966921920385,"Meta Platforms Inc.",9688,785,"USPTO Only",0.009178746500385,9688,0.1,0.811966921920385,NA,NA,-0.307368781482568,"Renewable Energy Equipment & Services (NEC)",TRUE,FALSE,FALSE,TRUE,2,3,1,1,0.475,1,"Emerging","ISIN",TRUE,23,0.0558616465243964,54692507.6988829,0.00374168792751239,1,0.475,1,"AI Laggard",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.0956918799666814,FALSE,50,75,25,100,52.5,FALSE,TRUE,TRUE,TRUE,FALSE,"Monitor","AI Follower"
"MSFT","57840","Microsoft Corp","US5949181045","NASD","USA","Software (NEC)",94184.46,32.62931,"2025-12-31",3139482,30.9934692382812,1.13162004947662,0.262663433812018,0.246284608595884,0.253916970786155,"Microsoft Corp.",30302,17114,"USPTO Only",0.0103190019964973,30302,0.1,0.253916970786155,NA,NA,0.149321562324067,"Software (NEC)",TRUE,FALSE,FALSE,TRUE,2,4,4,4,0.85,4,"Leader","ISIN",TRUE,33,0.0997268810925388,97639678.5862228,0.00667984010942914,1,0.85,4,"AI Leader",0.0997268810925388,0.0997268810925388,0.0997268810925388,0,0,NA,NA,NA,NA,"AI Pioneer","High","High",0.181610646846407,FALSE,50,100,100,25,76.25,TRUE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"NVDA","A1D8D","NVIDIA Corp","US67066G1040","NASD","USA","Semiconductors (NEC)",18497,215938,"2026-01-25",4900824,41.176830291748,2.28408002853394,0.347585357545468,0.366059157238933,0.416164620607888,"NVIDIA Corp.",5302,1298,"USPTO Only",0.0856588465207606,5302,0.1,0.416164620607888,NA,NA,0.654735357900948,"Semiconductors (NEC)",FALSE,FALSE,FALSE,FALSE,3,3,4,3,0.8,4,"Leader","ISIN",TRUE,19,0.0785009889438914,76858027.095722,0.0052581014149102,1,0.8,4,"AI Leader",0.0785009889438914,0.0785009889438914,0.0785009889438914,0,0,NA,NA,NA,NA,"AI Pioneer","High","High",0.196463342963585,FALSE,75,75,100,50,81.25,TRUE,FALSE,TRUE,FALSE,FALSE,"Monitor","AI Leader (Aggressive)"
"PFE","0921F","Pantera Minerals Ltd","AU0000158560","ASX","AUS","Specialty Mining & Metals (NEC)",10247,62579,"2025-12-31",9.11639022827148,NA,1.29348003864288,0.540470532980591,0.623214619748686,0.689845033591107,"PFE",577,4,"USPTO Only",0.163745026286774,577,0.1,0.689845033591107,NA,NA,-0.0164709950178383,"Specialty Mining & Metals (NEC)",FALSE,FALSE,FALSE,FALSE,4,2,2,1,0.6,2,"Developing","ISIN",TRUE,11,-0.00242937889425925,-2378533.96998869,-0.000162723053213859,1,0.6,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.0346467801023422,FALSE,100,50,50,100,70,FALSE,TRUE,TRUE,TRUE,FALSE,"Monitor","AI Leader (Aggressive)"
"TSLA","C8279","Tesla Inc","US88160R1014","NASD","USA","Electric (Alternative) Vehicles",6411,94827,"2025-12-31",1503299,372.531188964844,1.86082005500793,0.530016681898061,0.409604927943421,0.553526622619002,"Tesla Inc.",807,10,"USPTO Only",0.0676073270271125,807,0.1,0.553526622619002,NA,NA,-0.0293069915037363,"Electric (Alternative) Vehicles",FALSE,FALSE,FALSE,FALSE,3,2,1,2,0.525,2,"Developing","ISIN",TRUE,22,0.0134052087725998,13124648.6563971,0.000897898843857286,1,0.525,2,"AI Follower",0,0,0,0,0,NA,NA,NA,NA,"Underperformer","Low","Low",0.0399153109505924,FALSE,75,50,25,75,50,FALSE,TRUE,TRUE,TRUE,FALSE,"Monitor","AI Follower"
